,Harveststatus_month,ID_NUM,日龄,鸡舍温度-平均_mean,鸡舍温度-最低_mean,鸡舍温度-最高_mean,eef_high_flg,eef
31454,8,G10_60_H10,28,28.464130434782607,28.345652173913045,28.61847826086957,0,445.5872974898003
31455,8,G10_60_H10,30,28.56875,28.465625,28.70625,0,445.5872974898003
31456,8,G10_60_H10,31,28.84895833333333,28.713541666666668,29.027083333333334,0,445.5872974898003
31457,8,G10_60_H10,32,28.81458333333333,28.67083333333333,28.98229166666667,0,445.5872974898003
31458,8,G10_60_H10,33,28.98333333333333,28.867708333333336,29.14375,0,445.5872974898003
31459,8,G10_60_H10,34,25.876041666666666,25.769791666666663,26.039583333333336,0,445.5872974898003
31460,8,G10_60_H10,35,26.31379310344828,26.17586206896552,26.460919540229884,0,445.5872974898003
31461,8,G10_60_H10,36,27.365625,27.246875,27.541666666666668,0,445.5872974898003
31462,8,G10_60_H11,6,31.03333333333333,31.008333333333336,31.183333333333334,-1,435.97754180960015
31463,8,G10_60_H11,7,32.139583333333334,31.992708333333336,32.278125,-1,435.97754180960015
31464,8,G10_60_H11,8,31.60625,31.42395833333333,31.828125,-1,435.97754180960015
31465,8,G10_60_H11,9,30.632291666666664,30.492708333333336,30.8125,-1,435.97754180960015
31466,8,G10_60_H11,10,32.10625,31.9375,32.29270833333333,-1,435.97754180960015
31467,8,G10_60_H11,11,32.321875,32.159375000000004,32.469791666666666,-1,435.97754180960015
31468,8,G10_60_H11,12,31.53645833333333,31.37291666666667,31.721875,-1,435.97754180960015
31469,8,G10_60_H11,13,30.34375,30.198958333333334,30.51354166666667,-1,435.97754180960015
31470,8,G10_60_H11,14,30.50625,30.36458333333333,30.653125,-1,435.97754180960015
31471,8,G10_60_H11,15,30.72023809523809,30.56190476190476,30.910714285714285,-1,435.97754180960015
31472,8,G10_60_H11,16,31.319791666666664,31.15833333333333,31.464583333333334,-1,435.97754180960015
31473,8,G10_60_H11,17,31.551041666666663,31.397916666666664,31.71875,-1,435.97754180960015
31474,8,G10_60_H11,18,31.147916666666664,30.994791666666668,31.334375,-1,435.97754180960015
31475,8,G10_60_H11,19,30.49375,30.3,30.70520833333333,-1,435.97754180960015
31476,8,G10_60_H11,20,29.744791666666668,29.601041666666664,29.92708333333333,-1,435.97754180960015
31477,8,G10_60_H11,21,28.7,28.582291666666663,28.859375,-1,435.97754180960015
31478,8,G10_60_H11,22,29.590625,29.402083333333334,29.801041666666663,-1,435.97754180960015
31479,8,G10_60_H11,23,29.912371134020617,29.729896907216496,30.102061855670105,-1,435.97754180960015
31480,8,G10_60_H11,24,29.96666666666667,29.81041666666667,30.146875,-1,435.97754180960015
31481,8,G10_60_H11,25,29.99791666666667,29.847916666666663,30.16875,-1,435.97754180960015
31482,8,G10_60_H11,26,29.17708333333333,29.02083333333333,29.366666666666664,-1,435.97754180960015
31483,8,G10_60_H11,27,28.54583333333333,28.382291666666664,28.738541666666663,-1,435.97754180960015
31484,8,G10_60_H11,28,28.817204301075268,28.693548387096776,28.97204301075269,-1,435.97754180960015
31485,8,G10_60_H11,31,29.305263157894736,29.22631578947368,29.44736842105263,-1,435.97754180960015
31486,8,G10_60_H11,32,29.00520833333333,28.847916666666663,29.191666666666663,-1,435.97754180960015
31487,8,G10_60_H11,33,29.188541666666666,29.03645833333333,29.336458333333336,-1,435.97754180960015
31488,8,G10_60_H11,34,26.215625,26.094791666666666,26.4,-1,435.97754180960015
31489,8,G10_60_H11,35,26.59583333333333,26.447916666666668,26.761458333333334,-1,435.97754180960015
31490,8,G10_60_H11,36,27.890625,27.725,28.053125,-1,435.97754180960015
31491,8,G10_60_H12,6,31.1,31.058333333333334,31.23333333333333,0,445.7334197781874
31492,8,G10_60_H12,7,32.239583333333336,32.063541666666666,32.40208333333333,0,445.7334197781874
31493,8,G10_60_H12,8,31.734375,31.555208333333336,31.971875,0,445.7334197781874
31494,8,G10_60_H12,9,30.838541666666668,30.688541666666666,31.053125,0,445.7334197781874
31495,8,G10_60_H12,10,32.197916666666664,32.018750000000004,32.40416666666667,0,445.7334197781874
31496,8,G10_60_H12,11,32.37708333333333,32.188541666666666,32.581250000000004,0,445.7334197781874
31497,8,G10_60_H12,12,31.60625,31.39583333333333,31.85,0,445.7334197781874
31498,8,G10_60_H12,13,30.329166666666666,30.171875,30.51875,0,445.7334197781874
31499,8,G10_60_H12,14,30.521875,30.353125,30.675,0,445.7334197781874
31500,8,G10_60_H12,15,30.64375,30.469791666666666,30.819791666666664,0,445.7334197781874
31501,8,G10_60_H12,16,31.1625,31.008333333333336,31.321875,0,445.7334197781874
31502,8,G10_60_H12,17,31.355208333333334,31.16875,31.571875,0,445.7334197781874
31503,8,G10_60_H12,18,30.96875,30.797916666666666,31.184375,0,445.7334197781874
31504,8,G10_60_H12,19,30.39375,30.176041666666663,30.626041666666666,0,445.7334197781874
31505,8,G10_60_H12,20,29.63854166666667,29.490625,29.859375,0,445.7334197781874
31506,8,G10_60_H12,21,28.75520833333333,28.604166666666668,28.932291666666668,0,445.7334197781874
31507,8,G10_60_H12,22,29.582291666666663,29.38020833333333,29.80208333333333,0,445.7334197781874
31508,8,G10_60_H12,23,29.90625,29.71875,30.129166666666663,0,445.7334197781874
31509,8,G10_60_H12,24,30.009375,29.840625,30.23333333333333,0,445.7334197781874
31510,8,G10_60_H12,25,30.028125,29.878125,30.21666666666667,0,445.7334197781874
31511,8,G10_60_H12,26,29.1875,29.03333333333333,29.38125,0,445.7334197781874
31512,8,G10_60_H12,27,28.6125,28.397916666666664,28.835416666666664,0,445.7334197781874
