,DOCdate_month,ID_NUM,日龄,鸡舍温度-平均_mean,鸡舍温度-最低_min,鸡舍温度-最高_max,eef_high_flg,eef
21342,2,G12_68_H1,20,26.109375,24.6,27.5,-1,251.9427343
21343,2,G12_68_H1,21,25.81666667,24.4,27.5,-1,251.9427343
21344,2,G12_68_H1,22,25.6625,24.1,27.9,-1,251.9427343
21345,2,G12_68_H1,23,26.16979167,24,29.4,-1,251.9427343
21346,2,G12_68_H1,24,27.08125,25,31,-1,251.9427343
21347,2,G12_68_H1,25,26.278125,23.8,30.8,-1,251.9427343
21348,2,G12_68_H1,26,24.96979167,23.4,26.8,-1,251.9427343
21349,2,G12_68_H1,27,24.68541667,22.9,26,-1,251.9427343
21350,2,G12_68_H1,28,24.7125,23.4,25.9,-1,251.9427343
21351,2,G12_68_H1,29,24.80520833,22.9,27,-1,251.9427343
21352,2,G12_68_H1,30,24.64270833,22.9,26.4,-1,251.9427343
21353,2,G12_68_H1,31,24.74583333,22.6,27.4,-1,251.9427343
21354,2,G12_68_H1,32,25.05625,23.5,27.1,-1,251.9427343
21355,2,G12_68_H1,33,25.45208333,23.8,27.7,-1,251.9427343
21356,2,G12_68_H1,34,25.59375,23.9,28.9,-1,251.9427343
21357,2,G12_68_H1,35,25.228125,24,26.9,-1,251.9427343
21358,2,G12_68_H10,-2,31.666,12.5,34,0,333.3550495
21359,2,G12_68_H10,-1,34.121875,32.1,35.5,0,333.3550495
21360,2,G12_68_H10,0,34.371875,30,35.5,0,333.3550495
21361,2,G12_68_H10,1,34.1625,32.7,35.4,0,333.3550495
21362,2,G12_68_H10,2,33.58333333,32.5,34.9,0,333.3550495
21363,2,G12_68_H10,3,32.946875,31.8,34.3,0,333.3550495
21364,2,G12_68_H10,4,32.58854167,26.6,33.7,0,333.3550495
21365,2,G12_68_H10,5,31.66145833,30.8,33.2,0,333.3550495
21366,2,G12_68_H10,6,30.85208333,29.6,32.6,0,333.3550495
21367,2,G12_68_H10,7,30.34479167,29.1,31.9,0,333.3550495
21368,2,G12_68_H10,8,29.86875,28.9,31.4,0,333.3550495
21369,2,G12_68_H10,9,29.53645833,28.3,31.1,0,333.3550495
21370,2,G12_68_H10,10,29.08854167,28,30.6,0,333.3550495
21371,2,G12_68_H10,11,28.55208333,27.5,30.2,0,333.3550495
21372,2,G12_68_H10,12,28.26979167,26.9,29.7,0,333.3550495
21373,2,G12_68_H10,13,27.859375,26.6,29.6,0,333.3550495
21374,2,G12_68_H10,14,27.51666667,26.3,29,0,333.3550495
21375,2,G12_68_H10,15,26.98333333,25.5,28.8,0,333.3550495
21376,2,G12_68_H10,16,26.640625,25.4,28.3,0,333.3550495
21377,2,G12_68_H10,17,26.30520833,24.5,28,0,333.3550495
21378,2,G12_68_H10,18,26.56666667,24.6,28.1,0,333.3550495
21379,2,G12_68_H10,19,26.92708333,24.9,28.1,0,333.3550495
21380,2,G12_68_H10,20,26.89791667,24.8,28.4,0,333.3550495
21381,2,G12_68_H10,21,26.7125,24.8,27.7,0,333.3550495
21382,2,G12_68_H10,22,26.91979167,24.6,29.2,0,333.3550495
21383,2,G12_68_H10,23,27.37604167,25.2,30.4,0,333.3550495
21384,2,G12_68_H10,24,26.153125,23.6,31.1,0,333.3550495
21385,2,G12_68_H10,25,24.76041667,23.4,27,0,333.3550495
21386,2,G12_68_H10,26,24.678125,23.4,27,0,333.3550495
21387,2,G12_68_H10,27,24.63958333,23.6,26.7,0,333.3550495
21388,2,G12_68_H10,28,24.67291667,23.3,26.6,0,333.3550495
21389,2,G12_68_H10,29,24.78229167,23.2,26.8,0,333.3550495
21390,2,G12_68_H10,30,25.32058824,23.5,26.9,0,333.3550495
21391,2,G12_68_H10,31,25.27395833,23.3,27,0,333.3550495
21392,2,G12_68_H10,32,25.621875,23.9,27.5,0,333.3550495
21393,2,G12_68_H10,33,25.48333333,23.5,28.1,0,333.3550495
21394,2,G12_68_H10,34,24.70625,23.5,26.5,0,333.3550495
21395,2,G12_68_H10,35,23.79791667,22.7,25.8,0,333.3550495
21396,2,G12_68_H2,-1,34.7375,33.8,35.5,0,287.0536148
21397,2,G12_68_H2,0,34.59895833,28.4,35.5,0,287.0536148
21398,2,G12_68_H2,1,34.31354167,33,35.5,0,287.0536148
21399,2,G12_68_H2,2,33.63854167,32.3,34.9,0,287.0536148
21400,2,G12_68_H2,3,32.95104167,31.8,34.3,0,287.0536148
21401,2,G12_68_H2,4,32.27916667,31.2,33.7,0,287.0536148
21402,2,G12_68_H2,5,31.69895833,30.6,33.1,0,287.0536148
21403,2,G12_68_H2,6,30.871875,30,32.5,0,287.0536148
21404,2,G12_68_H2,7,30.28645833,29.2,31.3,0,287.0536148
21405,2,G12_68_H2,8,30.015625,28.9,31.3,0,287.0536148
21406,2,G12_68_H2,9,29.39166667,28.5,30.6,0,287.0536148
21407,2,G12_68_H2,10,29.14375,27.9,30.4,0,287.0536148
21408,2,G12_68_H2,11,28.578125,27.3,29.9,0,287.0536148
21409,2,G12_68_H2,12,28.08645833,26.9,29.1,0,287.0536148
21410,2,G12_68_H2,13,27.74375,26.2,28.8,0,287.0536148
21411,2,G12_68_H2,14,27.52395833,25.7,28.5,0,287.0536148
21412,2,G12_68_H2,15,27.078125,25.6,27.8,0,287.0536148
21413,2,G12_68_H2,16,26.83020833,25,27.7,0,287.0536148
21414,2,G12_68_H2,17,26.46530612,25.3,27.2,0,287.0536148
21415,2,G12_68_H2,22,24.72,24.5,25.9,0,287.0536148
21416,2,G12_68_H2,23,26.06145833,24.1,29,0,287.0536148
21417,2,G12_68_H2,24,27.07395833,24.9,30.6,0,287.0536148
21418,2,G12_68_H2,25,26.10520833,23.5,30.7,0,287.0536148
21419,2,G12_68_H2,26,24.384375,23.2,26,0,287.0536148
21420,2,G12_68_H2,27,24.14583333,23.1,26,0,287.0536148
21421,2,G12_68_H2,28,24.08645833,23.3,26,0,287.0536148
21422,2,G12_68_H2,29,24.74479167,23.4,27.1,0,287.0536148
21423,2,G12_68_H2,30,24.82604167,23.5,26.8,0,287.0536148
21424,2,G12_68_H2,31,24.73125,23.2,27,0,287.0536148
21425,2,G12_68_H2,32,24.87083333,23.3,26.8,0,287.0536148
21426,2,G12_68_H2,33,25.44166667,24,27.4,0,287.0536148
21427,2,G12_68_H2,34,25.596875,23.9,27.8,0,287.0536148
21428,2,G12_68_H2,35,25.12916667,23.8,26.5,0,287.0536148
21429,2,G12_68_H3,4,31.84923077,31.1,32.9,-1,251.8912598
21430,2,G12_68_H3,5,31.43645833,30.6,32.5,-1,251.8912598
21431,2,G12_68_H3,6,30.78229167,29.8,31.8,-1,251.8912598
21432,2,G12_68_H3,7,30.234375,29.3,31.3,-1,251.8912598
21433,2,G12_68_H3,8,29.83958333,28.7,31,-1,251.8912598
21434,2,G12_68_H3,9,29.38645833,28.3,30.5,-1,251.8912598
21435,2,G12_68_H3,10,29.02291667,27.6,29.9,-1,251.8912598
21436,2,G12_68_H3,11,28.52708333,26.9,29.7,-1,251.8912598
21437,2,G12_68_H3,12,28.021875,26.8,29.2,-1,251.8912598
21438,2,G12_68_H3,13,27.72926829,26.3,28.8,-1,251.8912598
21439,2,G12_68_H3,15,27.12631579,25.3,27.6,-1,251.8912598
21440,2,G12_68_H3,16,26.53958333,24.8,27.6,-1,251.8912598
21441,2,G12_68_H3,17,26.11979167,24.5,27.4,-1,251.8912598
21442,2,G12_68_H3,18,25.3875,24,27.2,-1,251.8912598
21443,2,G12_68_H3,19,25.68229167,24.2,27.4,-1,251.8912598
21444,2,G12_68_H3,20,25.68125,24.6,27.4,-1,251.8912598
21445,2,G12_68_H3,21,25.67708333,24.4,27.5,-1,251.8912598
21446,2,G12_68_H3,22,25.6875,24.2,28,-1,251.8912598
21447,2,G12_68_H3,23,26.26770833,24.2,29.1,-1,251.8912598
21448,2,G12_68_H3,24,27.325,25,30.8,-1,251.8912598
21449,2,G12_68_H3,25,26.225,23.4,31,-1,251.8912598
21450,2,G12_68_H3,26,24.52916667,23,26.1,-1,251.8912598
21451,2,G12_68_H3,27,24.43229167,23.3,25.9,-1,251.8912598
21452,2,G12_68_H3,28,24.24583333,23.4,25.9,-1,251.8912598
21453,2,G12_68_H3,29,24.45729167,23,27,-1,251.8912598
21454,2,G12_68_H3,30,24.18020833,22.7,26.3,-1,251.8912598
21455,2,G12_68_H3,31,24.234375,22.5,26.9,-1,251.8912598
21456,2,G12_68_H3,32,24.38645833,22.6,26.4,-1,251.8912598
21457,2,G12_68_H3,33,25.27604167,23.7,27.4,-1,251.8912598
21458,2,G12_68_H3,34,25.56145833,23.9,28.7,-1,251.8912598
21459,2,G12_68_H3,35,25.18229167,24,27.3,-1,251.8912598
21460,2,G12_68_H4,2,33.72884615,32.1,34.6,0,328.647955
21461,2,G12_68_H4,3,33.78888889,31.6,34.3,0,328.647955
21462,2,G12_68_H4,4,32.42604167,30.9,33.8,0,328.647955
21463,2,G12_68_H4,5,32.02083333,30.5,33,0,328.647955
21464,2,G12_68_H4,6,31.38541667,29.8,32.5,0,328.647955
21465,2,G12_68_H4,7,30.390625,29.2,31.6,0,328.647955
21466,2,G12_68_H4,8,29.93020833,28.6,31.3,0,328.647955
21467,2,G12_68_H4,9,29.334375,28.2,30.8,0,328.647955
21468,2,G12_68_H4,10,28.95520833,28.3,30.4,0,328.647955
21469,2,G12_68_H4,11,28.38854167,27.4,29.6,0,328.647955
21470,2,G12_68_H4,12,27.85208333,26.6,29.1,0,328.647955
21471,2,G12_68_H4,13,27.3625,25.9,29.1,0,328.647955
21472,2,G12_68_H4,14,26.91666667,25.5,28.4,0,328.647955
21473,2,G12_68_H4,15,26.58645833,25.3,28,0,328.647955
21474,2,G12_68_H4,16,26.41351351,25.3,27.7,0,328.647955
21475,2,G12_68_H4,19,26.305,24,27.2,0,328.647955
21476,2,G12_68_H4,20,26.32708333,24.2,27.2,0,328.647955
21477,2,G12_68_H4,21,26.15208333,24.3,27.3,0,328.647955
21478,2,G12_68_H4,22,25.846875,24.1,27.2,0,328.647955
21479,2,G12_68_H4,23,26.30729167,23.9,28.7,0,328.647955
21480,2,G12_68_H4,24,27.20104167,24.9,30.3,0,328.647955
21481,2,G12_68_H4,25,25.95208333,23.4,30.4,0,328.647955
21482,2,G12_68_H4,26,24.125,23.1,26.2,0,328.647955
21483,2,G12_68_H4,27,24.20416667,23.1,26.3,0,328.647955
21484,2,G12_68_H4,28,24.18020833,23.3,26,0,328.647955
21485,2,G12_68_H4,29,24.303125,23.1,26.4,0,328.647955
21486,2,G12_68_H4,30,24.115625,22.7,26.1,0,328.647955
21487,2,G12_68_H4,31,24.37708333,22.4,26.5,0,328.647955
21488,2,G12_68_H4,32,24.69270833,22.7,26.6,0,328.647955
21489,2,G12_68_H4,33,25.48645833,23.6,27.2,0,328.647955
21490,2,G12_68_H4,34,25.73645833,23.8,27.9,0,328.647955
21491,2,G12_68_H4,35,25.059375,23.8,26.6,0,328.647955
21492,2,G12_68_H5,-2,31.72820513,14,34.2,-1,229.1461288
21493,2,G12_68_H5,-1,34.58020833,32.1,35.5,-1,229.1461288
21494,2,G12_68_H5,0,34.55625,28.8,35.5,-1,229.1461288
21495,2,G12_68_H5,1,34.21979167,33.1,35.4,-1,229.1461288
21496,2,G12_68_H5,2,33.30416667,32.2,34.6,-1,229.1461288
21497,2,G12_68_H5,3,32.82678571,31.8,33.9,-1,229.1461288
21498,2,G12_68_H5,4,32.06458333,31.1,33.8,-1,229.1461288
21499,2,G12_68_H5,5,31.75729167,30.3,33.4,-1,229.1461288
21500,2,G12_68_H5,6,31.103125,29.9,32.3,-1,229.1461288
21501,2,G12_68_H5,7,30.371875,29.3,31.5,-1,229.1461288
21502,2,G12_68_H5,8,29.628125,28.9,31.4,-1,229.1461288
21503,2,G12_68_H5,9,29.440625,28.4,30.9,-1,229.1461288
21504,2,G12_68_H5,10,29.10520833,27.8,30.3,-1,229.1461288
21505,2,G12_68_H5,11,28.49791667,27.4,29.9,-1,229.1461288
21506,2,G12_68_H5,12,28.0875,26.6,29.2,-1,229.1461288
21507,2,G12_68_H5,13,27.77604167,26,28.7,-1,229.1461288
21508,2,G12_68_H5,14,27.590625,26,28.4,-1,229.1461288
21509,2,G12_68_H5,15,27.31666667,25.8,28.3,-1,229.1461288
21510,2,G12_68_H5,16,26.95104167,25.3,28.1,-1,229.1461288
21511,2,G12_68_H5,17,26.63333333,25.3,28,-1,229.1461288
21512,2,G12_68_H5,18,26.1625,24.6,27.7,-1,229.1461288
21513,2,G12_68_H5,19,26.18229167,24.8,27.4,-1,229.1461288
21514,2,G12_68_H5,20,26.128125,24.8,27.9,-1,229.1461288
21515,2,G12_68_H5,21,26.00104167,24.7,27.5,-1,229.1461288
21516,2,G12_68_H5,22,26.00416667,24.8,27.8,-1,229.1461288
21517,2,G12_68_H5,23,26.63020833,24.7,29,-1,229.1461288
21518,2,G12_68_H5,24,27.58958333,25.5,30.4,-1,229.1461288
21519,2,G12_68_H5,25,26.61979167,24.3,30.4,-1,229.1461288
21520,2,G12_68_H5,26,25.6875,23.5,26.8,-1,229.1461288
21521,2,G12_68_H5,27,26.19375,24.2,26.9,-1,229.1461288
21522,2,G12_68_H5,28,26.29375,24.6,27.1,-1,229.1461288
21523,2,G12_68_H5,31,25.79423077,24,26.9,-1,229.1461288
21524,2,G12_68_H5,32,25.45104167,23.5,26.7,-1,229.1461288
21525,2,G12_68_H5,33,25.50729167,24,27,-1,229.1461288
21526,2,G12_68_H5,34,25.58854167,24,27.5,-1,229.1461288
21527,2,G12_68_H5,35,25.16875,24.1,26.5,-1,229.1461288
21528,2,G12_68_H6,2,33.76705882,32.3,35.1,-1,221.7496408
21529,2,G12_68_H6,3,32.95520833,31.8,34.3,-1,221.7496408
21530,2,G12_68_H6,4,32.56875,31.3,34,-1,221.7496408
21531,2,G12_68_H6,5,31.72291667,30.7,33.2,-1,221.7496408
21532,2,G12_68_H6,6,30.94583333,29.6,32.3,-1,221.7496408
21533,2,G12_68_H6,7,30.44166667,29.2,31.7,-1,221.7496408
21534,2,G12_68_H6,8,29.92083333,28.7,31.4,-1,221.7496408
21535,2,G12_68_H6,9,29.49375,28.2,30.7,-1,221.7496408
21536,2,G12_68_H6,10,29.04791667,27.7,30.1,-1,221.7496408
21537,2,G12_68_H6,11,28.721875,27.3,29.7,-1,221.7496408
21538,2,G12_68_H6,12,28.353125,26.7,29.3,-1,221.7496408
21539,2,G12_68_H6,13,27.971875,26.2,29,-1,221.7496408
21540,2,G12_68_H6,14,27.61041667,25.8,28.4,-1,221.7496408
21541,2,G12_68_H6,15,27.253125,25.5,28.4,-1,221.7496408
21542,2,G12_68_H6,16,27,25.6,27.8,-1,221.7496408
21543,2,G12_68_H6,19,26.10384615,25.2,27.6,-1,221.7496408
21544,2,G12_68_H6,20,25.921875,24.6,27.7,-1,221.7496408
21545,2,G12_68_H6,21,25.90208333,24.4,27.8,-1,221.7496408
21546,2,G12_68_H6,22,26.40416667,24.5,28.9,-1,221.7496408
21547,2,G12_68_H6,23,27.2875,25.4,30.7,-1,221.7496408
21548,2,G12_68_H6,24,26.584375,24.2,30.9,-1,221.7496408
21549,2,G12_68_H6,25,25.42916667,24,27.1,-1,221.7496408
21550,2,G12_68_H6,26,25.51458333,24,26.7,-1,221.7496408
21551,2,G12_68_H6,27,25.725,24.3,27,-1,221.7496408
21552,2,G12_68_H6,29,25.17,24,26.5,-1,221.7496408
21553,2,G12_68_H6,30,25.19375,23.5,27.1,-1,221.7496408
21554,2,G12_68_H6,31,25.153125,23.6,27,-1,221.7496408
21555,2,G12_68_H6,32,25.35104167,24.1,27.2,-1,221.7496408
21556,2,G12_68_H6,33,25.51979167,23.8,28,-1,221.7496408
21557,2,G12_68_H6,34,25.228125,24.2,26.8,-1,221.7496408
21558,2,G12_68_H7,-2,32.312,12.1,34.5,0,330.5500839
21559,2,G12_68_H7,-1,34.15104167,32.2,35.5,0,330.5500839
21560,2,G12_68_H7,0,34.521875,27.8,35.5,0,330.5500839
21561,2,G12_68_H7,1,34.24375,33,35.5,0,330.5500839
21562,2,G12_68_H7,2,33.60833333,32.3,34.8,0,330.5500839
21563,2,G12_68_H7,3,32.67916667,31.6,34.3,0,330.5500839
21564,2,G12_68_H7,4,32.359375,31.2,33.5,0,330.5500839
21565,2,G12_68_H7,5,31.66145833,30.6,33.1,0,330.5500839
21566,2,G12_68_H7,6,31.10208333,29.4,32.2,0,330.5500839
21567,2,G12_68_H7,7,30.45104167,29.1,31.8,0,330.5500839
21568,2,G12_68_H7,8,30.14583333,28.7,31.6,0,330.5500839
21569,2,G12_68_H7,9,29.58645833,27.9,31.1,0,330.5500839
21570,2,G12_68_H7,10,29.26979167,27.6,30.5,0,330.5500839
21571,2,G12_68_H7,11,28.67604167,27.2,30.3,0,330.5500839
21572,2,G12_68_H7,12,28.334375,26.6,29.8,0,330.5500839
21573,2,G12_68_H7,13,27.85729167,26.1,29.2,0,330.5500839
21574,2,G12_68_H7,14,27.47604167,25.8,28.7,0,330.5500839
21575,2,G12_68_H7,15,27.13645833,25.5,28.6,0,330.5500839
21576,2,G12_68_H7,16,26.75625,25.6,28.2,0,330.5500839
21577,2,G12_68_H7,18,26.02727273,24.9,27.7,0,330.5500839
21578,2,G12_68_H7,19,26.21145833,25,28,0,330.5500839
21579,2,G12_68_H7,20,25.92604167,24.9,27.9,0,330.5500839
21580,2,G12_68_H7,21,25.85520833,24.7,27.5,0,330.5500839
21581,2,G12_68_H7,22,26.25729167,24.5,28.5,0,330.5500839
21582,2,G12_68_H7,23,27.05416667,25.2,30.3,0,330.5500839
21583,2,G12_68_H7,24,26.08854167,23.8,30.1,0,330.5500839
21584,2,G12_68_H7,25,24.66979167,23.4,26.4,0,330.5500839
21585,2,G12_68_H7,26,24.653125,23.5,26.4,0,330.5500839
21586,2,G12_68_H7,27,24.4875,23.7,26.3,0,330.5500839
21587,2,G12_68_H7,28,24.20526316,23.3,25.9,0,330.5500839
21588,2,G12_68_H7,29,24.23645833,23.1,26.2,0,330.5500839
21589,2,G12_68_H7,30,24.275,22.7,26.5,0,330.5500839
21590,2,G12_68_H7,31,24.53229167,22.9,26.2,0,330.5500839
21591,2,G12_68_H7,32,25.10416667,23.5,26.8,0,330.5500839
21592,2,G12_68_H7,33,25.55833333,23.7,27.4,0,330.5500839
21593,2,G12_68_H7,34,25.25416667,23.8,26.4,0,330.5500839
21594,2,G12_68_H8,-2,31.866,11.1,34.3,0,316.1663648
21595,2,G12_68_H8,-1,34.15520833,31.8,35.5,0,316.1663648
21596,2,G12_68_H8,0,34.35104167,27.7,35.5,0,316.1663648
21597,2,G12_68_H8,1,33.996875,32.7,35.5,0,316.1663648
21598,2,G12_68_H8,2,33.46875,32.1,35,0,316.1663648
21599,2,G12_68_H8,3,32.65520833,31.5,34.5,0,316.1663648
21600,2,G12_68_H8,4,32.06041667,31.1,33.8,0,316.1663648
21601,2,G12_68_H8,5,31.60729167,30.4,33.2,0,316.1663648
21602,2,G12_68_H8,6,31.20625,29.3,32.5,0,316.1663648
21603,2,G12_68_H8,7,30.34166667,29.1,32,0,316.1663648
21604,2,G12_68_H8,8,30.0875,28.6,31.4,0,316.1663648
21605,2,G12_68_H8,9,29.64270833,28.3,31.1,0,316.1663648
21606,2,G12_68_H8,10,28.98541667,27.7,30.6,0,316.1663648
21607,2,G12_68_H8,11,28.75416667,27.2,30,0,316.1663648
21608,2,G12_68_H8,12,28.26979167,26.7,29.6,0,316.1663648
21609,2,G12_68_H8,13,28.01145833,26.5,29.5,0,316.1663648
21610,2,G12_68_H8,14,27.68020833,26.2,28.9,0,316.1663648
21611,2,G12_68_H8,15,27.284375,25.7,28.5,0,316.1663648
21612,2,G12_68_H8,16,26.98461538,26,28.4,0,316.1663648
21613,2,G12_68_H8,19,26.44891304,25.4,28.2,0,316.1663648
21614,2,G12_68_H8,20,26.22604167,25.2,27.9,0,316.1663648
21615,2,G12_68_H8,21,26.253125,25.2,28,0,316.1663648
21616,2,G12_68_H8,22,26.56666667,25.2,28.5,0,316.1663648
21617,2,G12_68_H8,23,27.359375,25.7,30.1,0,316.1663648
21618,2,G12_68_H8,24,26.66354167,24.3,30.1,0,316.1663648
21619,2,G12_68_H8,25,25.82708333,23.9,27,0,316.1663648
21620,2,G12_68_H8,26,26.27291667,24.3,27.2,0,316.1663648
21621,2,G12_68_H8,27,26.3125,24.4,26.8,0,316.1663648
21622,2,G12_68_H8,30,25.27368421,24.1,26.1,0,316.1663648
21623,2,G12_68_H8,31,25.46875,23.8,26.8,0,316.1663648
21624,2,G12_68_H8,32,25.53333333,24.4,27.1,0,316.1663648
21625,2,G12_68_H8,33,25.54375,24.1,27.5,0,316.1663648
21626,2,G12_68_H8,34,25.1,24.2,26.7,0,316.1663648
21627,2,G12_68_H8,35,24.08958333,22.9,25.6,0,316.1663648
21628,2,G12_68_H9,13,28.0025974,26.4,28.9,0,294.3435386
21629,2,G12_68_H9,14,27.834375,26.1,28.8,0,294.3435386
21630,2,G12_68_H9,15,27.33958333,25.6,28.6,0,294.3435386
21631,2,G12_68_H9,16,27.11770833,25.4,28.1,0,294.3435386
21632,2,G12_68_H9,17,26.77395833,24.7,27.5,0,294.3435386
21633,2,G12_68_H9,18,26.93636364,25,27.9,0,294.3435386
21634,2,G12_68_H9,21,25.3,24.7,26.4,0,294.3435386
21635,2,G12_68_H9,22,26.31041667,24.6,29.1,0,294.3435386
21636,2,G12_68_H9,23,27.10520833,25.2,30.6,0,294.3435386
21637,2,G12_68_H9,24,26.121875,24,30.9,0,294.3435386
21638,2,G12_68_H9,25,24.93333333,23.4,26.8,0,294.3435386
21639,2,G12_68_H9,26,25.253125,23.9,26.4,0,294.3435386
21640,2,G12_68_H9,27,25.4,23.7,26.5,0,294.3435386
21641,2,G12_68_H9,28,26.09375,23.5,28.3,0,294.3435386
21642,2,G12_68_H9,29,25.8,24.1,26.2,0,294.3435386
21643,2,G12_68_H9,30,26.12941176,23.8,27.4,0,294.3435386
21644,2,G12_68_H9,31,25.69479167,23.8,27.2,0,294.3435386
21645,2,G12_68_H9,32,25.68958333,24,27.6,0,294.3435386
21646,2,G12_68_H9,33,25.72083333,23.6,28.1,0,294.3435386
21647,2,G12_68_H9,34,25.33229167,24,26.6,0,294.3435386
21648,2,G13_68_H2,35,24.45,24.3,24.7,0,310.833497
21649,2,G13_68_H5,-1,33,10.5,35,0,278.9101003
21650,2,G13_68_H5,0,33.87916667,30,35,0,278.9101003
21651,2,G13_68_H5,1,33.54166667,32.6,34.6,0,278.9101003
21652,2,G13_68_H5,2,33.15416667,31.9,34.3,0,278.9101003
21653,2,G13_68_H5,3,32.29583333,31.2,33.5,0,278.9101003
21654,2,G13_68_H5,4,31.8875,29.8,33,0,278.9101003
21655,2,G13_68_H5,5,30.84166667,29.8,32.4,0,278.9101003
21656,2,G13_68_H5,6,30.2125,29.2,31.6,0,278.9101003
21657,2,G13_68_H5,7,29.7625,29,30.9,0,278.9101003
21658,2,G13_68_H5,8,29.38333333,28.5,30.4,0,278.9101003
21659,2,G13_68_H5,9,28.97083333,28.2,29.8,0,278.9101003
21660,2,G13_68_H5,10,28.5625,27.9,29.4,0,278.9101003
21661,2,G13_68_H5,11,28.20909091,27.3,28.9,0,278.9101003
21662,2,G13_68_H5,12,27.79791667,26.8,28.8,0,278.9101003
21663,2,G13_68_H5,13,27.3375,26.6,28.4,0,278.9101003
21664,2,G13_68_H5,14,27.075,26.1,28,0,278.9101003
21665,2,G13_68_H5,15,26.60694444,25.7,27.6,0,278.9101003
21666,2,G13_68_H5,16,26.25277778,25.3,27.1,0,278.9101003
21667,2,G13_68_H5,17,25.84930556,24.9,26.8,0,278.9101003
21668,2,G13_68_H5,18,25.54236111,24.5,26.6,0,278.9101003
21669,2,G13_68_H5,19,25.10347222,24.2,26.1,0,278.9101003
21670,2,G13_68_H5,20,25.07777778,23.9,26.1,0,278.9101003
21671,2,G13_68_H5,21,25.23055556,24.1,26.5,0,278.9101003
21672,2,G13_68_H5,22,25.60972222,24,27.4,0,278.9101003
21673,2,G13_68_H5,23,26.20347222,24.7,28.2,0,278.9101003
21674,2,G13_68_H5,24,26.56180556,24.5,29.2,0,278.9101003
21675,2,G13_68_H5,25,27.55,25.2,30.8,0,278.9101003
21676,2,G13_68_H5,26,26.26875,23.8,30.5,0,278.9101003
21677,2,G13_68_H5,27,24.80833333,23.8,25.7,0,278.9101003
21678,2,G13_68_H5,28,24.75972222,23.8,25.7,0,278.9101003
21679,2,G13_68_H5,29,24.77361111,23.7,25.7,0,278.9101003
21680,2,G13_68_H5,30,24.97638889,23.4,26.3,0,278.9101003
21681,2,G13_68_H5,31,24.72777778,23.5,25.8,0,278.9101003
21682,2,G13_68_H5,32,25.03541667,23.5,26.8,0,278.9101003
21683,2,G13_68_H5,33,24.68958333,23.4,26.1,0,278.9101003
21684,2,G13_68_H5,34,24.98819444,23.4,27.1,0,278.9101003
21685,2,G13_68_H5,35,24.88541667,23.3,27.8,0,278.9101003
21686,2,G13_68_H9,15,26.37575758,25.7,27.1,0,340.5077277
21687,2,G13_68_H9,16,26.15694444,25.4,27.2,0,340.5077277
21688,2,G13_68_H9,17,25.92013889,25.2,26.6,0,340.5077277
21689,2,G13_68_H9,18,25.45208333,24.4,26.3,0,340.5077277
21690,2,G13_68_H9,19,25.32083333,24.5,26.8,0,340.5077277
21691,2,G13_68_H9,20,25.49513889,24.5,26.6,0,340.5077277
21692,2,G13_68_H9,21,25.85347222,24.7,27.2,0,340.5077277
21693,2,G13_68_H9,22,26.32222222,25.1,28,0,340.5077277
21694,2,G13_68_H9,23,27.00555556,25.3,29.4,0,340.5077277
21695,2,G13_68_H9,24,27.59652778,25.9,30.4,0,340.5077277
21696,2,G13_68_H9,25,26.41736111,24.4,30.1,0,340.5077277
21697,2,G13_68_H9,26,24.87986111,24.2,25.9,0,340.5077277
21698,2,G13_68_H9,27,24.52361111,23.7,25.4,0,340.5077277
21699,2,G13_68_H9,28,24.63472222,23.4,25.5,0,340.5077277
21700,2,G13_68_H9,29,24.79027778,23.5,26.5,0,340.5077277
21701,2,G13_68_H9,30,24.58541667,23.2,26,0,340.5077277
21702,2,G13_68_H9,31,25.11944444,23.6,27,0,340.5077277
21703,2,G13_68_H9,32,24.92986111,23.6,26.4,0,340.5077277
21704,2,G13_68_H9,33,25.55347222,23.9,27.6,0,340.5077277
21705,2,G13_68_H9,34,25.60138889,23.7,28.2,0,340.5077277
21706,2,G14_66_H1,-1,34.35,15.4,35.5,-1,243.6587072
21707,2,G14_66_H1,0,33.95625,27.4,35.5,-1,243.6587072
21708,2,G14_66_H1,1,33.92708333,32.5,35.2,-1,243.6587072
21709,2,G14_66_H1,2,33.32291667,32,34.6,-1,243.6587072
21710,2,G14_66_H1,3,32.78125,31.2,34,-1,243.6587072
21711,2,G14_66_H1,4,31.74166667,30.2,33.3,-1,243.6587072
21712,2,G14_66_H1,5,31.13541667,29.7,32.5,-1,243.6587072
21713,2,G14_66_H1,6,30.29583333,29.1,31.9,-1,243.6587072
21714,2,G14_66_H1,7,30.06875,28.9,31.3,-1,243.6587072
21715,2,G14_66_H1,8,29.60833333,28.6,31,-1,243.6587072
21716,2,G14_66_H1,9,29.24791667,28.2,30.7,-1,243.6587072
21717,2,G14_66_H1,10,28.87291667,27.5,30.3,-1,243.6587072
21718,2,G14_66_H1,11,28.64375,27.3,30.2,-1,243.6587072
21719,2,G14_66_H1,12,28.38333333,26.5,32.4,-1,243.6587072
21720,2,G14_66_H1,13,27.725,26.2,29.1,-1,243.6587072
21721,2,G14_66_H1,14,27.01666667,26,28.2,-1,243.6587072
21722,2,G14_66_H1,15,26.8375,25.5,27.8,-1,243.6587072
