GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,64          ,72          ,74          ,
0        ,66          ,79          ,80          ,
1        ,67          ,80          ,80          ,
2        ,69          ,77          ,80          ,
3        ,53          ,77          ,78          ,
4        ,60          ,79          ,81          ,
5        ,56          ,75          ,79          ,
6        ,56          ,76          ,77          ,
7        ,67          ,81          ,84          ,
8        ,77          ,84          ,88          ,
9        ,73          ,85          ,88          ,
10       ,74          ,88          ,89          ,
11       ,72          ,89          ,90          ,
12       ,73          ,88          ,91          ,
13       ,81          ,91          ,92          ,
14       ,81          ,92          ,93          ,
15       ,81          ,91          ,94          ,
16       ,75          ,92          ,93          ,
17       ,82          ,92          ,94          ,
18       ,83          ,93          ,94          ,
19       ,77          ,92          ,95          ,
20       ,81          ,89          ,94          ,
21       ,84          ,92          ,92          ,
22       ,78          ,93          ,93          ,
23       ,81          ,92          ,93          ,
24       ,83          ,93          ,94          ,
25       ,85          ,93          ,94          ,
26       ,81          ,94          ,95          ,
27       ,84          ,88          ,95          ,
28       ,61          ,89          ,90          ,
29       ,77          ,93          ,93          ,
30       ,80          ,92          ,94          ,
31       ,84          ,91          ,92          ,
32       ,88          ,93          ,93          ,
33       ,85          ,92          ,94          ,
34       ,88          ,93          ,95          ,
35       ,90          ,95          ,96          ,
36       ,94          ,96          ,96          ,
37       ,95          ,96          ,97          ,
38       ,84          ,96          ,98          ,
39       ,83          ,93          ,96          ,
40       ,87          ,88          ,99          ,
41       ,84          ,94          ,95          ,
42       ,94          ,95          ,97          ,
43       ,93          ,100         ,100         ,
44       ,100         ,100         ,100         ,
