GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.6        ,33.0        ,37.3        ,
0        ,32.4        ,34.7        ,36.6        ,
1        ,33.3        ,33.3        ,36.9        ,
2        ,32.3        ,32.3        ,35.6        ,
3        ,31.1        ,31.3        ,38.2        ,
4        ,30.5        ,30.6        ,35.8        ,
5        ,28.9        ,30.4        ,33.8        ,
6        ,28.7        ,29.1        ,33.4        ,
7        ,28.6        ,29.6        ,33.1        ,
8        ,28.5        ,29.5        ,31.7        ,
9        ,28.2        ,28.6        ,33.1        ,
10       ,28.3        ,28.6        ,33.0        ,
11       ,27.9        ,28.1        ,33.3        ,
12       ,27.8        ,28.3        ,32.8        ,
13       ,27.5        ,27.6        ,32.5        ,
14       ,27.0        ,27.7        ,31.9        ,
15       ,27.2        ,28.3        ,31.2        ,
16       ,27.3        ,27.8        ,32.8        ,
17       ,26.9        ,27.4        ,32.5        ,
18       ,26.8        ,28.5        ,32.2        ,
19       ,27.5        ,28.8        ,32.2        ,
20       ,27.7        ,30.3        ,32.4        ,
21       ,26.0        ,26.5        ,30.7        ,
22       ,26.4        ,27.9        ,31.8        ,
23       ,27.1        ,28.1        ,31.9        ,
24       ,27.0        ,27.7        ,32.1        ,
25       ,27.4        ,28.2        ,32.0        ,
26       ,27.0        ,28.9        ,32.4        ,
27       ,25.3        ,25.3        ,30.2        ,
28       ,24.3        ,25.2        ,30.9        ,
29       ,24.0        ,27.0        ,31.6        ,
30       ,26.6        ,28.5        ,31.9        ,
31       ,26.5        ,26.5        ,30.1        ,
32       ,26.0        ,27.5        ,30.0        ,
33       ,27.0        ,27.4        ,29.5        ,
34       ,26.7        ,28.1        ,29.5        ,
35       ,26.3        ,26.4        ,28.8        ,
36       ,25.7        ,27.0        ,27.6        ,
37       ,26.8        ,27.6        ,29.6        ,
38       ,26.6        ,27.0        ,32.4        ,
39       ,26.2        ,27.4        ,32.8        ,
40       ,24.3        ,26.1        ,27.4        ,
41       ,24.7        ,26.7        ,28.1        ,
42       ,25.6        ,26.6        ,29.6        ,
43       ,25.0        ,25.0        ,29.3        ,
44       ,24.7        ,29.4        ,31.6        ,
