GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,25.1        ,25.5        ,27.9        ,
-1       ,25.4        ,32.4        ,34.3        ,
0        ,32.1        ,33.6        ,34.0        ,
1        ,32.5        ,33.0        ,33.8        ,
2        ,31.6        ,31.9        ,33.7        ,
3        ,31.0        ,31.8        ,32.8        ,
4        ,30.5        ,30.9        ,32.3        ,
5        ,30.0        ,30.3        ,31.6        ,
6        ,29.6        ,29.8        ,31.1        ,
7        ,29.1        ,29.4        ,30.5        ,
8        ,28.8        ,28.9        ,30.2        ,
9        ,28.2        ,28.7        ,30.0        ,
10       ,28.0        ,28.6        ,29.5        ,
11       ,27.9        ,28.6        ,29.4        ,
12       ,27.8        ,27.9        ,30.2        ,
13       ,27.5        ,27.8        ,29.6        ,
14       ,27.5        ,27.7        ,29.5        ,
15       ,27.0        ,27.1        ,29.3        ,
16       ,26.8        ,26.9        ,29.2        ,
17       ,26.6        ,26.7        ,28.5        ,
18       ,25.5        ,27.2        ,27.8        ,
19       ,25.8        ,25.9        ,30.0        ,
20       ,24.1        ,24.5        ,26.5        ,
21       ,24.1        ,24.7        ,26.3        ,
22       ,24.3        ,24.3        ,25.4        ,
23       ,23.2        ,23.4        ,25.2        ,
24       ,22.8        ,23.2        ,25.6        ,
25       ,22.6        ,23.4        ,26.1        ,
26       ,23.1        ,23.9        ,27.3        ,
27       ,23.5        ,24.3        ,25.8        ,
28       ,23.3        ,23.3        ,25.6        ,
29       ,20.9        ,21.0        ,25.0        ,
30       ,20.8        ,21.5        ,25.3        ,
31       ,20.9        ,21.5        ,25.7        ,
32       ,21.4        ,23.1        ,26.2        ,
33       ,22.3        ,22.3        ,25.2        ,
34       ,20.8        ,21.0        ,25.8        ,
35       ,20.4        ,21.4        ,26.3        ,
36       ,15.4        ,15.4        ,23.7        ,
37       ,11.9        ,14.1        ,18.8        ,
38       ,13.2        ,17.1        ,17.2        ,
