GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,100         ,100         ,100         ,
-1       ,88          ,88          ,100         ,
0        ,70          ,70          ,89          ,
1        ,67          ,69          ,72          ,
2        ,61          ,78          ,82          ,
3        ,64          ,79          ,85          ,
4        ,70          ,76          ,86          ,
5        ,72          ,82          ,84          ,
6        ,79          ,85          ,88          ,
7        ,84          ,88          ,92          ,
8        ,82          ,86          ,93          ,
9        ,75          ,81          ,90          ,
10       ,74          ,87          ,89          ,
11       ,77          ,88          ,91          ,
12       ,74          ,85          ,92          ,
13       ,76          ,83          ,91          ,
14       ,83          ,89          ,93          ,
15       ,81          ,88          ,93          ,
16       ,82          ,90          ,93          ,
17       ,86          ,91          ,94          ,
18       ,89          ,94          ,94          ,
19       ,81          ,88          ,96          ,
20       ,77          ,81          ,91          ,
21       ,77          ,84          ,89          ,
22       ,81          ,87          ,90          ,
23       ,81          ,83          ,92          ,
24       ,70          ,84          ,89          ,
25       ,75          ,85          ,90          ,
26       ,79          ,88          ,91          ,
27       ,86          ,91          ,94          ,
28       ,87          ,89          ,94          ,
29       ,77          ,83          ,92          ,
30       ,67          ,84          ,90          ,
31       ,70          ,87          ,91          ,
32       ,78          ,86          ,92          ,
33       ,74          ,84          ,91          ,
34       ,66          ,85          ,88          ,
35       ,67          ,89          ,91          ,
36       ,64          ,81          ,90          ,
37       ,60          ,84          ,88          ,
38       ,81          ,86          ,96          ,
