GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,100         ,100         ,100         ,
0        ,45          ,67          ,100         ,
1        ,51          ,61          ,68          ,
2        ,48          ,57          ,63          ,
3        ,50          ,58          ,61          ,
4        ,54          ,62          ,64          ,
5        ,57          ,61          ,68          ,
6        ,59          ,66          ,74          ,
7        ,63          ,67          ,75          ,
8        ,62          ,65          ,77          ,
9        ,63          ,65          ,78          ,
10       ,62          ,71          ,80          ,
11       ,61          ,68          ,80          ,
12       ,61          ,67          ,80          ,
13       ,61          ,66          ,83          ,
14       ,62          ,73          ,85          ,
15       ,69          ,72          ,89          ,
16       ,68          ,76          ,89          ,
17       ,71          ,78          ,89          ,
18       ,70          ,76          ,90          ,
19       ,67          ,73          ,90          ,
20       ,64          ,71          ,89          ,
21       ,63          ,77          ,89          ,
22       ,70          ,74          ,91          ,
23       ,69          ,74          ,91          ,
24       ,70          ,75          ,92          ,
25       ,70          ,73          ,92          ,
26       ,68          ,76          ,93          ,
27       ,73          ,80          ,93          ,
28       ,72          ,79          ,94          ,
29       ,75          ,80          ,95          ,
30       ,71          ,79          ,95          ,
31       ,69          ,77          ,97          ,
32       ,71          ,85          ,96          ,
33       ,70          ,83          ,100         ,
34       ,67          ,84          ,100         ,
35       ,69          ,87          ,100         ,
36       ,70          ,92          ,100         ,
