GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,16.3        ,33.5        ,34.0        ,
0        ,29.1        ,34.6        ,35.1        ,
1        ,32.4        ,33.1        ,35.0        ,
2        ,31.6        ,33.0        ,34.6        ,
3        ,30.4        ,30.6        ,33.8        ,
4        ,29.6        ,31.5        ,32.5        ,
5        ,28.6        ,30.1        ,31.8        ,
6        ,27.9        ,28.4        ,30.9        ,
7        ,27.6        ,28.9        ,30.2        ,
8        ,26.9        ,27.4        ,29.5        ,
9        ,26.6        ,27.6        ,29.0        ,
10       ,25.9        ,26.6        ,28.8        ,
11       ,25.3        ,25.9        ,28.5        ,
12       ,24.7        ,27.1        ,27.8        ,
13       ,24.8        ,26.7        ,27.3        ,
14       ,24.5        ,26.4        ,27.2        ,
15       ,23.7        ,25.5        ,26.6        ,
16       ,23.6        ,25.2        ,26.3        ,
17       ,23.1        ,23.7        ,26.1        ,
18       ,23.0        ,23.9        ,25.7        ,
19       ,22.1        ,22.5        ,25.6        ,
20       ,21.8        ,22.4        ,25.6        ,
21       ,21.8        ,22.3        ,25.5        ,
22       ,20.8        ,21.0        ,24.9        ,
23       ,20.8        ,22.8        ,24.1        ,
24       ,19.1        ,21.0        ,24.5        ,
25       ,20.5        ,21.1        ,23.6        ,
26       ,20.2        ,21.3        ,23.6        ,
27       ,20.8        ,21.3        ,23.8        ,
28       ,20.0        ,20.7        ,23.8        ,
29       ,19.7        ,20.5        ,23.6        ,
30       ,19.1        ,19.5        ,23.9        ,
31       ,18.8        ,19.8        ,23.5        ,
32       ,18.8        ,20.6        ,22.7        ,
33       ,18.6        ,20.1        ,23.3        ,
34       ,18.6        ,19.7        ,24.9        ,
35       ,18.0        ,18.9        ,23.5        ,
36       ,18.0        ,18.8        ,23.4        ,
