GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,59          ,75          ,75          ,
-1       ,65          ,66          ,84          ,
0        ,60          ,64          ,69          ,
1        ,47          ,49          ,65          ,
2        ,45          ,56          ,60          ,
3        ,46          ,59          ,63          ,
4        ,45          ,63          ,66          ,
5        ,50          ,71          ,74          ,
6        ,62          ,73          ,78          ,
7        ,57          ,75          ,80          ,
8        ,53          ,76          ,77          ,
9        ,57          ,77          ,78          ,
10       ,73          ,76          ,82          ,
11       ,54          ,58          ,76          ,
12       ,45          ,59          ,67          ,
13       ,44          ,63          ,70          ,
14       ,47          ,64          ,72          ,
15       ,58          ,76          ,78          ,
16       ,71          ,75          ,82          ,
17       ,70          ,71          ,81          ,
18       ,53          ,70          ,79          ,
19       ,45          ,72          ,78          ,
20       ,50          ,74          ,78          ,
21       ,47          ,76          ,80          ,
22       ,52          ,71          ,79          ,
23       ,71          ,79          ,84          ,
24       ,61          ,81          ,82          ,
25       ,62          ,82          ,84          ,
26       ,70          ,83          ,84          ,
27       ,77          ,86          ,87          ,
28       ,66          ,78          ,87          ,
29       ,68          ,72          ,81          ,
30       ,59          ,80          ,80          ,
31       ,67          ,82          ,82          ,
32       ,72          ,76          ,84          ,
33       ,49          ,78          ,82          ,
34       ,54          ,80          ,84          ,
35       ,65          ,82          ,84          ,
36       ,81          ,88          ,88          ,
37       ,75          ,84          ,88          ,
