Message,GrowthDay,Time,
空鸡舍模式  ,30       ,01:32:11,
更改开关   ,30       ,01:32:20,
更改开关   ,30       ,01:32:23,
更改开关   ,30       ,01:35:17,
更改开关   ,30       ,01:35:22,
更改开关   ,30       ,01:36:05,
更改开关   ,30       ,01:36:19,
系统锁定   ,30       ,01:41:19,
报警测试   ,30       ,11:00:00,
报警测试   ,31       ,11:00:00,
报警测试   ,32       ,11:00:00,
报警测试   ,33       ,11:00:00,
报警测试   ,34       ,11:00:00,
报警测试   ,35       ,11:00:00,
报警测试   ,36       ,11:00:00,
报警测试   ,37       ,11:00:00,
报警测试   ,38       ,11:00:00,
报警测试   ,39       ,11:00:00,
报警测试   ,40       ,11:00:00,
报警测试   ,41       ,11:00:00,
电源关闭   ,42       ,06:36:27,
电源开启   ,42       ,08:55:14,
报警测试   ,43       ,11:00:00,
报警测试   ,44       ,11:00:00,
系统锁定   ,45       ,09:14:12,
系统锁定   ,45       ,09:26:18,
报警测试   ,45       ,11:00:00,
报警测试   ,46       ,11:00:00,
系统锁定   ,46       ,15:35:08,
报警测试   ,47       ,11:00:00,
报警测试   ,48       ,11:00:00,
报警测试   ,49       ,11:00:00,
报警测试   ,50       ,11:00:00,
报警测试   ,51       ,11:00:00,
报警测试   ,52       ,11:00:00,
报警测试   ,53       ,11:00:00,
报警测试   ,54       ,11:00:00,
报警测试   ,55       ,11:00:00,
报警测试   ,56       ,11:00:00,
新的鸡群   ,-2       ,16:48:11,
更改的日龄  ,56       ,16:48:17,
普通鸡舍模式 ,56       ,16:48:17,
备用设置提醒 ,56       ,16:48:17,
新的鸡群   ,-2       ,16:48:18,
管理员登陆  ,-2       ,17:21:15,
更改开关   ,-2       ,17:21:21,
系统锁定   ,-2       ,17:26:28,
管理员登陆  ,-1       ,10:19:20,
重置报警   ,-1       ,10:19:25,
更改开关   ,-1       ,10:20:03,
更改开关   ,-1       ,10:20:09,
系统锁定   ,-1       ,10:25:09,
重置报警   ,-1       ,10:53:28,
报警测试   ,-1       ,11:00:00,
备用设置提醒 ,-1       ,18:31:06,
管理员登陆  ,0        ,09:44:06,
更改开关   ,0        ,09:44:14,
更改开关   ,0        ,09:44:21,
