GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,30.4        ,30.4        ,34.9        ,
-1       ,29.1        ,30.5        ,36.7        ,
0        ,29.0        ,33.9        ,37.5        ,
1        ,32.9        ,33.0        ,37.5        ,
2        ,31.4        ,31.6        ,36.3        ,
3        ,30.9        ,30.9        ,36.6        ,
4        ,30.6        ,30.8        ,37.2        ,
5        ,29.9        ,30.6        ,36.8        ,
6        ,29.4        ,29.4        ,35.9        ,
7        ,29.0        ,29.3        ,35.5        ,
8        ,28.7        ,30.0        ,35.0        ,
9        ,28.9        ,29.5        ,33.9        ,
10       ,28.7        ,30.3        ,35.0        ,
11       ,29.6        ,30.7        ,35.3        ,
12       ,29.4        ,29.4        ,35.6        ,
13       ,28.8        ,29.9        ,35.1        ,
14       ,28.9        ,29.0        ,34.8        ,
15       ,28.6        ,29.1        ,33.2        ,
16       ,28.6        ,28.9        ,33.8        ,
17       ,28.2        ,29.4        ,33.5        ,
18       ,28.3        ,29.0        ,33.5        ,
19       ,28.3        ,29.0        ,33.6        ,
20       ,27.9        ,28.3        ,32.7        ,
21       ,27.7        ,28.5        ,32.5        ,
22       ,27.9        ,28.1        ,31.0        ,
23       ,27.4        ,28.6        ,33.0        ,
24       ,28.0        ,28.4        ,32.8        ,
25       ,27.5        ,29.7        ,32.7        ,
26       ,28.2        ,29.0        ,32.0        ,
27       ,27.9        ,29.7        ,31.9        ,
28       ,26.1        ,26.5        ,30.0        ,
29       ,25.9        ,27.4        ,31.0        ,
30       ,26.4        ,27.5        ,30.8        ,
31       ,26.9        ,28.6        ,30.6        ,
32       ,27.6        ,28.9        ,30.6        ,
33       ,27.1        ,29.3        ,30.8        ,
34       ,24.7        ,24.8        ,29.6        ,
35       ,24.0        ,25.2        ,29.2        ,
36       ,24.0        ,27.1        ,30.6        ,
37       ,26.3        ,27.1        ,28.6        ,
38       ,25.3        ,31.5        ,31.5        ,
39       ,25.0        ,27.0        ,32.8        ,
40       ,26.3        ,28.8        ,33.4        ,
41       ,28.4        ,29.6        ,33.8        ,
42       ,28.6        ,32.0        ,33.3        ,
43       ,29.0        ,29.0        ,29.6        ,
