GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,30.8        ,33.6        ,33.9        ,
1        ,33.2        ,33.6        ,36.0        ,
2        ,32.6        ,32.9        ,35.2        ,
3        ,31.8        ,32.0        ,34.8        ,
4        ,31.1        ,31.3        ,33.8        ,
5        ,31.0        ,32.0        ,36.8        ,
6        ,31.0        ,32.0        ,35.9        ,
7        ,31.1        ,31.4        ,36.2        ,
8        ,30.2        ,30.9        ,35.5        ,
9        ,29.7        ,29.7        ,35.0        ,
10       ,29.5        ,29.5        ,32.2        ,
11       ,29.3        ,29.9        ,33.3        ,
12       ,29.5        ,30.4        ,33.7        ,
13       ,29.5        ,29.6        ,33.8        ,
14       ,29.2        ,29.7        ,33.7        ,
15       ,28.2        ,28.3        ,33.2        ,
16       ,27.7        ,28.7        ,31.9        ,
17       ,28.1        ,28.5        ,30.9        ,
18       ,27.7        ,29.0        ,33.0        ,
19       ,28.0        ,28.6        ,32.8        ,
20       ,27.8        ,30.0        ,32.5        ,
21       ,28.7        ,29.7        ,32.3        ,
22       ,28.3        ,30.7        ,32.7        ,
23       ,26.7        ,28.1        ,31.1        ,
24       ,27.5        ,28.0        ,31.7        ,
25       ,27.4        ,28.3        ,32.8        ,
26       ,27.3        ,29.1        ,33.1        ,
27       ,28.1        ,30.0        ,32.2        ,
28       ,28.0        ,30.2        ,32.7        ,
29       ,25.9        ,25.9        ,30.6        ,
30       ,25.1        ,26.5        ,30.9        ,
31       ,25.3        ,28.4        ,31.1        ,
32       ,27.9        ,29.4        ,30.6        ,
33       ,27.0        ,27.1        ,29.9        ,
34       ,26.4        ,27.5        ,29.8        ,
35       ,27.2        ,27.2        ,29.5        ,
36       ,27.0        ,28.0        ,29.8        ,
37       ,27.2        ,28.8        ,32.3        ,
38       ,26.5        ,26.6        ,28.8        ,
39       ,26.6        ,28.9        ,28.9        ,
