Message,GrowthDay,Time,
传感器2低温 ,0        ,19:14:03,
传感器2低温 ,0        ,19:25:06,
传感器2低温 ,0        ,19:27:00,
传感器2低温 ,0        ,19:28:24,
传感器2低温 ,0        ,19:43:13,
传感器2低温 ,0        ,19:49:05,
传感器2低温 ,0        ,20:27:05,
传感器2低温 ,0        ,20:30:09,
传感器2低温 ,0        ,21:03:21,
传感器2低温 ,0        ,21:34:18,
传感器2低温 ,0        ,22:54:05,
传感器2低温 ,0        ,22:57:07,
传感器2低温 ,0        ,23:12:29,
传感器2低温 ,0        ,23:26:02,
传感器2低温 ,0        ,23:27:19,
传感器2低温 ,0        ,23:29:18,
传感器2低温 ,0        ,23:43:15,
传感器2低温 ,1        ,03:19:01,
传感器2低温 ,1        ,03:34:06,
传感器2低温 ,1        ,03:54:09,
传感器2低温 ,1        ,06:12:14,
传感器2低温 ,1        ,06:13:29,
传感器2低温 ,1        ,07:15:07,
传感器2低温 ,1        ,07:18:22,
传感器2低温 ,1        ,07:28:19,
传感器2低温 ,1        ,08:39:16,
报警器测试  ,1        ,11:00:00,
传感器2低温 ,1        ,11:03:17,
传感器2低温 ,1        ,15:48:27,
传感器2低温 ,1        ,16:05:11,
传感器2低温 ,1        ,16:07:04,
传感器2低温 ,1        ,16:19:21,
传感器2低温 ,1        ,16:24:29,
传感器2低温 ,1        ,16:34:23,
传感器2低温 ,1        ,16:48:21,
低温     ,1        ,16:51:09,
低温     ,1        ,16:54:24,
传感器2低温 ,1        ,17:35:17,
传感器2低温 ,1        ,17:45:16,
低温     ,1        ,18:05:09,
传感器1低温 ,1        ,18:05:16,
低温     ,1        ,18:11:03,
传感器1低温 ,1        ,18:11:03,
传感器2低温 ,1        ,18:11:03,
传感器2低温 ,1        ,19:23:22,
传感器2低温 ,1        ,19:59:24,
传感器2低温 ,1        ,20:13:15,
传感器2低温 ,1        ,20:29:29,
传感器2低温 ,1        ,20:48:05,
传感器2低温 ,1        ,00:00:15,
报警器测试  ,2        ,11:00:00,
传感器1低温 ,2        ,12:05:02,
传感器1低温 ,2        ,12:23:04,
传感器2低温 ,2        ,17:56:11,
传感器2低温 ,2        ,18:10:27,
传感器2低温 ,2        ,18:26:12,
传感器2低温 ,2        ,18:37:11,
传感器2低温 ,2        ,18:39:27,
传感器2低温 ,2        ,18:49:13,
报警器测试  ,3        ,11:00:00,
低温     ,3        ,00:00:15,
传感器2低温 ,3        ,00:00:15,
传感器2低温 ,4        ,00:05:00,
传感器2低温 ,4        ,05:19:12,
传感器2低温 ,4        ,05:23:23,
低温     ,4        ,05:38:15,
低温     ,4        ,05:53:18,
低温     ,4        ,06:08:12,
传感器3低温 ,4        ,06:15:25,
传感器3低温 ,4        ,06:30:13,
传感器3低温 ,4        ,06:47:22,
低温     ,4        ,06:50:03,
传感器3低温 ,4        ,06:51:26,
传感器3低温 ,4        ,06:54:03,
传感器3低温 ,4        ,07:19:12,
低温     ,4        ,07:29:26,
传感器2低温 ,4        ,07:34:02,
传感器2低温 ,4        ,07:39:20,
报警器测试  ,4        ,11:00:00,
传感器1低温 ,4        ,20:01:10,
传感器1低温 ,4        ,20:02:21,
传感器1低温 ,4        ,20:04:06,
传感器1低温 ,4        ,20:07:07,
传感器1低温 ,5        ,06:06:09,
传感器1低温 ,5        ,06:09:18,
传感器1低温 ,5        ,06:13:27,
传感器2低温 ,5        ,06:15:01,
低温     ,5        ,06:15:21,
传感器2低温 ,5        ,06:19:05,
低温     ,5        ,06:20:11,
低温     ,5        ,06:24:11,
传感器3低温 ,5        ,06:26:08,
传感器3低温 ,5        ,06:30:11,
传感器3低温 ,5        ,06:35:11,
传感器3低温 ,5        ,06:40:28,
传感器3低温 ,5        ,06:45:27,
传感器3低温 ,5        ,06:50:18,
传感器3低温 ,5        ,06:56:05,
传感器3低温 ,5        ,07:06:02,
传感器3低温 ,5        ,07:10:22,
传感器3低温 ,5        ,07:41:16,
传感器3低温 ,5        ,07:45:20,
低温     ,5        ,08:14:19,
低温     ,5        ,08:20:19,
传感器3低温 ,5        ,08:20:22,
传感器2低温 ,5        ,08:24:09,
低温     ,5        ,08:25:16,
传感器3低温 ,5        ,08:26:13,
传感器1低温 ,5        ,08:40:14,
