GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,2           ,53          ,100         ,
-1       ,43          ,47          ,54          ,
0        ,42          ,48          ,50          ,
1        ,46          ,52          ,54          ,
2        ,50          ,56          ,58          ,
3        ,50          ,55          ,58          ,
4        ,50          ,58          ,60          ,
5        ,53          ,60          ,62          ,
6        ,55          ,61          ,62          ,
7        ,56          ,60          ,62          ,
8        ,54          ,54          ,63          ,
9        ,53          ,55          ,62          ,
10       ,54          ,58          ,63          ,
11       ,18          ,64          ,72          ,
12       ,61          ,68          ,78          ,
13       ,65          ,68          ,77          ,
14       ,61          ,64          ,76          ,
15       ,58          ,60          ,74          ,
16       ,57          ,60          ,72          ,
17       ,58          ,61          ,75          ,
18       ,56          ,57          ,75          ,
19       ,51          ,61          ,73          ,
20       ,59          ,68          ,76          ,
21       ,65          ,68          ,78          ,
22       ,64          ,68          ,77          ,
23       ,62          ,67          ,76          ,
24       ,60          ,65          ,78          ,
25       ,60          ,66          ,76          ,
26       ,56          ,67          ,77          ,
27       ,61          ,69          ,77          ,
28       ,62          ,70          ,78          ,
29       ,62          ,68          ,80          ,
30       ,57          ,72          ,80          ,
31       ,69          ,78          ,82          ,
32       ,65          ,69          ,83          ,
33       ,58          ,72          ,79          ,
34       ,70          ,75          ,82          ,
35       ,54          ,69          ,81          ,
36       ,43          ,68          ,79          ,
37       ,44          ,67          ,77          ,
38       ,38          ,67          ,77          ,
39       ,52          ,52          ,84          ,
