GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,11.7        ,25.9        ,26.7        ,
-1       ,23.6        ,29.8        ,32.7        ,
0        ,24.7        ,33.8        ,35.1        ,
1        ,32.0        ,33.0        ,34.2        ,
2        ,31.6        ,32.3        ,33.5        ,
3        ,30.9        ,30.9        ,33.0        ,
4        ,29.8        ,30.7        ,32.2        ,
5        ,29.2        ,29.6        ,31.5        ,
6        ,29.0        ,29.7        ,30.6        ,
7        ,28.7        ,29.2        ,30.4        ,
8        ,28.5        ,29.0        ,30.0        ,
9        ,27.7        ,28.2        ,29.7        ,
10       ,27.6        ,28.3        ,29.5        ,
11       ,27.0        ,27.7        ,28.8        ,
12       ,26.7        ,27.5        ,28.4        ,
13       ,26.2        ,27.4        ,28.1        ,
14       ,25.7        ,26.5        ,27.9        ,
15       ,25.5        ,25.7        ,27.4        ,
16       ,24.8        ,25.2        ,27.0        ,
17       ,24.3        ,24.8        ,27.0        ,
18       ,23.9        ,24.8        ,26.9        ,
19       ,23.6        ,24.7        ,27.0        ,
20       ,23.8        ,24.9        ,26.5        ,
21       ,23.6        ,24.7        ,26.0        ,
22       ,23.3        ,24.9        ,25.7        ,
23       ,22.2        ,23.3        ,25.5        ,
24       ,22.2        ,23.2        ,25.7        ,
25       ,21.7        ,23.5        ,24.9        ,
26       ,21.6        ,23.3        ,25.3        ,
27       ,21.2        ,23.1        ,24.3        ,
28       ,20.6        ,22.8        ,24.4        ,
29       ,20.6        ,22.5        ,23.9        ,
30       ,20.5        ,21.9        ,24.5        ,
31       ,21.1        ,22.7        ,24.2        ,
32       ,20.4        ,21.3        ,24.7        ,
33       ,19.1        ,20.9        ,23.7        ,
34       ,19.4        ,21.2        ,22.6        ,
35       ,19.1        ,19.5        ,24.8        ,
36       ,18.9        ,19.7        ,25.1        ,
37       ,6.8         ,6.8         ,20.5        ,
38       ,1.3         ,6.3         ,15.7        ,
39       ,0.7         ,15.4        ,15.4        ,
