GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,29.4        ,33.0        ,33.7        ,
0        ,32.2        ,34.2        ,37.8        ,
1        ,33.2        ,33.5        ,38.4        ,
2        ,32.3        ,32.9        ,38.3        ,
3        ,31.5        ,31.8        ,36.2        ,
4        ,31.3        ,31.6        ,35.8        ,
5        ,30.5        ,30.5        ,34.5        ,
6        ,30.2        ,30.9        ,36.5        ,
7        ,30.0        ,31.0        ,36.5        ,
8        ,29.9        ,30.3        ,36.7        ,
9        ,29.3        ,30.2        ,36.6        ,
10       ,28.8        ,29.0        ,36.3        ,
11       ,28.8        ,29.3        ,32.4        ,
12       ,28.8        ,29.7        ,34.0        ,
13       ,28.9        ,29.8        ,34.2        ,
14       ,28.8        ,29.7        ,35.0        ,
15       ,28.8        ,29.9        ,34.2        ,
16       ,28.1        ,28.1        ,33.0        ,
17       ,27.9        ,28.6        ,32.5        ,
18       ,28.1        ,28.3        ,31.5        ,
19       ,27.8        ,28.9        ,34.2        ,
20       ,27.6        ,27.9        ,34.3        ,
21       ,27.7        ,30.3        ,34.1        ,
22       ,28.5        ,28.8        ,33.6        ,
23       ,27.8        ,30.0        ,34.3        ,
24       ,26.2        ,26.7        ,31.6        ,
25       ,26.2        ,27.8        ,32.0        ,
26       ,27.0        ,28.4        ,32.7        ,
27       ,27.3        ,29.2        ,33.3        ,
28       ,27.8        ,29.1        ,32.3        ,
29       ,27.2        ,29.6        ,32.9        ,
30       ,25.5        ,25.5        ,29.8        ,
31       ,24.6        ,26.1        ,31.3        ,
32       ,24.7        ,28.2        ,30.9        ,
33       ,26.9        ,28.5        ,30.3        ,
34       ,26.5        ,26.5        ,29.2        ,
35       ,25.7        ,27.5        ,29.0        ,
36       ,26.5        ,26.9        ,28.5        ,
37       ,26.1        ,27.8        ,28.6        ,
38       ,25.6        ,27.0        ,33.9        ,
39       ,25.4        ,26.5        ,27.0        ,
