GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,19.1        ,19.1        ,24.9        ,
-1       ,18.1        ,33.8        ,38.8        ,
0        ,32.9        ,33.9        ,35.0        ,
1        ,32.5        ,33.0        ,34.2        ,
2        ,31.7        ,32.0        ,33.5        ,
3        ,31.1        ,31.5        ,32.9        ,
4        ,30.3        ,30.5        ,32.1        ,
5        ,29.6        ,30.0        ,31.6        ,
6        ,28.7        ,28.9        ,30.5        ,
7        ,28.2        ,29.0        ,31.3        ,
8        ,27.9        ,28.1        ,30.2        ,
9        ,27.9        ,28.4        ,29.4        ,
10       ,27.0        ,27.8        ,29.8        ,
11       ,26.5        ,27.1        ,29.2        ,
12       ,26.3        ,26.7        ,28.0        ,
13       ,26.1        ,26.4        ,27.4        ,
14       ,25.2        ,25.7        ,29.7        ,
15       ,24.5        ,24.9        ,26.6        ,
16       ,24.4        ,25.1        ,25.9        ,
17       ,24.0        ,24.2        ,25.8        ,
18       ,23.5        ,24.3        ,25.6        ,
19       ,23.2        ,23.9        ,25.9        ,
20       ,23.1        ,23.4        ,25.8        ,
21       ,22.9        ,23.0        ,25.4        ,
22       ,22.5        ,23.2        ,25.2        ,
23       ,21.9        ,22.1        ,23.8        ,
24       ,21.6        ,22.0        ,23.7        ,
25       ,21.1        ,21.9        ,24.3        ,
26       ,20.7        ,21.9        ,24.3        ,
27       ,20.7        ,21.5        ,24.6        ,
28       ,20.4        ,21.0        ,23.6        ,
29       ,20.4        ,20.5        ,24.9        ,
30       ,19.9        ,21.2        ,25.5        ,
31       ,19.3        ,19.3        ,22.9        ,
32       ,18.3        ,19.0        ,21.8        ,
33       ,17.7        ,18.0        ,21.1        ,
34       ,16.9        ,18.0        ,21.2        ,
35       ,16.9        ,17.8        ,21.2        ,
36       ,17.2        ,19.1        ,21.4        ,
37       ,17.6        ,17.6        ,22.3        ,
38       ,16.5        ,17.0        ,24.1        ,
