GrowthDay,PerBird,FeederTotal,ChangeTotal,Feeder_1,ChangeFeeder_1,Feeder_2,ChangeFeeder_2,Feeder_3,ChangeFeeder_3,Feeder_4,ChangeFeeder_4,
-2       ,0.000  ,0          ,不详         ,0       ,不详            ,0       ,不详            ,0       ,不详            ,0       ,不详            ,
-1       ,0.000  ,780        ,不详         ,780     ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
0        ,0.000  ,0          ,-100       ,0       ,-100          ,0       ,0             ,0       ,0             ,0       ,0             ,
1        ,0.000  ,358        ,不详         ,358     ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
2        ,0.000  ,504        ,41         ,504     ,41            ,0       ,0             ,0       ,0             ,0       ,0             ,
3        ,0.000  ,761        ,50         ,761     ,50            ,0       ,0             ,0       ,0             ,0       ,0             ,
4        ,0.000  ,266        ,-66        ,266     ,-66           ,0       ,0             ,0       ,0             ,0       ,0             ,
5        ,0.000  ,578        ,117        ,578     ,117           ,0       ,0             ,0       ,0             ,0       ,0             ,
6        ,0.000  ,743        ,28         ,743     ,28            ,0       ,0             ,0       ,0             ,0       ,0             ,
7        ,0.000  ,1037       ,39         ,1037    ,39            ,0       ,0             ,0       ,0             ,0       ,0             ,
8        ,0.000  ,1339       ,29         ,1339    ,29            ,0       ,0             ,0       ,0             ,0       ,0             ,
9        ,0.000  ,1266       ,-6         ,1266    ,-6            ,0       ,0             ,0       ,0             ,0       ,0             ,
10       ,0.000  ,1587       ,25         ,1587    ,25            ,0       ,0             ,0       ,0             ,0       ,0             ,
11       ,0.000  ,1605       ,1          ,1605    ,1             ,0       ,0             ,0       ,0             ,0       ,0             ,
12       ,0.000  ,1715       ,6          ,1715    ,6             ,0       ,0             ,0       ,0             ,0       ,0             ,
13       ,0.000  ,1789       ,4          ,1789    ,4             ,0       ,0             ,0       ,0             ,0       ,0             ,
14       ,0.000  ,1899       ,6          ,1899    ,6             ,0       ,0             ,0       ,0             ,0       ,0             ,
15       ,0.000  ,2651       ,39         ,2651    ,39            ,0       ,0             ,0       ,0             ,0       ,0             ,
16       ,0.000  ,2550       ,-4         ,2550    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
17       ,0.000  ,2926       ,14         ,2926    ,14            ,0       ,0             ,0       ,0             ,0       ,0             ,
18       ,0.000  ,2761       ,-6         ,2761    ,-6            ,0       ,0             ,0       ,0             ,0       ,0             ,
19       ,0.000  ,2844       ,2          ,2844    ,2             ,0       ,0             ,0       ,0             ,0       ,0             ,
20       ,0.000  ,3009       ,5          ,3009    ,5             ,0       ,0             ,0       ,0             ,0       ,0             ,
21       ,0.000  ,3155       ,4          ,3155    ,4             ,0       ,0             ,0       ,0             ,0       ,0             ,
22       ,0.000  ,3229       ,2          ,3229    ,2             ,0       ,0             ,0       ,0             ,0       ,0             ,
23       ,0.000  ,3577       ,10         ,3577    ,10            ,0       ,0             ,0       ,0             ,0       ,0             ,
24       ,0.000  ,3880       ,8          ,3880    ,8             ,0       ,0             ,0       ,0             ,0       ,0             ,
25       ,0.000  ,4018       ,3          ,4018    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
26       ,0.000  ,4192       ,4          ,4192    ,4             ,0       ,0             ,0       ,0             ,0       ,0             ,
27       ,0.000  ,3972       ,-6         ,3972    ,-6            ,0       ,0             ,0       ,0             ,0       ,0             ,
28       ,0.000  ,4220       ,6          ,4220    ,6             ,0       ,0             ,0       ,0             ,0       ,0             ,
29       ,0.000  ,3917       ,-8         ,3917    ,-8            ,0       ,0             ,0       ,0             ,0       ,0             ,
30       ,0.000  ,3880       ,不详         ,3880    ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
31       ,0.000  ,3770       ,-3         ,3770    ,-3            ,0       ,0             ,0       ,0             ,0       ,0             ,
32       ,0.000  ,4045       ,7          ,4045    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
33       ,0.000  ,3999       ,-2         ,3999    ,-2            ,0       ,0             ,0       ,0             ,0       ,0             ,
34       ,0.000  ,4027       ,0          ,4027    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
35       ,0.000  ,4266       ,5          ,4266    ,5             ,0       ,0             ,0       ,0             ,0       ,0             ,
36       ,0.000  ,6742       ,58         ,6742    ,58            ,0       ,0             ,0       ,0             ,0       ,0             ,
37       ,0.000  ,3614       ,-47        ,3614    ,-47           ,0       ,0             ,0       ,0             ,0       ,0             ,
38       ,0.000  ,679        ,-82        ,679     ,-82           ,0       ,0             ,0       ,0             ,0       ,0             ,
