GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,5           ,5           ,6           ,
-1       ,5           ,5           ,5           ,
0        ,5           ,50          ,71          ,
1        ,43          ,56          ,58          ,
2        ,53          ,61          ,64          ,
3        ,56          ,70          ,73          ,
4        ,67          ,71          ,74          ,
5        ,67          ,72          ,76          ,
6        ,67          ,73          ,76          ,
7        ,62          ,67          ,76          ,
8        ,60          ,65          ,77          ,
9        ,63          ,68          ,77          ,
10       ,65          ,70          ,78          ,
11       ,68          ,73          ,78          ,
12       ,70          ,76          ,78          ,
13       ,70          ,73          ,78          ,
14       ,70          ,76          ,79          ,
15       ,69          ,78          ,78          ,
16       ,71          ,77          ,79          ,
17       ,65          ,75          ,79          ,
18       ,71          ,75          ,79          ,
19       ,66          ,73          ,79          ,
20       ,60          ,78          ,79          ,
21       ,71          ,78          ,79          ,
22       ,71          ,76          ,79          ,
23       ,68          ,74          ,79          ,
24       ,71          ,76          ,79          ,
25       ,66          ,70          ,79          ,
26       ,66          ,73          ,79          ,
27       ,69          ,70          ,79          ,
28       ,61          ,67          ,78          ,
29       ,52          ,65          ,77          ,
30       ,61          ,68          ,78          ,
31       ,57          ,64          ,78          ,
32       ,63          ,69          ,78          ,
33       ,65          ,67          ,77          ,
34       ,66          ,70          ,79          ,
35       ,66          ,72          ,77          ,
36       ,66          ,68          ,80          ,
37       ,51          ,68          ,79          ,
38       ,58          ,61          ,75          ,
39       ,55          ,63          ,71          ,
40       ,63          ,70          ,74          ,
41       ,100         ,100         ,100         ,
42       ,9           ,100         ,100         ,
