GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,9.3         ,26.8        ,27.8        ,
-1       ,16.5        ,33.0        ,33.5        ,
0        ,31.8        ,33.7        ,34.9        ,
1        ,32.7        ,33.6        ,34.6        ,
2        ,32.0        ,33.0        ,33.9        ,
3        ,31.4        ,31.7        ,33.2        ,
4        ,30.7        ,31.4        ,32.7        ,
5        ,30.1        ,31.5        ,32.0        ,
6        ,29.4        ,29.9        ,31.7        ,
7        ,28.9        ,29.3        ,31.5        ,
8        ,28.4        ,30.2        ,31.6        ,
9        ,28.3        ,29.1        ,31.1        ,
10       ,28.1        ,30.6        ,31.5        ,
11       ,27.7        ,28.7        ,30.8        ,
12       ,27.8        ,29.0        ,30.5        ,
13       ,27.4        ,28.2        ,30.3        ,
14       ,26.8        ,27.0        ,30.3        ,
15       ,26.5        ,26.5        ,29.0        ,
16       ,26.0        ,27.7        ,29.3        ,
17       ,25.9        ,26.7        ,28.5        ,
18       ,25.4        ,26.6        ,28.5        ,
19       ,25.5        ,27.1        ,28.6        ,
20       ,24.5        ,27.0        ,28.4        ,
21       ,24.7        ,26.3        ,28.2        ,
22       ,24.1        ,26.2        ,27.6        ,
23       ,24.2        ,26.1        ,27.3        ,
24       ,23.5        ,25.4        ,27.0        ,
25       ,23.5        ,25.5        ,27.3        ,
26       ,23.2        ,24.6        ,26.8        ,
27       ,23.1        ,25.1        ,26.1        ,
28       ,22.9        ,23.9        ,26.0        ,
29       ,22.5        ,23.1        ,25.9        ,
30       ,22.1        ,22.6        ,24.3        ,
31       ,22.0        ,23.0        ,24.4        ,
32       ,21.3        ,22.8        ,23.9        ,
33       ,21.2        ,22.3        ,23.3        ,
34       ,20.8        ,21.7        ,22.9        ,
35       ,20.3        ,20.7        ,22.5        ,
36       ,18.9        ,20.5        ,21.9        ,
37       ,4.1         ,4.3         ,21.4        ,
38       ,4.0         ,6.7         ,12.0        ,
39       ,5.6         ,11.3        ,15.0        ,
40       ,9.9         ,10.3        ,12.7        ,
41       ,12.7        ,14.2        ,19.6        ,
42       ,12.3        ,19.8        ,24.0        ,
