EEF,MORTALITY_RATE,Temp_MEAN_-2,Temp_MEAN_-1,Temp_MEAN_0,Temp_MEAN_1,Temp_MEAN_2,Temp_MEAN_3,Temp_MEAN_4,Temp_MEAN_5,Temp_MEAN_6,Temp_MEAN_7,Temp_MEAN_8,Temp_MEAN_9,Temp_MEAN_10,Temp_MEAN_11,Temp_MEAN_12,Temp_MEAN_13,Temp_MEAN_14,Temp_MEAN_15,Temp_MEAN_16,Temp_MEAN_17,Temp_MEAN_18,Temp_MEAN_19,Temp_MEAN_20,Temp_MEAN_21,Temp_MEAN_22,Temp_MEAN_23,Temp_MEAN_24,Temp_MEAN_25,Temp_MEAN_26,Temp_MEAN_27,Temp_MEAN_28,Temp_MEAN_29,Temp_MEAN_30,Temp_MEAN_31,Temp_MEAN_32,Temp_MEAN_33,Temp_MEAN_34,Temp_MEAN_35,Temp_MEAN_36
340.500269,0.083579767,,,,31.3,30.89166667,29.96666667,29.1375,28.50833333,28.22083333,27.66666667,27.13333333,26.53333333,25.98333333,25.42916667,26.275,26.63333333,26.425,26.42916667,25.7625,25.45,25.27083333,25.15833333,24.79583333,24.05833333,23.425,23.47916667,23.075,23.04583333,23.325,22.92916667,22.35416667,22.375,22.70416667,22.3,21.99583333,21.89166667,22.05416667,22.4875,21.45833333
349.6908477,0.078181818,,,,,31.16666667,30.65,29.59583333,28.74583333,28.24166667,27.92083333,26.89583333,26.64583333,27.03333333,26.3375,26.90416667,27.41666667,27.2375,26.975,26.625,26.26666667,25.79583333,25.57083333,25.22083333,24.90416667,24.52916667,23.89166667,23.725,24.075,23.92916667,24.10416667,23.68333333,23.025,22.14583333,21.64166667,21.55416667,20.98333333,21.47916667,21.68333333,
356.5828739,0.047191011,,,,,31.13333333,30.61666667,29.77083333,28.94583333,28.3625,28.34166667,27.65416667,27.37083333,26.88333333,26.29166667,27.27083333,27.43333333,27.15416667,26.91666667,26.375,25.70416667,25.32916667,24.98333333,24.64583333,24.24583333,23.72083333,23.20833333,23.05833333,22.74583333,22.6,22.62916667,22.35416667,21.63333333,21.3375,21.6125,21.275,20.8875,21,21.62083333,22.3
354.7627975,0.050461538,,,,,31.13333333,30.73333333,29.67083333,28.675,28.1375,27.67083333,27.2125,26.85,26.52916667,26.30833333,27.18333333,27.7875,27.16666667,27.04583333,26.20416667,25.88333333,25.80416667,25.32916667,24.8375,24.5,24.26666667,24.07083333,24.00416667,23.97083333,23.48333333,23.19166667,22.825,22.47083333,21.975,22.04583333,21.78333333,21.3,20.61666667,21.1875,20.7375
329.5635731,0.06247191,,,,,30.86666667,30.52083333,29.5875,28.85,28.44166667,27.9,27.38333333,27.37916667,26.7125,26.1625,27.45,27.97083333,27.38333333,27.4125,26.79166667,25.77083333,25.41666667,25.23333333,25.14583333,24.80416667,24.6375,23.89583333,23.85833333,23.24166667,23.57083333,23.85833333,23.69583333,23.81666667,24.0625,24.59583333,24.50416667,24.00416667,24.37916667,24.94166667,25.17083333
352.8727388,0.048615385,,,,,30.28333333,29.85,28.97083333,28.04583333,27.37083333,26.9625,27.22083333,27.29166667,26.55416667,26.275,27.23333333,28.02916667,27.66666667,27.29583333,26.1875,25.4,25.41666667,24.9,24.83333333,24.1625,24.19166667,24.09583333,24.125,24.27083333,23.4875,23.32916667,22.525,21.22916667,20.925,21.30833333,21.4,21.02083333,20.5,20.95833333,20.12916667
342.2310823,0.042910448,,,,,,,,,,,,,,,,,,,,,25.08888889,25.27916667,25.3125,24.97916667,24.65416667,24.525,23.89166667,22.99583333,22.95833333,23.0625,22.50833333,21.74583333,21.53333333,21.625,21.23333333,20.94166667,20.75833333,21.025,
328.7857388,0.062653846,,,,,31.2,30.58333333,29.67916667,28.85,28.36666667,27.9125,27.5,27.30416667,26.8125,26.53333333,27.225,27.97083333,27.40416667,26.87083333,26.42916667,26.11666667,25.60416667,25.00416667,25.36666667,24.76666667,24.5125,23.78333333,23.825,23.6125,23.39583333,23.46666667,23.2375,22.57916667,22.48333333,22.09166667,21.7875,21.1625,20.77916667,20.89166667,20.37916667
322.2587249,0.058277154,,,,,31.1,30.57083333,29.65416667,28.99583333,28.2625,27.74166667,27.3125,27.0625,26.85,26.1375,27.11666667,27.46666667,27.1375,26.9,26.4375,25.8,25.32083333,24.94583333,24.5625,24.1375,23.73333333,23.35833333,23.19583333,22.92083333,22.4125,22.60416667,22.325,21.65,21.40416667,21.6,20.925,20.59583333,20.29166667,20.69583333,20.92083333
309.8250686,0.151627907,,,,,,29.7,29.44583333,28.45416667,28.04583333,27.45,26.96666667,26.8375,26.39166667,25.7875,26.70833333,27.19166667,26.9375,26.35416667,25.8875,25.52083333,24.96666667,24.75,24.05833333,23.68333333,23.74583333,23.32083333,23.24583333,23.10416667,22.5,22.77083333,22.67083333,22.425,21.85416667,21.5375,21.27083333,20.55833333,20.325,20.15,20.22083333
354.3846465,0.061930502,,,,,,30.13333333,29.95416667,29.12916667,28.33333333,27.82083333,27.37083333,27.0625,26.57083333,26.26666667,26.95416667,27.64583333,27.26666667,27.22083333,26.32083333,25.32916667,24.9,24.35416667,23.92916667,23.54583333,23.44583333,22.89583333,22.6875,22.67083333,22.3,22.02916667,21.99166667,21.82916667,21.1125,21.00833333,21.12916667,20.72083333,21.1,21.10416667,21.45833333
237.6339894,0.176833977,,,,,,,,,,,,,,,,,,,,,,24.78888889,24.16666667,23.76666667,23.62916667,23.15416667,22.80833333,22.74166667,22.36666667,22.38333333,22.15416667,21.6875,21.49583333,20.94583333,21.24166667,21.325,22.07083333,21.5875,21.175
352.1063083,0.083861004,,,,,,32.56666667,32.42083333,31.6625,30.61666667,28.94583333,28.91666667,28.10416667,27.86666667,27.21666667,27.575,27.40833333,26.96666667,26.37083333,25.97916667,25.05416667,24.80416667,24.56666667,24.37083333,24.6125,24.59583333,24.04583333,23.11666667,22.96666667,22.7375,22.72083333,22.58333333,22.3625,21.61666667,21.08333333,21.54583333,20.9375,20.5,20.575,20.89583333
406.972692,0.040536913,,32.66666667,32.2375,31.67916667,30.8,30.9375,31.65416667,30.64583333,29.65,29.55833333,29.01666667,28.5125,27.52083333,27.67083333,27.06666667,26.78333333,26.38333333,25.62916667,25.85416667,25.725,25.2625,24.37916667,23.90416667,23.6125,23.46666667,23.6375,23.3875,23.41666667,23.4375,23.45833333,22.77916667,22.9125,23.2,22.7,22.05,21.40416667,21.09166667,20.37083333,
383.0216476,0.07409396,,32.74285714,32.38181818,31.67916667,30.825,30.9,31.76666667,30.30833333,29.56666667,29.20833333,29.11666667,28.21666667,28.225,27.57083333,27.27916667,27.30833333,26.64583333,26.0125,26.05416667,25.77916667,25.26666667,24.79583333,24.40833333,23.63333333,23.57083333,23.87916667,23.775,23.29583333,23.07916667,23.1875,22.81666667,23.04583333,23.29166667,22.9625,22.2125,21.44166667,20.89166667,20.28333333,
398.5367886,0.046241611,,,,31.56666667,30.80416667,30.94583333,31.49166667,30.43333333,29.7625,29.57916667,29.20416667,28.4875,28.25416667,27.6,27.61666667,27.10833333,26.68333333,26.37083333,25.99166667,25.59166667,25.27083333,24.53333333,24.21666667,23.52083333,23.3125,23.825,23.75833333,23.62916667,23.42083333,23.125,22.96666667,23.25833333,22.70416667,22.30416667,21.62083333,21.15833333,20.98333333,20.275,
347.5676201,0.055743243,,35.45833333,33.525,31.70416667,30.8,30.95,31.51666667,30.825,29.6125,29.3,29.1,28.52083333,28.29583333,28.15833333,27.57916667,27.13333333,26.8375,26.33333333,26.32916667,26.1125,25.79166667,25.07083333,24.875,23.86666667,23.92916667,24.17083333,24.04166667,23.59583333,23.37916667,22.90416667,22.4125,22.2625,22.6375,21.90416667,21.38333333,20.8125,20.12083333,19.78333333,
385.8322833,0.045230769,,,,31.46666667,30.80416667,31.15,31.43333333,30.53333333,29.87083333,29.57916667,29.32083333,29.03333333,28.5,28.20416667,27.31666667,26.87083333,26.4875,25.63333333,25.51666667,25.5,25.39583333,24.975,24.70833333,24.21666667,23.76666667,23.68333333,23.64166667,23.27916667,23.3125,22.675,22.64166667,22.675,22.75416667,22.10833333,21.45833333,20.925,20.725,20.2125,
342.6136269,0.070852459,,32.31666667,33.0375,32.45833333,30.5,30.82916667,31.475,30.47083333,29.51666667,28.94166667,28.95833333,28.30416667,27.74166667,27.775,27.1125,26.46666667,25.94166667,25.45416667,25.45833333,25.24583333,24.62083333,24.15416667,24.41666667,23.42916667,23.27916667,23.325,23.32916667,23.05833333,23.07916667,23.025,22.4,22.43333333,22.60416667,22.0875,21.84166667,21.075,20.675,19.62083333,
361.8921896,0.044983498,,34.63636364,34.25,34,33.1625,32.28333333,31.32083333,30.45833333,29.92916667,28.52083333,28.82916667,28.21666667,27.54583333,27.75416667,27.29583333,26.77083333,26.05833333,25.7875,25.55,25.1,24.40833333,24.2375,23.74166667,23.13333333,22.8875,23.4875,23.19583333,23.025,22.7125,22.725,22.15833333,22.67083333,22.91666667,21.98333333,21.6125,20.97083333,20.25833333,20.12916667,
380.2122773,0.051353135,,32.41818182,32.0375,31.47083333,30.5,30.7625,30.83333333,30.10833333,29.75416667,29.42916667,28.2625,28.22916667,27.85,27.94583333,27.34166667,26.86666667,26.39583333,25.75,25.62083333,25.02916667,24.84583333,24.45833333,24.25416667,23.5875,23.76666667,23.96666667,23.38333333,22.92916667,22.80416667,22.75833333,22.36666667,22.8875,23.16666667,22.34583333,21.16666667,20.80833333,20.59166667,20.4125,
415.8780565,0.061469534,,32.29230769,32.14583333,31.39583333,31.4625,32.14583333,31.21666667,30.3375,29.51666667,28.475,28.32916667,28.1375,27.59583333,27.48333333,27.24583333,27.1,26.55416667,26.17916667,25.6375,24.83333333,24.6125,24.33333333,23.47916667,23.30833333,23.69166667,23.5625,23.42083333,23.32916667,23.07916667,23.11666667,23.34166667,22.62083333,22.125,21.62916667,21.125,20.40416667,20.325,20.025,
408.6564997,0.063701068,,32.28461538,32.0375,31.42083333,31.4625,32.19583333,30.8125,30.07916667,29.49166667,28.9125,28.6625,28.10833333,27.74166667,27.6,27.20833333,26.9625,26.5375,26.02916667,25.47916667,25.225,24.55,24.44583333,24.0125,23.8125,23.725,23.49583333,23.09583333,23.37083333,23.44166667,22.87916667,22.95,22.77083333,22.4875,21.9,20.74166667,19.95416667,20.07916667,19.72916667,
340.0829789,0.074485981,,,,31.13636364,29.99583333,29.50833333,30.47083333,29.67916667,29.94583333,29.09166667,27.88333333,28.2125,27.69166667,27.78333333,27.20833333,27.02916667,26.4,25.72083333,25.59166667,25.30833333,25.58333333,25.1625,24.6125,24.06666667,24.07083333,24.05833333,23.85416667,23.94583333,23.675,23.50833333,22.44166667,22.35833333,22.39583333,21.9875,21.77916667,21.8625,21.3875,20.4,20.10416667
319.617198,0.055,,31.81818182,31.6125,31.08333333,30.35416667,30.20416667,31.12916667,30.79583333,29.85,29.24583333,28.95833333,28.72916667,28.28333333,27.875,27.73333333,26.99583333,26.61666667,25.86666667,26.075,26.0125,25.47083333,24.97916667,24.82916667,24.68333333,24.43333333,24.60416667,24.225,24.49583333,24.2625,23.67083333,23.57083333,23.075,23.025,23.35416667,23.12083333,22.65,21.7,21.05833333,
331.0108416,0.050987261,30.84375,31.64166667,31.125,30.49166667,29.67916667,29.60416667,30.7625,30.5125,29.47083333,28.82083333,28.67916667,28.575,28.25,27.82916667,27.41666667,26.95833333,26.475,26.23333333,25.875,25.80833333,24.87916667,24.83333333,24.78333333,24.57083333,24.45416667,24.20416667,24.15833333,24.18333333,23.5125,23.3625,22.875,22.95833333,22.8625,22.74583333,21.72916667,21.24166667,20.90416667,,
306.0677341,0.07133758,,32.04,32.32916667,31.05833333,30.37916667,30.29583333,31.20416667,30.79166667,30.00833333,29.40833333,29.07083333,28.75416667,28.4375,28.15,27.56666667,27.09583333,26.425,25.59583333,25.59583333,25.4375,24.975,24.7625,24.5125,24.3125,24.375,24.67083333,24.525,24.42916667,23.78333333,23.68333333,24.15,23.8875,23.4875,22.15416667,21.64583333,21.3,20.94583333,20.25833333,
362.2116601,0.03075,,33.7,34.1625,33.62916667,32.96666667,32.275,31.55416667,30.74166667,29.84583333,29.21666667,28.65416667,28.62083333,28.3125,27.78333333,27.14166667,26.82083333,26.58333333,26.35833333,26.24166667,25.8,25.22083333,24.5875,24.35416667,23.97916667,24.07083333,24.01666667,23.875,23.47083333,23.3875,22.92916667,23.075,23.82916667,23.0125,22.17916667,21.87916667,21.42916667,21,20.24166667,
342.3112917,0.0532,,32.6,32.5,31.55833333,30.85416667,30.70416667,31.63333333,31.02916667,30.475,29.95833333,29.5125,29.25416667,28.675,28.54583333,28.2,27.625,27.29583333,26.50833333,26.3375,26.15,25.64583333,25.28333333,24.99166667,24.65416667,24.60833333,24.32083333,24.175,24.05,23.9875,23.5625,23.64583333,23.64583333,23.7125,23.26666667,21.85416667,21.57916667,20.825,20.225,
375.4154921,0.067400612,,,31.73333333,30.58333333,29.82916667,29.74583333,30.875,30.4375,29.65833333,29.36666667,28.60416667,28.74583333,28.09583333,27.71666667,27.33333333,26.8375,26.40416667,26.12083333,26.16666667,25.97916667,25.25,24.65416667,24.44166667,24.20833333,24.49166667,24.42083333,24.42916667,24.72083333,24.65833333,23.82916667,24.19166667,24.25416667,23.3125,22.17083333,21.7,21.44583333,20.75,,
380.8737607,0.054969325,,,31.6875,31.05833333,30.35416667,30.10416667,31,30.39583333,29.7,29.2125,28.575,28.47083333,28.2375,28.00833333,27.50416667,27.0125,26.6625,26.09166667,26.1875,25.95,25.18333333,24.57083333,24.4625,24.40833333,24.11666667,24.29166667,24.07916667,24.76666667,24.59166667,23.79166667,24.69166667,24.42083333,23.75833333,22.7,21.50416667,21,20.90416667,,
344.474847,0.09829653,,32.26153846,32.37916667,32.40416667,31.59583333,31.0375,30.775,30.45416667,29.7,28.94166667,28.89583333,28.40833333,27.67083333,27.4625,27.19166667,26.70416667,26.125,25.4875,24.74166667,24.50833333,24.2625,23.96666667,23.29583333,22.725,22.11666667,21.56666667,21.99583333,21.47083333,21.4125,21.25833333,19.89583333,19.80833333,20.42083333,19.925,19.725,19.65833333,19.35833333,19.34583333,19.00416667
287.0096196,0.066131805,,31.63076923,32.34166667,33.2875,32.525,31.9125,31.54166667,30.93333333,30.22916667,29.64583333,29.34166667,28.6,28.23333333,27.6125,27.39583333,27.00416667,26.5,25.92083333,25.2,24.88333333,24.89166667,24.05833333,23.7125,23.35,22.4875,22.34583333,22.36666667,21.99166667,21.85833333,21.05833333,20.30833333,20.025,20.10416667,19.50416667,19.525,19.25416667,19.24583333,18.825,18.35
368.8729589,0.073459119,,32.63076923,32.67916667,32.1875,31.5625,30.91666667,31.01666667,30.6375,29.45,29.09583333,28.74583333,28.48333333,27.69583333,27.57916667,27.125,26.89583333,26.24166667,25.62916667,24.925,24.575,24.25416667,23.95,23.3625,22.75416667,21.95833333,21.69583333,22.07916667,21.76666667,21.52916667,21.53333333,20.45833333,20.17916667,19.25,19.60833333,19.6125,19.14166667,19.25,19.51666667,19.23333333
337.4064683,0.054741379,,32.69230769,33.44583333,32.82083333,32.29166667,31.72916667,31.775,31,29.9875,29.7375,29.45833333,28.72083333,28.17916667,27.7375,27.40416667,26.8625,26.175,25.35833333,25.1875,24.90833333,24.59166667,24.2625,23.525,22.80416667,22.775,22.65833333,22.5625,22.5625,22.275,21.6125,20.97916667,20.24583333,20.19166667,20.45,19.9625,19.62916667,19.92083333,19.4125,
350.7728958,0.106040268,,33.04615385,33.2625,32.89166667,32.10833333,31.49166667,31.05833333,30.64583333,29.725,29.11666667,28.85833333,28.48333333,27.69583333,27.57916667,27.38333333,26.825,26.275,25.7625,25.12916667,24.60833333,24.29166667,23.96666667,23.59166667,22.98333333,22.3625,22.25833333,22.40416667,22.2,21.97083333,22.2125,20.925,20.4125,20.40833333,20.2125,19.9125,19.21666667,19.48333333,19.525,19.24583333
343.7514386,0.043084112,,31.76153846,32.80416667,32.6125,31.99583333,31.05,31.05,30.6875,29.62083333,28.8125,28.56666667,27.89166667,27.725,27.44583333,26.65,26.14166667,25.80416667,25.34166667,25.225,24.71666667,24.3625,24.0625,23.6375,23.60416667,23.1,23.02916667,23.31666667,22.525,21.8875,21.725,21.375,20.8125,21.02083333,20.5625,20.3,20.04166667,19.87083333,,
310.9400941,0.132121212,,32.93076923,33.34166667,33.45416667,32.85833333,32.05416667,31.67916667,30.75,29.97916667,29.18333333,28.74583333,28.4625,27.78333333,27.59166667,27.24583333,26.9375,26.50416667,25.80416667,25.1875,24.64166667,24.3375,24.05416667,23.25833333,22.9875,22.34583333,22.20833333,22.2625,22.125,22.1875,22.27916667,21.27916667,20.65,19.60416667,19.86666667,19.82083333,19.44583333,19.25416667,19.15,18.90833333
324.535872,0.045327103,,32.60769231,33.2375,32.64583333,32.26666667,31.725,30.72916667,30.55416667,29.84166667,28.825,28.66666667,28.60416667,28.0875,27.5375,27.2,26.69166667,26.34166667,25.45833333,25.31666667,25.0125,24.50833333,23.9625,23.3875,23.30833333,23.13333333,22.92916667,23.25,22.64583333,22.18333333,21.95416667,21.625,21.29166667,20.70833333,20.7375,21.42916667,20.55833333,20.3875,,
308.4416666,0.108817568,,32.62083333,33.43846154,32.87916667,32.125,31.5,31.4625,30.76666667,29.92083333,29.34166667,28.82083333,28.62916667,27.875,27.525,27.4375,27.09166667,26.6625,25.94583333,25.65,25.37083333,24.89583333,24.6125,24.21666667,23.56666667,23.075,22.675,22.71666667,22.40416667,22.30416667,22.42083333,21.1875,21.00833333,19.94583333,20.04583333,20.47083333,19.82916667,19.92916667,,
356.5052273,0.046037736,,31.83076923,33.01666667,32.39583333,32.19583333,31.8875,31.09166667,30.3875,29.65,29.09583333,28.72083333,28.54166667,28.37083333,27.55416667,27.04166667,26.59583333,26.17083333,26.02916667,26.1125,25.5,24.77083333,24.3,24.0625,23.7375,23.42916667,23.23333333,23.14583333,22.0375,21.79583333,21.28333333,21.4375,20.69166667,20.37083333,19.8625,19.67916667,19.27083333,19.56666667,18.67083333,17.8
275.7992374,0.053826087,,32.59230769,33.86666667,33.69583333,32.94583333,32.3125,31.72916667,31.10833333,30.07916667,29.75833333,29.3875,28.6625,28.17083333,27.52083333,27.25833333,26.84166667,26.34583333,25.7375,25.34166667,24.83333333,24.57083333,24.2125,23.5375,23.18333333,22.71666667,22.8625,22.35416667,22.4125,22.23333333,21.54166667,20.975,20.275,20.14166667,19.74166667,19.45833333,19.28333333,18.675,18.59166667,
297.4231895,0.057861635,,32.16923077,32.99583333,32.3625,32.32083333,31.825,30.95,30.35,29.65416667,28.80833333,28.68333333,28.29166667,28.1125,27.65416667,26.94583333,26.35416667,25.9375,25.5125,24.95,24.58333333,24.37916667,23.96666667,23.375,23.05,22.82083333,22.74166667,22.8125,22.08333333,21.40833333,20.98333333,20.75416667,20.52083333,20.00416667,19.9875,19.51666667,19.22916667,18.89166667,18.425,17.80833333
386.0584955,0.074074074,,33.21702128,32.725,30.31145833,29.61458333,29.00729167,28.403125,27.58020833,26.959375,28.89583333,28.64791667,28.375,28.45104167,27.796875,27.15729167,26.61354167,26.19895833,25.98229167,25.70416667,25.38645833,24.709375,24.36770833,24.37291667,23.496875,22.52291667,21.821875,21.66458333,21.99479167,22.4375,22.44166667,21.74583333,20.71875,19.60625,19.40625,19.56041667,19.18125,18.728125,18.47916667,18.846875
286.2050168,0.109945652,,,,31.78571429,,,,,,,,,,,,26.95263158,26.87395833,27.065625,27.14895833,26.596875,26.515625,26.44270833,26.19270833,24.090625,23.79583333,23.84895833,23.73333333,24.171875,24.61666667,24.00104167,23.25208333,22.76979167,22.06770833,21.76770833,20.61354167,19.78541667,20.02291667,,
311.2818875,0.08263587,,,,,,,,,,,29.04716981,28.709375,28.084375,27.48333333,27.00833333,26.83492063,,,,,24.58125,24.70833333,24.04583333,22.69166667,22.31875,22.59375,21.35,23.71666667,22.81770833,22.80104167,22.14479167,21.54895833,20.73970588,20.6421875,19.796875,19.115625,18.97395833,19.703125,
324.2882519,0.061362398,,,,,,,,,,30.51034483,29.625,29.26875,29.05520833,28.346875,27.58390805,,,,25.635,25.85520833,25.146875,24.89895833,24.60833333,23.796875,22.734375,22.11770833,22.9875,22.49895833,22.54791667,22.671875,22.65104167,22.02916667,21.28125,20.85416667,20.534375,19.865625,19.31145833,18.9125,19.753125
308.322719,0.053989071,,,,,,,,,,,,,,,,,,,,,,,,,,,21.89859155,22.24479167,22.625,22.90833333,22.30104167,20.15333333,,,,20.25268817,19.40104167,19.80625,21.00729167
359.9047096,0.064661654,,,,,,,,,,,,,,,,,,,25.40232558,25.34270833,25.48958333,25.2125,24.596875,23.8,23.08275862,22.525,22.08229167,22.16770833,22.66041667,22.90625,23.03125,22.71979167,22.19166667,21.44479167,21.19583333,20.59895833,20.22916667,19.48958333,19.13854167
334.2683738,0.057889447,,,,,,,,,,,,,,,,,,,26.20921053,26.49270833,26.20416667,25.42395833,25.44270833,25.20416667,24.78229167,22.65416667,22.553125,23.00833333,23.05208333,23.38541667,24.01354167,23.51354167,21.94270833,21.4078125,,20.70120482,20.36666667,19.39270833,19.10104167
282.7241428,0.094953271,,,,,,29.9826087,29.46354167,28.8125,28.11770833,29.65729167,29.42571429,,,,,,,,,,,,,,,,,,,24.33333333,23.575,23.23229167,22.33541667,20.87083333,20.79375,20.415625,19.9,18.978125,19.153125
246.6692008,0.157399381,,,,30.1,,,,,,,,,,,,,,,,,,,,,24.56486486,23.59583333,,,,23.44230769,22.84583333,23.034375,23.29583333,21.88125,20.92395833,20.90520833,20.07708333,19.76770833,18.99375
343.8321514,0.051795666,,,32.38333333,31.31666667,30.54791667,29.92083333,29.26145833,28.53958333,27.90104167,29.88958333,29.56979167,29.22428571,,27.79019608,28.01041667,27.409375,26.89166667,26.34791667,25.73229167,25.30729167,25.13020833,25.00833333,24.74558824,,,22.83584906,22.54166667,22.1125,22.17083333,22.46875,22.390625,22.43958333,22.446875,21.33333333,20.078125,20.21770833,19.83958333,19.36770833,18.671875
283.5588159,0.173204225,,,,,,29.23733333,28.61979167,27.93333333,27.51145833,29.409375,29.2875,29.12395833,28.784375,28.609375,28.51354167,28.40833333,27.74895833,27.215625,25.715625,25.56458333,25.6,25.4,,,24.62692308,24.484375,23.55416667,22.359375,22.03541667,22.02604167,22.03541667,21.98645833,22.50416667,21.83333333,20.01666667,19.00208333,18.66666667,18.37083333,17.634375
