GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,5           ,100         ,100         ,
1        ,5           ,100         ,100         ,
2        ,5           ,100         ,100         ,
3        ,100         ,100         ,100         ,
3        ,100         ,100         ,100         ,
4        ,92          ,93          ,100         ,
5        ,93          ,93          ,93          ,
6        ,93          ,93          ,94          ,
7        ,39          ,93          ,93          ,
8        ,92          ,93          ,93          ,
9        ,89          ,93          ,93          ,
10       ,44          ,65          ,70          ,
11       ,44          ,66          ,68          ,
12       ,54          ,80          ,81          ,
13       ,58          ,79          ,84          ,
14       ,68          ,84          ,84          ,
15       ,70          ,85          ,85          ,
16       ,72          ,86          ,86          ,
17       ,67          ,86          ,87          ,
18       ,72          ,83          ,88          ,
19       ,69          ,83          ,84          ,
20       ,64          ,83          ,86          ,
21       ,67          ,80          ,86          ,
22       ,72          ,80          ,84          ,
23       ,66          ,83          ,83          ,
24       ,66          ,84          ,84          ,
25       ,63          ,80          ,85          ,
26       ,71          ,80          ,84          ,
27       ,65          ,83          ,86          ,
28       ,73          ,77          ,86          ,
29       ,47          ,76          ,79          ,
30       ,66          ,82          ,82          ,
31       ,75          ,84          ,86          ,
32       ,76          ,82          ,84          ,
33       ,77          ,87          ,87          ,
34       ,76          ,85          ,87          ,
35       ,83          ,89          ,89          ,
36       ,81          ,88          ,90          ,
37       ,88          ,91          ,93          ,
38       ,88          ,90          ,92          ,
