GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,12.4        ,32.0        ,32.2        ,
-1       ,30.2        ,30.6        ,32.8        ,
0        ,30.0        ,33.9        ,36.0        ,
1        ,32.8        ,33.2        ,34.4        ,
2        ,31.9        ,32.6        ,33.8        ,
3        ,30.9        ,31.6        ,33.2        ,
4        ,30.2        ,30.6        ,32.3        ,
5        ,29.5        ,30.4        ,31.6        ,
6        ,28.9        ,29.7        ,30.7        ,
7        ,28.3        ,29.5        ,30.3        ,
8        ,28.1        ,28.7        ,30.2        ,
9        ,27.8        ,28.8        ,29.8        ,
10       ,27.4        ,28.4        ,29.4        ,
11       ,27.2        ,27.6        ,28.9        ,
12       ,26.7        ,28.1        ,28.9        ,
13       ,26.2        ,26.8        ,28.3        ,
14       ,25.3        ,25.6        ,28.1        ,
15       ,25.0        ,25.6        ,27.4        ,
16       ,24.6        ,25.4        ,27.0        ,
17       ,24.2        ,24.5        ,26.8        ,
18       ,19.8        ,24.6        ,27.2        ,
19       ,23.7        ,24.6        ,27.0        ,
20       ,23.8        ,24.6        ,26.1        ,
21       ,23.4        ,24.7        ,25.8        ,
22       ,23.2        ,24.4        ,26.1        ,
23       ,22.8        ,23.8        ,25.6        ,
24       ,22.2        ,23.0        ,25.6        ,
25       ,21.6        ,22.8        ,25.0        ,
26       ,21.7        ,23.3        ,25.1        ,
27       ,21.0        ,22.7        ,24.2        ,
28       ,20.7        ,22.5        ,24.0        ,
29       ,20.5        ,22.4        ,23.8        ,
30       ,20.5        ,22.1        ,24.5        ,
31       ,20.7        ,22.7        ,23.6        ,
32       ,20.3        ,21.3        ,24.2        ,
33       ,19.5        ,20.4        ,23.8        ,
34       ,19.4        ,20.9        ,22.4        ,
35       ,19.1        ,19.6        ,24.7        ,
36       ,18.7        ,20.2        ,24.6        ,
37       ,3.9         ,8.4         ,21.0        ,
38       ,2.9         ,6.9         ,15.5        ,
39       ,4.2         ,16.0        ,16.3        ,
