GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,38          ,43          ,62          ,
-1       ,32          ,38          ,43          ,
0        ,29          ,40          ,42          ,
1        ,34          ,46          ,48          ,
2        ,41          ,53          ,56          ,
3        ,44          ,50          ,59          ,
4        ,44          ,54          ,58          ,
5        ,47          ,58          ,60          ,
6        ,51          ,61          ,64          ,
7        ,55          ,61          ,67          ,
8        ,52          ,53          ,67          ,
9        ,51          ,56          ,65          ,
10       ,52          ,61          ,69          ,
11       ,56          ,69          ,75          ,
12       ,63          ,72          ,80          ,
13       ,67          ,71          ,80          ,
14       ,61          ,66          ,78          ,
15       ,57          ,61          ,77          ,
16       ,56          ,63          ,75          ,
17       ,57          ,62          ,76          ,
18       ,55          ,57          ,78          ,
19       ,50          ,61          ,75          ,
20       ,60          ,68          ,80          ,
21       ,67          ,68          ,81          ,
22       ,66          ,68          ,81          ,
23       ,59          ,66          ,82          ,
24       ,57          ,66          ,82          ,
25       ,59          ,66          ,82          ,
26       ,54          ,68          ,84          ,
27       ,60          ,67          ,82          ,
28       ,62          ,68          ,83          ,
29       ,60          ,66          ,83          ,
30       ,55          ,72          ,83          ,
31       ,65          ,80          ,83          ,
32       ,62          ,68          ,83          ,
33       ,56          ,70          ,80          ,
34       ,66          ,70          ,81          ,
35       ,50          ,65          ,81          ,
36       ,39          ,64          ,77          ,
37       ,44          ,69          ,78          ,
38       ,39          ,68          ,79          ,
39       ,46          ,47          ,91          ,
