Message,GrowthDay,Time,
系统锁定   ,-1       ,02:31:08,
报警测试   ,-1       ,11:30:00,
报警测试   ,0        ,11:30:00,
普通鸡舍模式 ,0        ,13:09:19,
备用设置提醒 ,0        ,13:09:19,
更改开关   ,0        ,18:20:09,
系统锁定   ,0        ,18:25:09,
报警测试   ,1        ,11:30:00,
管理员登陆  ,2        ,08:48:03,
系统锁定   ,2        ,08:58:01,
报警测试   ,2        ,11:30:00,
备用设置提醒 ,2        ,22:54:05,
系统锁定   ,3        ,09:25:14,
报警测试   ,3        ,11:30:00,
报警测试   ,4        ,11:30:00,
备用设置提醒 ,5        ,01:55:06,
系统锁定   ,5        ,08:54:14,
报警测试   ,5        ,11:30:00,
系统锁定   ,6        ,08:50:16,
报警测试   ,6        ,11:30:00,
备用设置提醒 ,7        ,08:40:10,
报警测试   ,7        ,11:30:00,
报警测试   ,8        ,11:30:00,
报警测试   ,9        ,11:30:00,
系统锁定   ,10       ,07:42:12,
报警测试   ,10       ,11:30:00,
管理员登陆  ,11       ,07:27:20,
系统锁定   ,11       ,07:34:02,
系统锁定   ,11       ,08:39:09,
管理员登陆  ,11       ,10:27:24,
系统锁定   ,11       ,10:33:11,
报警测试   ,11       ,11:30:00,
管理员登陆  ,11       ,12:10:28,
系统锁定   ,11       ,12:16:16,
备用设置提醒 ,12       ,07:40:24,
报警测试   ,12       ,11:30:00,
报警测试   ,13       ,11:30:00,
报警测试   ,14       ,11:30:00,
电源关闭   ,14       ,15:16:03,
电源开启   ,14       ,15:16:04,
报警测试   ,15       ,11:30:00,
报警测试   ,16       ,11:30:00,
管理员登陆  ,16       ,12:16:24,
系统锁定   ,16       ,12:22:11,
管理员登陆  ,17       ,02:06:08,
系统锁定   ,17       ,02:11:28,
报警测试   ,17       ,11:30:00,
备用设置提醒 ,18       ,09:44:01,
报警测试   ,18       ,11:30:00,
管理员登陆  ,19       ,02:13:25,
系统锁定   ,19       ,02:19:09,
报警测试   ,19       ,11:30:00,
系统锁定   ,19       ,12:57:02,
报警测试   ,20       ,11:30:00,
报警测试   ,21       ,11:30:00,
系统锁定   ,22       ,09:38:12,
报警测试   ,22       ,11:30:00,
报警测试   ,23       ,11:30:00,
管理员登陆  ,23       ,13:27:16,
系统锁定   ,23       ,13:33:09,
系统锁定   ,24       ,07:12:28,
管理员登陆  ,24       ,09:14:12,
系统锁定   ,24       ,09:20:02,
系统锁定   ,24       ,09:35:18,
报警测试   ,24       ,11:30:00,
备用设置提醒 ,25       ,10:40:24,
报警测试   ,25       ,11:30:00,
管理员登陆  ,26       ,02:15:04,
系统锁定   ,26       ,02:20:21,
管理员登陆  ,26       ,08:58:10,
系统锁定   ,26       ,09:03:23,
报警测试   ,26       ,11:30:00,
管理员登陆  ,26       ,13:24:10,
更改开关   ,26       ,13:24:14,
系统锁定   ,26       ,13:31:22,
管理员登陆  ,26       ,17:25:24,
更改开关   ,26       ,17:25:27,
系统锁定   ,26       ,17:30:27,
管理员登陆  ,27       ,10:18:23,
更改开关   ,27       ,10:18:25,
系统锁定   ,27       ,10:23:25,
报警测试   ,27       ,11:30:00,
系统锁定   ,27       ,13:31:23,
管理员登陆  ,27       ,19:13:27,
更改开关   ,27       ,19:14:03,
系统锁定   ,27       ,19:19:06,
管理员登陆  ,28       ,08:29:09,
更改开关   ,28       ,08:29:12,
系统锁定   ,28       ,08:34:12,
报警测试   ,28       ,11:30:00,
管理员登陆  ,28       ,19:47:05,
系统锁定   ,28       ,19:52:15,
系统锁定   ,28       ,22:31:12,
系统锁定   ,29       ,03:54:24,
管理员登陆  ,29       ,03:59:13,
更改开关   ,29       ,03:59:27,
更改开关   ,29       ,04:00:20,
重置报警   ,29       ,04:01:04,
更改开关   ,29       ,04:01:12,
系统锁定   ,29       ,04:06:12,
空鸡舍模式  ,29       ,04:27:17,
重置报警   ,29       ,04:27:17,
报警测试   ,29       ,11:30:00,
报警测试   ,30       ,11:30:00,
报警测试   ,31       ,11:30:00,
报警测试   ,32       ,11:30:00,
报警测试   ,33       ,11:30:00,
报警测试   ,34       ,11:30:00,
报警测试   ,35       ,11:30:00,
报警测试   ,36       ,11:30:00,
报警测试   ,37       ,11:30:00,
报警测试   ,38       ,11:30:00,
报警测试   ,39       ,11:30:00,
电源关闭   ,40       ,07:51:16,
电源开启   ,40       ,05:44:04,
电源关闭   ,41       ,06:47:06,
电源开启   ,41       ,07:32:14,
报警测试   ,42       ,11:30:00,
报警测试   ,43       ,11:30:00,
报警测试   ,44       ,11:30:00,
报警测试   ,45       ,11:30:00,
报警测试   ,46       ,11:30:00,
报警测试   ,47       ,11:30:00,
报警测试   ,48       ,11:30:00,
报警测试   ,49       ,11:30:00,
报警测试   ,50       ,11:30:00,
系统锁定   ,50       ,14:05:00,
系统锁定   ,50       ,14:24:15,
新的鸡群   ,-2       ,19:09:07,
管理员登陆  ,-2       ,19:39:06,
更改开关   ,-2       ,19:39:20,
更改开关   ,-2       ,19:39:22,
更改开关   ,-2       ,19:41:01,
更改开关   ,-2       ,19:41:13,
系统锁定   ,-2       ,19:46:13,
报警测试   ,-1       ,11:30:00,
管理员登陆  ,-1       ,13:53:25,
系统锁定   ,-1       ,14:00:10,
报警测试   ,0        ,11:30:00,
管理员登陆  ,0        ,22:09:21,
更改开关   ,0        ,22:09:29,
普通鸡舍模式 ,0        ,22:10:07,
备用设置提醒 ,0        ,22:10:10,
系统锁定   ,0        ,22:15:11,
管理员登陆  ,1        ,04:25:04,
更改开关   ,1        ,04:25:08,
系统锁定   ,1        ,04:30:08,
报警测试   ,1        ,11:30:00,
报警测试   ,2        ,11:30:00,
报警测试   ,3        ,11:30:00,
备用设置提醒 ,3        ,17:00:10,
管理员登陆  ,4        ,08:55:26,
系统锁定   ,4        ,09:01:18,
报警测试   ,4        ,11:30:00,
重置报警   ,5        ,09:17:21,
备用设置提醒 ,5        ,09:19:16,
管理员登陆  ,5        ,09:33:15,
重置报警   ,5        ,09:33:26,
系统锁定   ,5        ,09:38:29,
报警测试   ,5        ,11:30:00,
报警测试   ,6        ,11:30:00,
系统锁定   ,7        ,10:56:18,
报警测试   ,7        ,11:30:00,
备用设置提醒 ,8        ,06:14:12,
报警测试   ,8        ,11:30:00,
报警测试   ,9        ,11:30:00,
报警测试   ,10       ,11:30:00,
重置报警   ,10       ,00:00:29,
报警测试   ,11       ,11:30:00,
报警测试   ,12       ,11:30:00,
重置报警   ,12       ,21:06:25,
报警测试   ,13       ,11:30:00,
重置报警   ,13       ,19:16:26,
重置报警   ,13       ,19:56:29,
备用设置提醒 ,13       ,23:09:18,
报警测试   ,14       ,11:30:00,
