GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,13.1        ,35.3        ,36.1        ,
-1       ,31.5        ,33.8        ,36.2        ,
0        ,31.6        ,35.1        ,35.8        ,
1        ,33.0        ,33.5        ,35.7        ,
2        ,32.3        ,34.0        ,35.1        ,
3        ,31.8        ,32.1        ,34.2        ,
4        ,30.8        ,31.9        ,33.3        ,
5        ,30.1        ,30.7        ,32.6        ,
6        ,29.4        ,30.2        ,31.8        ,
7        ,28.8        ,29.8        ,31.1        ,
8        ,28.2        ,28.3        ,30.8        ,
9        ,27.7        ,28.6        ,30.7        ,
10       ,27.4        ,28.7        ,30.1        ,
11       ,26.7        ,28.4        ,29.5        ,
12       ,26.6        ,27.2        ,29.2        ,
13       ,26.3        ,28.2        ,28.8        ,
14       ,25.9        ,26.3        ,28.7        ,
15       ,25.9        ,27.5        ,28.5        ,
16       ,25.0        ,25.6        ,27.9        ,
17       ,25.2        ,26.1        ,27.6        ,
18       ,24.4        ,26.2        ,27.0        ,
19       ,24.0        ,25.4        ,26.6        ,
20       ,24.0        ,24.5        ,26.4        ,
21       ,24.1        ,25.4        ,26.4        ,
22       ,23.7        ,24.1        ,26.2        ,
23       ,23.2        ,23.7        ,26.1        ,
24       ,22.9        ,24.4        ,25.9        ,
25       ,22.5        ,22.8        ,25.1        ,
26       ,22.6        ,24.2        ,25.0        ,
27       ,22.6        ,23.4        ,25.0        ,
28       ,22.6        ,23.3        ,25.6        ,
29       ,22.0        ,24.1        ,25.4        ,
30       ,21.8        ,23.7        ,25.1        ,
31       ,22.4        ,23.8        ,25.4        ,
32       ,22.4        ,23.3        ,27.2        ,
33       ,22.6        ,23.8        ,27.9        ,
34       ,22.7        ,24.3        ,26.9        ,
35       ,23.2        ,24.1        ,29.2        ,
36       ,21.2        ,22.1        ,27.8        ,
37       ,4.7         ,5.9         ,23.5        ,
