GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,14.3        ,31.8        ,32.0        ,
-1       ,31.5        ,32.8        ,33.3        ,
0        ,31.3        ,33.6        ,35.8        ,
1        ,32.4        ,33.0        ,34.5        ,
2        ,31.9        ,32.7        ,34.0        ,
3        ,31.0        ,32.0        ,33.2        ,
4        ,30.4        ,31.0        ,32.3        ,
5        ,29.7        ,30.0        ,31.5        ,
6        ,28.9        ,29.4        ,30.7        ,
7        ,28.5        ,28.9        ,30.5        ,
8        ,28.1        ,29.0        ,30.2        ,
9        ,28.1        ,29.0        ,30.1        ,
10       ,27.5        ,28.3        ,29.6        ,
11       ,27.3        ,28.4        ,29.2        ,
12       ,27.0        ,27.9        ,28.7        ,
13       ,26.0        ,27.0        ,28.9        ,
14       ,25.3        ,26.4        ,27.9        ,
15       ,25.1        ,26.2        ,27.2        ,
16       ,24.5        ,25.8        ,27.1        ,
17       ,24.2        ,24.9        ,27.0        ,
18       ,24.0        ,25.1        ,27.0        ,
19       ,23.7        ,25.2        ,26.6        ,
20       ,23.4        ,23.5        ,26.0        ,
21       ,23.3        ,24.4        ,26.2        ,
22       ,22.7        ,24.1        ,26.2        ,
23       ,22.4        ,23.0        ,25.6        ,
24       ,17.6        ,22.9        ,25.0        ,
25       ,21.9        ,23.2        ,25.5        ,
26       ,21.5        ,22.9        ,24.4        ,
27       ,21.2        ,22.8        ,24.5        ,
28       ,21.0        ,22.6        ,24.2        ,
29       ,20.6        ,22.9        ,24.4        ,
30       ,20.7        ,22.8        ,24.0        ,
31       ,20.1        ,22.1        ,24.2        ,
32       ,19.5        ,21.5        ,23.3        ,
33       ,19.7        ,21.7        ,22.6        ,
34       ,19.3        ,19.9        ,24.0        ,
35       ,18.8        ,20.4        ,25.0        ,
36       ,18.5        ,19.9        ,22.4        ,
37       ,1.3         ,5.2         ,21.2        ,
38       ,1.3         ,18.5        ,18.6        ,
