GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,43          ,44          ,68          ,
-1       ,33          ,37          ,45          ,
0        ,29          ,42          ,43          ,
1        ,38          ,48          ,49          ,
2        ,41          ,48          ,51          ,
3        ,42          ,52          ,54          ,
4        ,46          ,53          ,58          ,
5        ,50          ,57          ,60          ,
6        ,53          ,58          ,63          ,
7        ,53          ,60          ,65          ,
8        ,51          ,51          ,66          ,
9        ,49          ,55          ,64          ,
10       ,54          ,64          ,72          ,
11       ,62          ,67          ,75          ,
12       ,65          ,69          ,75          ,
13       ,63          ,65          ,75          ,
14       ,59          ,64          ,75          ,
15       ,59          ,65          ,74          ,
16       ,59          ,65          ,75          ,
17       ,57          ,63          ,76          ,
18       ,52          ,62          ,75          ,
19       ,59          ,68          ,75          ,
20       ,64          ,67          ,76          ,
21       ,64          ,67          ,76          ,
22       ,61          ,65          ,76          ,
23       ,60          ,64          ,76          ,
24       ,60          ,65          ,75          ,
25       ,56          ,65          ,75          ,
26       ,58          ,66          ,75          ,
27       ,63          ,69          ,75          ,
28       ,60          ,65          ,75          ,
29       ,53          ,71          ,75          ,
30       ,66          ,75          ,76          ,
31       ,61          ,68          ,76          ,
32       ,55          ,72          ,76          ,
33       ,69          ,74          ,76          ,
34       ,52          ,69          ,76          ,
35       ,42          ,63          ,76          ,
36       ,55          ,62          ,75          ,
37       ,41          ,71          ,79          ,
38       ,47          ,50          ,79          ,
