GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,46          ,47          ,73          ,
0        ,45          ,52          ,54          ,
1        ,52          ,60          ,62          ,
2        ,58          ,66          ,67          ,
3        ,59          ,61          ,68          ,
4        ,54          ,61          ,63          ,
5        ,56          ,61          ,65          ,
6        ,58          ,64          ,68          ,
7        ,58          ,63          ,70          ,
8        ,59          ,63          ,70          ,
9        ,58          ,61          ,71          ,
10       ,1           ,67          ,75          ,
11       ,65          ,71          ,74          ,
12       ,68          ,71          ,74          ,
13       ,66          ,68          ,74          ,
14       ,64          ,66          ,75          ,
15       ,64          ,67          ,74          ,
16       ,60          ,68          ,75          ,
17       ,58          ,69          ,75          ,
18       ,56          ,70          ,75          ,
19       ,51          ,74          ,75          ,
20       ,71          ,73          ,75          ,
21       ,73          ,73          ,75          ,
22       ,70          ,71          ,75          ,
23       ,69          ,73          ,75          ,
24       ,68          ,68          ,75          ,
25       ,62          ,70          ,75          ,
26       ,66          ,69          ,76          ,
27       ,68          ,74          ,75          ,
28       ,67          ,74          ,76          ,
29       ,65          ,74          ,75          ,
30       ,68          ,74          ,75          ,
31       ,64          ,74          ,75          ,
32       ,57          ,74          ,75          ,
33       ,52          ,75          ,75          ,
34       ,51          ,75          ,75          ,
35       ,66          ,74          ,75          ,
36       ,61          ,73          ,75          ,
37       ,60          ,73          ,75          ,
38       ,1           ,1           ,76          ,
39       ,1           ,1           ,1           ,
40       ,1           ,1           ,1           ,
