GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,25.5        ,33.2        ,35.1        ,
0        ,32.3        ,34.1        ,35.6        ,
1        ,33.0        ,33.4        ,36.0        ,
2        ,31.9        ,32.1        ,34.0        ,
3        ,30.9        ,31.4        ,32.9        ,
4        ,30.0        ,30.9        ,32.3        ,
5        ,29.1        ,29.6        ,32.3        ,
6        ,28.9        ,29.2        ,32.9        ,
7        ,28.6        ,29.1        ,30.5        ,
8        ,28.5        ,28.6        ,32.3        ,
9        ,28.1        ,28.6        ,32.1        ,
10       ,27.9        ,28.5        ,32.1        ,
11       ,27.5        ,27.6        ,30.1        ,
12       ,26.8        ,27.4        ,28.6        ,
13       ,26.0        ,26.7        ,28.3        ,
14       ,25.4        ,26.4        ,28.9        ,
15       ,25.3        ,26.0        ,29.0        ,
16       ,25.1        ,26.2        ,28.3        ,
17       ,24.8        ,25.8        ,26.9        ,
18       ,24.4        ,25.0        ,27.0        ,
19       ,24.0        ,24.5        ,27.2        ,
20       ,23.5        ,24.5        ,27.4        ,
21       ,23.5        ,23.7        ,27.9        ,
22       ,23.1        ,24.1        ,28.9        ,
23       ,23.4        ,24.3        ,28.3        ,
24       ,23.7        ,24.0        ,27.0        ,
25       ,23.0        ,23.5        ,27.7        ,
26       ,22.6        ,23.6        ,27.7        ,
27       ,22.9        ,23.6        ,26.9        ,
28       ,22.6        ,23.9        ,25.0        ,
29       ,21.5        ,22.0        ,29.4        ,
30       ,19.3        ,20.1        ,23.1        ,
31       ,16.6        ,20.4        ,23.0        ,
32       ,19.1        ,19.5        ,21.7        ,
33       ,17.7        ,18.0        ,20.8        ,
34       ,16.0        ,16.6        ,21.1        ,
35       ,15.8        ,17.2        ,21.9        ,
36       ,16.5        ,17.9        ,23.6        ,
37       ,17.5        ,19.0        ,20.6        ,
38       ,15.3        ,16.8        ,21.4        ,
