GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,21.4        ,34.1        ,40.0        ,
0        ,33.2        ,33.8        ,34.7        ,
1        ,32.5        ,33.0        ,34.3        ,
2        ,31.7        ,32.5        ,33.6        ,
3        ,30.9        ,31.3        ,32.8        ,
4        ,30.2        ,30.4        ,32.4        ,
5        ,29.6        ,29.7        ,31.6        ,
6        ,28.9        ,29.5        ,30.7        ,
7        ,28.5        ,28.8        ,31.6        ,
8        ,27.9        ,28.2        ,30.8        ,
9        ,27.9        ,28.1        ,29.4        ,
10       ,27.2        ,27.6        ,29.8        ,
11       ,26.6        ,27.0        ,29.5        ,
12       ,26.4        ,26.6        ,28.1        ,
13       ,26.1        ,26.7        ,27.7        ,
14       ,25.3        ,26.0        ,29.9        ,
15       ,24.2        ,25.0        ,26.4        ,
16       ,24.2        ,25.3        ,25.9        ,
17       ,24.0        ,24.6        ,25.8        ,
18       ,23.8        ,24.9        ,25.4        ,
19       ,23.4        ,24.4        ,25.6        ,
20       ,23.2        ,24.2        ,25.8        ,
21       ,23.1        ,23.6        ,25.9        ,
22       ,22.9        ,23.0        ,24.5        ,
23       ,22.1        ,22.2        ,24.1        ,
24       ,21.8        ,22.2        ,23.6        ,
25       ,20.9        ,21.4        ,24.4        ,
26       ,20.7        ,21.6        ,24.4        ,
27       ,20.4        ,21.4        ,24.5        ,
28       ,20.5        ,21.3        ,24.0        ,
29       ,20.2        ,20.5        ,24.9        ,
30       ,19.8        ,20.9        ,25.6        ,
31       ,18.8        ,18.8        ,22.8        ,
32       ,17.6        ,18.8        ,21.6        ,
33       ,17.3        ,18.1        ,21.5        ,
34       ,17.0        ,17.9        ,20.9        ,
35       ,16.6        ,18.0        ,21.3        ,
36       ,17.4        ,18.8        ,21.5        ,
37       ,17.2        ,17.2        ,22.1        ,
38       ,16.1        ,16.9        ,23.3        ,
