DOCdate,DOCAmount,HouseArea,Density,BirdsVariety,HESource,HEAge,Age,Harveststatus,EstimatedSlaughterDate ,FarmName,FarmSupervisor,HouseAmount,Batch,eef_flg,eef
"03.2024-11-17,2024-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","04.下朱溪一,樟树后,洋坑,牛苦坑,..",00.[-inf ~ 58),03.[38.0 ~ inf),"05.2025-03-24,2025-..","05.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,383.0697777759092
"03.2024-11-17,2024-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","04.下朱溪一,樟树后,洋坑,牛苦坑,..",00.[-inf ~ 58),03.[38.0 ~ inf),"05.2025-03-24,2025-..","05.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,300.54195269202705
"04.2024-10-25,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","03.大岗垅平,L3",00.[-inf ~ 58),03.[38.0 ~ inf),"04.2025-02-17,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,338.0586755150186
"04.2024-10-25,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"04.2025-02-17,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,338.90335497008715
"04.2024-10-25,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"04.2025-02-17,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,358.95215666783804
"04.2024-10-25,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"04.2025-02-17,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,359.2044402306678
"04.2024-10-25,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"04.2025-02-17,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,353.0227637062412
"04.2024-10-25,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","03.大岗垅平,L3",00.[-inf ~ 58),03.[38.0 ~ inf),"04.2025-02-17,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,333.9689301134612
"06.2024-10-28,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),03.[38.0 ~ inf),"05.2025-03-24,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),1,434.891871280064
"06.2024-10-28,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","06.下朱溪二,L7Plus,元岱二,..",00.[-inf ~ 58),03.[38.0 ~ inf),"08.2025-03-19,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,361.5638354420701
"03.2024-11-17,2024-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","06.下朱溪二,L7Plus,元岱二,..",00.[-inf ~ 58),02.[37.0 ~ 38.0),"08.2025-03-19,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,385.7483125791296
"06.2024-10-28,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","03.大岗垅平,L3",00.[-inf ~ 58),03.[38.0 ~ inf),"05.2025-03-24,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,332.4353453933455
"06.2024-10-28,2025-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","03.大岗垅平,L3",00.[-inf ~ 58),03.[38.0 ~ inf),"05.2025-03-24,2025-..","04.2024-12-17,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,330.9677019468308
"03.2024-11-17,2024-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),02.[37.0 ~ 38.0),"08.2025-03-19,2025-..","05.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,374.6490951570926
"03.2024-11-17,2024-..",04.[36800.0 ~ inf),07.[2468.4 ~ 2698.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","06.下朱溪二,L7Plus,元岱二,..",00.[-inf ~ 58),03.[38.0 ~ inf),"05.2025-03-24,2025-..","05.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),05.[62 ~ 63),0,337.61161197962747
"07.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),02.[37.0 ~ 38.0),"09.2024-12-06,2025-..","06.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),04.[61 ~ 62),0,382.9001712344731
"07.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),02.[37.0 ~ 38.0),"09.2024-12-06,2025-..","06.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),04.[61 ~ 62),0,387.17282042192255
"08.2025-02-20,2024-..",02.[27300.0 ~ 30500.0),04.[1861.44 ~ 1920.0),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"09.2024-12-06,2025-..","07.2025-03-29,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),04.[61 ~ 62),1,401.2390961908652
"08.2025-02-20,2024-..",02.[27300.0 ~ 30500.0),04.[1861.44 ~ 1920.0),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"09.2024-12-06,2025-..","07.2025-03-29,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),04.[61 ~ 62),0,371.9376929012345
"08.2025-02-20,2024-..",02.[27300.0 ~ 30500.0),04.[1861.44 ~ 1920.0),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"09.2024-12-06,2025-..","07.2025-03-29,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),04.[61 ~ 62),1,397.3014011087704
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","04.下朱溪一,樟树后,洋坑,牛苦坑,..",00.[-inf ~ 58),02.[37.0 ~ 38.0),"08.2025-03-19,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,123.14183817371008
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","04.下朱溪一,樟树后,洋坑,牛苦坑,..",00.[-inf ~ 58),02.[37.0 ~ 38.0),"08.2025-03-19,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,287.1321122253092
"06.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","04.下朱溪一,樟树后,洋坑,牛苦坑,..",00.[-inf ~ 58),02.[37.0 ~ 38.0),"08.2025-03-19,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,212.5141744180682
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,228.2999348400716
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,263.9176892092291
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,235.47784869135967
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),01.[36.0 ~ 37.0),"08.2025-03-19,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,223.2732159952144
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,285.3598252589078
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","04.下朱溪一,樟树后,洋坑,牛苦坑,..",00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,283.8598818238432
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","04.下朱溪一,樟树后,洋坑,牛苦坑,..",00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,252.1089922880693
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","06.下朱溪二,L7Plus,元岱二,..",00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,215.60017585703875
"02.2024-11-04,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,187.40255698362373
"02.2024-11-04,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,239.16264374582988
"02.2024-11-04,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,269.55456080345283
"02.2024-11-04,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,306.7758773101842
"02.2024-11-04,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,195.4159140524105
"02.2024-11-04,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,294.4700799253626
"02.2024-11-04,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,300.61207768523866
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,261.16982817230587
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),07.[65 ~ 67),0,258.9847615248643
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,219.9758248037163
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,228.9701209091774
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,309.1634782320039
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,212.0906179514969
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,224.6871987289592
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..",00.L7,00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,280.99656536409475
"04.2024-10-25,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"07.2025-01-30,2024-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,199.5468955587779
"04.2024-10-25,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"07.2025-01-30,2024-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,254.7135741480228
"04.2024-10-25,2025-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"07.2025-01-30,2024-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,249.6102567066705
"04.2024-10-25,2025-..",00.[-inf ~ 26400.0),00.[-inf ~ 1632.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),02.[37.0 ~ 38.0),"07.2025-01-30,2024-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,236.83969294666048
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"03.大岗垅平,L3",01.[58 ~ inf),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,297.056298755705
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"03.大岗垅平,L3",01.[58 ~ inf),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,277.9474070239791
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"03.大岗垅平,L3",01.[58 ~ inf),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,291.6432563295589
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"03.大岗垅平,L3",01.[58 ~ inf),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,264.03938411479385
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,277.0153813317285
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,286.1951012636797
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1632.0 ~ 1670.0),01.[15.74740207833733 ~ inf),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,278.3034348874769
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1632.0 ~ 1670.0),01.[15.74740207833733 ~ inf),"01.SZ901,Cobb 500,9..","01.L6,大岭头",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,247.57053425900205
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1632.0 ~ 1670.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,235.10220764226472
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1632.0 ~ 1670.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",01.[58 ~ inf),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","05.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),08.[67 ~ 68),0,270.4873590479839
"02.2024-11-04,2024-..",02.[27300.0 ~ 30500.0),05.[1920.0 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),07.[65 ~ 67),0,270.88891739928926
"02.2024-11-04,2024-..",03.[30500.0 ~ 36800.0),06.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),07.[65 ~ 67),0,258.0171242001521
"02.2024-11-04,2024-..",00.[-inf ~ 26400.0),02.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"02.L5,L4",00.[-inf ~ 58),01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","03.2024-12-13,2024-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",00.[-inf ~ 10.0),07.[65 ~ 67),0,295.1424775766239
