GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,26.0        ,32.4        ,34.2        ,
0        ,32.0        ,34.0        ,35.2        ,
1        ,32.6        ,32.9        ,34.8        ,
2        ,32.0        ,32.5        ,34.1        ,
3        ,31.0        ,32.0        ,33.4        ,
4        ,30.5        ,30.9        ,32.8        ,
5        ,29.8        ,31.0        ,32.5        ,
6        ,28.9        ,30.0        ,31.8        ,
7        ,28.2        ,29.6        ,31.0        ,
8        ,27.4        ,28.1        ,30.2        ,
9        ,27.1        ,28.0        ,29.8        ,
10       ,27.0        ,29.0        ,30.7        ,
11       ,26.7        ,27.9        ,29.6        ,
12       ,26.7        ,27.3        ,29.1        ,
13       ,26.0        ,26.3        ,29.6        ,
14       ,25.9        ,26.8        ,29.4        ,
15       ,25.7        ,26.3        ,28.3        ,
16       ,25.6        ,26.3        ,27.3        ,
17       ,24.5        ,25.3        ,33.4        ,
18       ,23.8        ,25.1        ,26.6        ,
19       ,23.7        ,24.5        ,26.4        ,
20       ,23.5        ,24.2        ,26.4        ,
21       ,22.7        ,23.8        ,25.8        ,
22       ,22.2        ,23.4        ,26.4        ,
23       ,22.2        ,22.7        ,26.2        ,
24       ,21.7        ,22.7        ,26.2        ,
25       ,21.7        ,23.0        ,24.2        ,
26       ,21.0        ,21.1        ,24.2        ,
27       ,20.0        ,20.8        ,23.8        ,
28       ,19.6        ,20.3        ,24.0        ,
29       ,19.4        ,19.7        ,25.2        ,
30       ,19.4        ,20.8        ,25.3        ,
31       ,19.2        ,19.8        ,23.7        ,
32       ,18.0        ,20.1        ,25.6        ,
33       ,17.9        ,18.3        ,26.8        ,
34       ,17.8        ,19.2        ,24.4        ,
35       ,16.4        ,16.6        ,23.0        ,
36       ,15.8        ,16.0        ,22.4        ,
37       ,15.2        ,15.7        ,21.9        ,
38       ,8.5         ,12.7        ,21.3        ,
39       ,12.3        ,17.0        ,19.9        ,
40       ,15.6        ,21.3        ,21.5        ,
