GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,74          ,75          ,88          ,
0        ,52          ,60          ,76          ,
1        ,46          ,61          ,63          ,
2        ,47          ,58          ,62          ,
3        ,49          ,57          ,61          ,
4        ,51          ,66          ,69          ,
5        ,62          ,67          ,72          ,
6        ,61          ,64          ,73          ,
7        ,60          ,64          ,72          ,
8        ,53          ,63          ,71          ,
9        ,58          ,66          ,77          ,
10       ,56          ,70          ,78          ,
11       ,62          ,73          ,79          ,
12       ,71          ,80          ,84          ,
13       ,66          ,79          ,84          ,
14       ,65          ,80          ,84          ,
15       ,74          ,82          ,84          ,
16       ,78          ,85          ,86          ,
17       ,70          ,80          ,87          ,
18       ,70          ,74          ,85          ,
19       ,67          ,78          ,82          ,
20       ,73          ,79          ,85          ,
21       ,73          ,74          ,86          ,
22       ,57          ,75          ,86          ,
23       ,61          ,77          ,84          ,
24       ,67          ,79          ,84          ,
25       ,77          ,84          ,88          ,
26       ,78          ,83          ,88          ,
27       ,68          ,77          ,87          ,
28       ,54          ,80          ,87          ,
29       ,61          ,81          ,86          ,
30       ,65          ,81          ,87          ,
31       ,64          ,81          ,86          ,
32       ,56          ,87          ,88          ,
33       ,55          ,85          ,90          ,
34       ,55          ,76          ,89          ,
35       ,51          ,81          ,85          ,
36       ,51          ,84          ,88          ,
37       ,55          ,83          ,90          ,
38       ,64          ,90          ,91          ,
39       ,87          ,92          ,92          ,
40       ,85          ,85          ,96          ,
