GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,13.8        ,32.1        ,32.4        ,
-1       ,30.4        ,32.1        ,33.0        ,
0        ,31.5        ,34.6        ,35.0        ,
1        ,33.0        ,33.7        ,34.9        ,
2        ,32.5        ,33.0        ,34.0        ,
3        ,31.6        ,31.8        ,33.5        ,
4        ,30.6        ,31.4        ,32.8        ,
5        ,30.1        ,30.3        ,32.2        ,
6        ,29.5        ,30.0        ,31.8        ,
7        ,29.2        ,29.8        ,31.2        ,
8        ,28.7        ,29.5        ,31.0        ,
9        ,28.0        ,29.3        ,30.8        ,
10       ,27.4        ,27.9        ,30.6        ,
11       ,27.4        ,28.2        ,30.1        ,
12       ,27.3        ,29.1        ,30.0        ,
13       ,27.2        ,27.8        ,29.7        ,
14       ,26.8        ,27.8        ,29.4        ,
15       ,26.2        ,27.7        ,28.9        ,
16       ,25.7        ,26.2        ,28.8        ,
17       ,25.8        ,26.5        ,27.8        ,
18       ,25.2        ,26.7        ,27.8        ,
19       ,24.8        ,26.4        ,27.8        ,
20       ,24.7        ,25.9        ,27.7        ,
21       ,24.3        ,26.4        ,27.2        ,
22       ,23.5        ,25.7        ,27.5        ,
23       ,24.0        ,25.7        ,27.4        ,
24       ,23.6        ,25.3        ,26.6        ,
25       ,23.5        ,25.7        ,26.5        ,
26       ,23.5        ,24.6        ,26.1        ,
27       ,22.8        ,23.4        ,26.0        ,
28       ,22.4        ,23.2        ,25.8        ,
29       ,22.3        ,23.0        ,25.5        ,
30       ,21.9        ,22.4        ,25.6        ,
31       ,21.9        ,22.6        ,25.4        ,
32       ,21.3        ,21.8        ,23.6        ,
33       ,21.2        ,21.6        ,24.2        ,
34       ,20.7        ,21.0        ,23.5        ,
35       ,20.2        ,20.8        ,22.6        ,
36       ,19.5        ,20.7        ,22.1        ,
37       ,7.6         ,7.9         ,21.3        ,
38       ,2.0         ,2.0         ,8.4         ,
39       ,0.1         ,2.7         ,8.2         ,
40       ,2.3         ,8.7         ,11.5        ,
41       ,6.3         ,7.7         ,10.3        ,
42       ,10.3        ,13.9        ,19.3        ,
43       ,11.8        ,22.7        ,24.6        ,
