GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,不详          ,不详          ,不详          ,
0        ,12          ,63          ,74          ,
1        ,60          ,72          ,73          ,
2        ,67          ,79          ,80          ,
3        ,74          ,85          ,87          ,
4        ,84          ,85          ,88          ,
5        ,82          ,90          ,90          ,
6        ,63          ,87          ,90          ,
7        ,59          ,87          ,88          ,
8        ,65          ,86          ,88          ,
9        ,62          ,84          ,91          ,
10       ,65          ,80          ,88          ,
11       ,79          ,86          ,89          ,
12       ,71          ,85          ,87          ,
13       ,73          ,86          ,89          ,
14       ,79          ,87          ,88          ,
15       ,86          ,93          ,93          ,
16       ,76          ,84          ,94          ,
17       ,74          ,78          ,87          ,
18       ,71          ,79          ,84          ,
19       ,77          ,85          ,88          ,
20       ,79          ,83          ,88          ,
21       ,62          ,80          ,88          ,
22       ,67          ,80          ,88          ,
23       ,73          ,84          ,87          ,
24       ,84          ,90          ,92          ,
25       ,84          ,87          ,93          ,
26       ,73          ,80          ,90          ,
27       ,60          ,77          ,90          ,
28       ,68          ,85          ,86          ,
29       ,73          ,85          ,90          ,
30       ,69          ,82          ,90          ,
31       ,62          ,80          ,85          ,
32       ,61          ,81          ,86          ,
33       ,62          ,76          ,85          ,
34       ,57          ,74          ,82          ,
35       ,55          ,79          ,86          ,
36       ,62          ,84          ,88          ,
37       ,67          ,82          ,89          ,
38       ,81          ,96          ,98          ,
39       ,82          ,94          ,99          ,
40       ,不详          ,不详          ,不详          ,
