GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,1           ,1           ,1           ,
-1       ,1           ,1           ,1           ,
0        ,1           ,1           ,1           ,
1        ,5           ,68          ,100         ,
2        ,62          ,62          ,70          ,
3        ,57          ,57          ,70          ,
4        ,48          ,50          ,70          ,
5        ,50          ,62          ,70          ,
6        ,53          ,68          ,71          ,
7        ,58          ,65          ,71          ,
8        ,49          ,49          ,71          ,
9        ,45          ,60          ,71          ,
10       ,54          ,58          ,72          ,
11       ,54          ,62          ,72          ,
12       ,54          ,61          ,72          ,
13       ,61          ,69          ,72          ,
14       ,60          ,64          ,72          ,
15       ,53          ,61          ,72          ,
16       ,54          ,59          ,72          ,
17       ,52          ,61          ,73          ,
18       ,52          ,61          ,73          ,
19       ,53          ,64          ,73          ,
20       ,50          ,55          ,72          ,
21       ,46          ,47          ,72          ,
22       ,35          ,47          ,69          ,
23       ,16          ,16          ,71          ,
24       ,15          ,28          ,69          ,
25       ,24          ,24          ,69          ,
26       ,4           ,42          ,70          ,
27       ,18          ,47          ,69          ,
28       ,36          ,52          ,69          ,
29       ,10          ,10          ,68          ,
30       ,1           ,14          ,100         ,
31       ,1           ,2           ,100         ,
32       ,1           ,100         ,100         ,
33       ,1           ,100         ,100         ,
34       ,100         ,100         ,100         ,
35       ,1           ,100         ,100         ,
36       ,1           ,100         ,100         ,
37       ,100         ,100         ,100         ,
38       ,1           ,1           ,100         ,
39       ,1           ,1           ,1           ,
40       ,1           ,1           ,1           ,
41       ,1           ,1           ,1           ,
42       ,1           ,1           ,1           ,
43       ,1           ,1           ,1           ,
44       ,1           ,1           ,1           ,
