GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,4           ,4           ,4           ,
-1       ,4           ,81          ,82          ,
0        ,66          ,85          ,85          ,
1        ,68          ,82          ,87          ,
2        ,74          ,87          ,87          ,
3        ,71          ,90          ,90          ,
4        ,72          ,90          ,90          ,
5        ,72          ,88          ,91          ,
6        ,73          ,86          ,90          ,
7        ,76          ,87          ,89          ,
8        ,80          ,92          ,92          ,
9        ,84          ,90          ,92          ,
10       ,76          ,90          ,92          ,
11       ,75          ,89          ,92          ,
12       ,65          ,88          ,91          ,
13       ,64          ,86          ,90          ,
14       ,70          ,90          ,91          ,
15       ,76          ,91          ,92          ,
16       ,75          ,91          ,94          ,
17       ,73          ,92          ,94          ,
18       ,75          ,90          ,93          ,
19       ,75          ,91          ,93          ,
20       ,83          ,93          ,94          ,
21       ,82          ,93          ,94          ,
22       ,84          ,93          ,95          ,
23       ,80          ,95          ,96          ,
24       ,87          ,96          ,96          ,
25       ,88          ,93          ,96          ,
26       ,81          ,94          ,97          ,
27       ,90          ,94          ,96          ,
28       ,86          ,94          ,95          ,
29       ,86          ,95          ,96          ,
30       ,90          ,95          ,97          ,
31       ,91          ,95          ,97          ,
32       ,93          ,95          ,99          ,
33       ,95          ,99          ,100         ,
34       ,90          ,93          ,100         ,
35       ,78          ,93          ,95          ,
36       ,89          ,98          ,99          ,
37       ,91          ,94          ,100         ,
38       ,4           ,4           ,97          ,
39       ,4           ,4           ,4           ,
40       ,4           ,4           ,4           ,
41       ,4           ,4           ,4           ,
42       ,4           ,4           ,4           ,
43       ,4           ,4           ,4           ,
