GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,59          ,60          ,92          ,
0        ,38          ,59          ,65          ,
1        ,43          ,50          ,59          ,
2        ,39          ,49          ,54          ,
3        ,40          ,47          ,50          ,
4        ,44          ,55          ,89          ,
5        ,49          ,60          ,62          ,
6        ,51          ,61          ,66          ,
7        ,54          ,61          ,68          ,
8        ,52          ,60          ,69          ,
9        ,55          ,59          ,70          ,
10       ,54          ,57          ,72          ,
11       ,53          ,54          ,72          ,
12       ,52          ,58          ,72          ,
13       ,54          ,65          ,73          ,
14       ,55          ,65          ,75          ,
15       ,62          ,64          ,79          ,
16       ,60          ,73          ,79          ,
17       ,63          ,73          ,79          ,
18       ,61          ,65          ,79          ,
19       ,57          ,66          ,80          ,
20       ,55          ,64          ,79          ,
21       ,55          ,67          ,77          ,
22       ,60          ,67          ,79          ,
23       ,62          ,67          ,80          ,
24       ,61          ,67          ,81          ,
25       ,62          ,73          ,80          ,
26       ,65          ,69          ,81          ,
27       ,65          ,70          ,81          ,
28       ,64          ,73          ,82          ,
29       ,69          ,74          ,82          ,
30       ,66          ,75          ,82          ,
31       ,65          ,72          ,84          ,
32       ,64          ,76          ,82          ,
33       ,60          ,72          ,83          ,
34       ,58          ,71          ,83          ,
35       ,59          ,74          ,81          ,
36       ,58          ,75          ,82          ,
