GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,66          ,73          ,74          ,
-1       ,46          ,53          ,75          ,
0        ,50          ,62          ,63          ,
1        ,61          ,76          ,77          ,
2        ,74          ,81          ,83          ,
3        ,77          ,83          ,85          ,
4        ,70          ,84          ,87          ,
5        ,55          ,84          ,86          ,
6        ,61          ,85          ,86          ,
7        ,58          ,85          ,87          ,
8        ,63          ,84          ,89          ,
9        ,80          ,86          ,88          ,
10       ,68          ,86          ,88          ,
11       ,70          ,86          ,89          ,
12       ,79          ,86          ,88          ,
13       ,83          ,88          ,89          ,
14       ,74          ,85          ,90          ,
15       ,75          ,77          ,88          ,
16       ,69          ,81          ,86          ,
17       ,76          ,82          ,88          ,
18       ,76          ,81          ,88          ,
19       ,62          ,79          ,88          ,
20       ,64          ,79          ,88          ,
21       ,71          ,82          ,86          ,
22       ,81          ,86          ,89          ,
23       ,81          ,82          ,89          ,
24       ,71          ,78          ,88          ,
25       ,58          ,76          ,87          ,
26       ,63          ,80          ,85          ,
27       ,70          ,83          ,88          ,
28       ,67          ,80          ,86          ,
29       ,59          ,79          ,83          ,
30       ,59          ,80          ,83          ,
31       ,58          ,73          ,84          ,
32       ,57          ,70          ,79          ,
33       ,52          ,77          ,83          ,
34       ,59          ,80          ,83          ,
35       ,64          ,84          ,85          ,
36       ,84          ,88          ,90          ,
37       ,76          ,86          ,92          ,
38       ,不详          ,不详          ,不详          ,
