GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,20.0        ,20.0        ,26.4        ,
-1       ,19.0        ,34.3        ,36.3        ,
0        ,33.2        ,33.8        ,34.8        ,
1        ,32.5        ,32.7        ,34.3        ,
2        ,31.7        ,31.9        ,33.5        ,
3        ,30.9        ,31.2        ,32.6        ,
4        ,30.3        ,30.6        ,32.0        ,
5        ,29.6        ,29.8        ,31.0        ,
6        ,28.8        ,29.5        ,30.4        ,
7        ,28.7        ,28.9        ,31.5        ,
8        ,28.2        ,28.4        ,30.2        ,
9        ,27.9        ,28.3        ,29.4        ,
10       ,27.1        ,27.7        ,29.9        ,
11       ,26.6        ,27.0        ,29.3        ,
12       ,26.3        ,26.8        ,28.0        ,
13       ,26.1        ,26.5        ,27.6        ,
14       ,25.3        ,25.8        ,29.8        ,
15       ,24.5        ,25.1        ,26.4        ,
16       ,24.3        ,25.1        ,26.1        ,
17       ,24.2        ,24.3        ,25.8        ,
18       ,23.7        ,25.0        ,26.5        ,
19       ,23.4        ,23.7        ,25.7        ,
20       ,23.2        ,23.8        ,25.7        ,
21       ,22.9        ,23.1        ,25.7        ,
22       ,22.7        ,22.9        ,24.5        ,
23       ,22.1        ,22.1        ,23.9        ,
24       ,21.8        ,21.9        ,23.8        ,
25       ,21.1        ,21.7        ,24.8        ,
26       ,20.7        ,21.0        ,24.3        ,
27       ,20.6        ,21.9        ,24.6        ,
28       ,20.8        ,20.8        ,23.6        ,
29       ,20.4        ,20.7        ,25.2        ,
30       ,19.9        ,20.7        ,25.5        ,
31       ,19.1        ,19.3        ,22.8        ,
32       ,17.9        ,18.9        ,21.8        ,
33       ,18.0        ,18.6        ,21.4        ,
34       ,17.4        ,18.3        ,21.0        ,
35       ,17.5        ,18.2        ,21.3        ,
36       ,17.6        ,19.0        ,21.5        ,
37       ,17.7        ,17.7        ,22.2        ,
38       ,16.2        ,17.1        ,22.8        ,
