GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,12.2        ,28.5        ,29.2        ,
-1       ,26.6        ,29.9        ,33.0        ,
0        ,29.5        ,33.5        ,35.0        ,
1        ,32.7        ,32.9        ,34.5        ,
2        ,32.1        ,32.7        ,33.7        ,
3        ,30.9        ,31.5        ,33.0        ,
4        ,29.6        ,30.7        ,32.3        ,
5        ,29.4        ,30.1        ,31.3        ,
6        ,28.9        ,29.7        ,30.6        ,
7        ,28.6        ,29.4        ,30.2        ,
8        ,28.3        ,28.9        ,30.1        ,
9        ,28.0        ,28.6        ,29.7        ,
10       ,27.5        ,28.4        ,29.5        ,
11       ,27.0        ,27.6        ,28.9        ,
12       ,26.9        ,27.8        ,28.6        ,
13       ,26.2        ,27.2        ,28.3        ,
14       ,25.9        ,26.5        ,28.1        ,
15       ,25.0        ,25.4        ,27.3        ,
16       ,20.9        ,25.0        ,26.9        ,
17       ,24.5        ,25.1        ,26.8        ,
18       ,24.2        ,24.5        ,26.6        ,
19       ,24.0        ,24.3        ,27.4        ,
20       ,23.9        ,24.4        ,25.9        ,
21       ,23.5        ,24.4        ,25.7        ,
22       ,23.1        ,24.5        ,25.9        ,
23       ,22.8        ,24.1        ,25.9        ,
24       ,22.2        ,23.4        ,26.0        ,
25       ,21.8        ,23.3        ,24.7        ,
26       ,21.8        ,23.4        ,25.4        ,
27       ,20.7        ,22.9        ,24.2        ,
28       ,20.5        ,23.3        ,24.5        ,
29       ,20.6        ,22.2        ,24.1        ,
30       ,20.5        ,22.0        ,25.1        ,
31       ,20.7        ,22.5        ,23.8        ,
32       ,20.3        ,21.1        ,24.2        ,
33       ,19.4        ,20.3        ,24.1        ,
34       ,19.3        ,21.4        ,22.6        ,
35       ,19.1        ,19.7        ,24.7        ,
36       ,18.7        ,19.1        ,25.2        ,
37       ,6.2         ,6.2         ,23.3        ,
38       ,1.1         ,11.3        ,17.4        ,
39       ,2.1         ,13.3        ,13.4        ,
