GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,25.8        ,32.9        ,34.2        ,
0        ,32.1        ,34.1        ,35.7        ,
1        ,32.3        ,32.4        ,34.8        ,
2        ,31.7        ,33.3        ,34.4        ,
3        ,30.9        ,31.5        ,33.6        ,
4        ,30.3        ,31.0        ,33.0        ,
5        ,29.6        ,30.2        ,32.6        ,
6        ,28.8        ,30.4        ,31.7        ,
7        ,27.9        ,29.5        ,30.9        ,
8        ,27.3        ,28.1        ,31.1        ,
9        ,27.2        ,27.7        ,30.3        ,
10       ,26.9        ,27.7        ,31.7        ,
11       ,26.8        ,27.7        ,30.3        ,
12       ,26.9        ,27.7        ,29.2        ,
13       ,26.0        ,26.7        ,29.9        ,
14       ,25.6        ,25.9        ,29.5        ,
15       ,25.7        ,26.3        ,28.5        ,
16       ,25.4        ,25.8        ,27.2        ,
17       ,24.8        ,25.4        ,30.7        ,
18       ,23.5        ,24.9        ,26.5        ,
19       ,23.3        ,24.3        ,26.5        ,
20       ,23.4        ,23.7        ,25.6        ,
21       ,22.6        ,23.6        ,25.6        ,
22       ,21.9        ,22.0        ,25.9        ,
23       ,21.5        ,22.9        ,26.5        ,
24       ,21.7        ,22.0        ,26.8        ,
25       ,21.7        ,23.0        ,24.1        ,
26       ,20.9        ,21.7        ,24.3        ,
27       ,20.0        ,21.0        ,23.7        ,
28       ,19.7        ,20.2        ,24.1        ,
29       ,19.3        ,19.7        ,25.4        ,
30       ,19.3        ,20.5        ,25.9        ,
31       ,18.9        ,19.7        ,23.8        ,
32       ,17.9        ,18.8        ,26.2        ,
33       ,17.7        ,18.5        ,27.0        ,
34       ,17.7        ,18.6        ,24.5        ,
35       ,16.1        ,16.6        ,23.1        ,
36       ,15.8        ,16.0        ,22.7        ,
37       ,15.0        ,15.6        ,22.4        ,
