GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,12.8        ,32.1        ,32.2        ,
-1       ,31.5        ,31.8        ,33.4        ,
0        ,31.6        ,34.1        ,35.6        ,
1        ,32.4        ,32.6        ,34.7        ,
2        ,31.9        ,32.5        ,34.1        ,
3        ,30.8        ,31.9        ,33.5        ,
4        ,30.2        ,30.6        ,32.8        ,
5        ,29.4        ,30.6        ,31.7        ,
6        ,29.0        ,29.1        ,30.8        ,
7        ,28.4        ,29.4        ,30.6        ,
8        ,28.3        ,28.7        ,30.2        ,
9        ,27.9        ,28.9        ,29.8        ,
10       ,27.6        ,28.0        ,29.4        ,
11       ,27.1        ,27.7        ,29.0        ,
12       ,27.0        ,28.0        ,28.7        ,
13       ,26.2        ,27.7        ,28.4        ,
14       ,25.6        ,26.7        ,28.3        ,
15       ,25.1        ,26.6        ,27.4        ,
16       ,24.5        ,25.8        ,27.1        ,
17       ,24.4        ,25.6        ,26.9        ,
18       ,23.9        ,25.3        ,26.8        ,
19       ,23.7        ,25.0        ,27.1        ,
20       ,23.5        ,24.6        ,26.4        ,
21       ,23.5        ,23.9        ,26.1        ,
22       ,23.1        ,24.0        ,25.9        ,
23       ,22.7        ,22.7        ,25.8        ,
24       ,22.3        ,22.8        ,25.4        ,
25       ,21.9        ,22.6        ,25.0        ,
26       ,21.8        ,22.7        ,25.2        ,
27       ,21.3        ,22.0        ,24.3        ,
28       ,21.0        ,21.5        ,24.0        ,
29       ,20.6        ,21.4        ,24.0        ,
30       ,20.4        ,21.6        ,24.4        ,
31       ,20.6        ,22.4        ,24.0        ,
32       ,20.5        ,21.4        ,23.9        ,
33       ,19.8        ,20.9        ,23.6        ,
34       ,19.6        ,21.2        ,22.7        ,
35       ,7.9         ,8.0         ,22.7        ,
36       ,6.7         ,6.9         ,18.7        ,
37       ,3.2         ,14.9        ,17.3        ,
38       ,3.8         ,4.0         ,15.1        ,
39       ,1.8         ,17.3        ,17.7        ,
