GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,30.3        ,33.8        ,39.2        ,
1        ,32.9        ,33.3        ,38.5        ,
2        ,32.2        ,32.6        ,36.8        ,
3        ,31.7        ,32.0        ,35.6        ,
4        ,31.1        ,31.5        ,34.6        ,
5        ,30.8        ,31.4        ,37.3        ,
6        ,30.1        ,31.6        ,36.5        ,
7        ,30.5        ,30.6        ,35.9        ,
8        ,29.1        ,30.2        ,35.8        ,
9        ,29.1        ,29.2        ,35.2        ,
10       ,29.1        ,29.2        ,32.7        ,
11       ,29.1        ,29.3        ,33.5        ,
12       ,29.1        ,29.6        ,34.1        ,
13       ,29.0        ,29.5        ,33.9        ,
14       ,29.0        ,29.2        ,33.4        ,
15       ,23.3        ,27.7        ,33.4        ,
16       ,27.6        ,28.3        ,32.1        ,
17       ,28.0        ,28.3        ,31.0        ,
18       ,27.5        ,28.6        ,32.7        ,
19       ,27.8        ,28.1        ,32.9        ,
20       ,27.5        ,30.0        ,33.0        ,
21       ,28.6        ,28.8        ,32.5        ,
22       ,27.8        ,30.3        ,32.8        ,
23       ,26.0        ,27.2        ,31.0        ,
24       ,27.2        ,27.7        ,32.1        ,
25       ,27.0        ,28.0        ,32.5        ,
26       ,27.1        ,28.7        ,33.3        ,
27       ,27.9        ,29.3        ,32.1        ,
28       ,27.6        ,29.8        ,32.7        ,
29       ,25.2        ,25.2        ,30.0        ,
30       ,24.8        ,25.7        ,30.8        ,
31       ,24.6        ,28.0        ,31.2        ,
32       ,27.3        ,28.7        ,30.1        ,
33       ,26.5        ,26.5        ,29.2        ,
34       ,24.6        ,27.2        ,30.1        ,
35       ,26.6        ,26.6        ,29.5        ,
36       ,26.4        ,27.5        ,29.6        ,
37       ,26.1        ,27.4        ,32.6        ,
38       ,25.7        ,28.2        ,28.4        ,
39       ,28.1        ,30.6        ,30.6        ,
