GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,63          ,78          ,85          ,
1        ,60          ,77          ,82          ,
2        ,70          ,80          ,82          ,
3        ,74          ,84          ,84          ,
4        ,76          ,83          ,84          ,
5        ,63          ,82          ,85          ,
6        ,65          ,79          ,83          ,
7        ,54          ,73          ,81          ,
8        ,53          ,76          ,80          ,
9        ,4           ,82          ,82          ,
10       ,74          ,83          ,84          ,
11       ,69          ,84          ,85          ,
12       ,68          ,85          ,86          ,
13       ,67          ,84          ,87          ,
14       ,68          ,84          ,87          ,
15       ,77          ,87          ,88          ,
16       ,79          ,88          ,88          ,
17       ,80          ,89          ,89          ,
18       ,76          ,89          ,90          ,
19       ,80          ,87          ,91          ,
20       ,78          ,88          ,89          ,
21       ,75          ,88          ,92          ,
22       ,77          ,86          ,91          ,
23       ,82          ,86          ,89          ,
24       ,77          ,89          ,90          ,
25       ,78          ,90          ,90          ,
26       ,75          ,87          ,91          ,
27       ,82          ,86          ,91          ,
28       ,76          ,90          ,92          ,
29       ,83          ,85          ,93          ,
30       ,57          ,85          ,86          ,
31       ,77          ,89          ,89          ,
32       ,85          ,90          ,93          ,
33       ,84          ,88          ,90          ,
34       ,85          ,92          ,92          ,
35       ,85          ,91          ,94          ,
36       ,89          ,94          ,94          ,
37       ,87          ,93          ,95          ,
38       ,92          ,94          ,97          ,
39       ,94          ,96          ,99          ,
