Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,feature,MORTALITY_RATE
"[-inf, 45.15)",21,0.11797752808988764,19,2,0.09523809523809523,0.8789836794613444,0.0687780656855512,0.0083307618925965,湿度内部平均_MEAN_0,0.0339774604047986
"[45.15, 55.55)",35,0.19662921348314608,26,9,0.2571428571428571,-0.31143615845988804,0.020835517643443213,0.002593965025059,湿度内部平均_MEAN_0,0.0383878356899559
"[55.55, 65.85)",40,0.2247191011235955,27,13,0.325,-0.6414206106023583,0.10966385243866611,0.0134777221841735,湿度内部平均_MEAN_0,0.0420278482299671
"[65.85, inf)",82,0.4606741573033708,70,12,0.14634146341463414,0.39128047311620795,0.06245791589648391,0.0082871554085727,湿度内部平均_MEAN_0,0.03397953039345532
,178,1.0,142,36,0.20224719101123595,,0.2617353516641444,0.0326896045104017,湿度内部平均_MEAN_0,0.03665469853433285
"[-inf, 61.70)",44,0.24719101123595505,35,9,0.20454545454545456,-0.014184634991956413,4.9945897859001385e-05,6.24318489274257e-06,湿度内部平均_MEAN_1,0.0367088352407287
"[61.70, 67.55)",29,0.16292134831460675,18,11,0.3793103448275862,-0.8798316340473568,0.1573094901250556,0.0190530217612385,湿度内部平均_MEAN_1,0.043437956227977
"[67.55, inf)",105,0.5898876404494382,89,16,0.1523809523809524,0.343739528347208,0.0626692567330982,0.0082461793761521,湿度内部平均_MEAN_1,0.034758541503884285
,178,1.0,142,36,0.20224719101123595,,0.2200286927560128,0.027305444322283344,湿度内部平均_MEAN_1,0.03665469853433284
"[-inf, 66.85)",37,0.20786516853932585,36,1,0.02702702702702703,2.2112108193109594,0.49916613565822515,0.0521560933347761,湿度内部平均_MEAN_2,0.0311008594934849
"[66.85, 75.05)",71,0.398876404494382,52,19,0.2676056338028169,-0.3655033797301639,0.0590582534540523,0.007341461753049,湿度内部平均_MEAN_2,0.0386929195562363
"[75.05, 78.60)",18,0.10112359550561797,9,9,0.5,-1.3723081191451507,0.25609975462920065,0.0297155371051743,湿度内部平均_MEAN_2,0.0430020919296237
