GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,48          ,50          ,67          ,
-1       ,37          ,43          ,76          ,
0        ,34          ,47          ,47          ,
1        ,43          ,54          ,56          ,
2        ,54          ,62          ,64          ,
3        ,59          ,70          ,73          ,
4        ,68          ,77          ,78          ,
5        ,72          ,79          ,82          ,
6        ,74          ,84          ,85          ,
7        ,80          ,86          ,89          ,
8        ,78          ,84          ,91          ,
9        ,80          ,85          ,92          ,
10       ,80          ,82          ,90          ,
11       ,77          ,82          ,91          ,
12       ,77          ,86          ,91          ,
13       ,82          ,83          ,93          ,
14       ,80          ,82          ,96          ,
15       ,78          ,78          ,87          ,
16       ,75          ,77          ,85          ,
17       ,69          ,74          ,83          ,
18       ,64          ,78          ,83          ,
19       ,65          ,75          ,83          ,
20       ,72          ,77          ,84          ,
21       ,70          ,76          ,85          ,
22       ,68          ,77          ,85          ,
23       ,68          ,77          ,86          ,
24       ,70          ,79          ,87          ,
25       ,70          ,75          ,84          ,
26       ,64          ,77          ,84          ,
27       ,69          ,69          ,83          ,
28       ,67          ,75          ,82          ,
29       ,64          ,71          ,86          ,
30       ,64          ,73          ,83          ,
31       ,62          ,74          ,83          ,
32       ,57          ,73          ,84          ,
33       ,58          ,73          ,84          ,
34       ,63          ,65          ,84          ,
35       ,19          ,79          ,85          ,
36       ,66          ,73          ,85          ,
37       ,不详          ,不详          ,不详          ,
