GrowthDay,PerBird,FeederTotal,ChangeTotal,Feeder_1,ChangeFeeder_1,Feeder_2,ChangeFeeder_2,Feeder_3,ChangeFeeder_3,Feeder_4,ChangeFeeder_4,
-2       ,0.000  ,0          ,不详         ,0       ,不详            ,0       ,不详            ,0       ,不详            ,0       ,不详            ,
-1       ,0.000  ,0          ,0          ,0       ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
0        ,0.000  ,1281       ,不详         ,1281    ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
1        ,0.000  ,9          ,-100       ,9       ,-100          ,0       ,0             ,0       ,0             ,0       ,0             ,
2        ,0.000  ,950        ,10677      ,950     ,10677         ,0       ,0             ,0       ,0             ,0       ,0             ,
3        ,0.000  ,761        ,-20        ,761     ,-20           ,0       ,0             ,0       ,0             ,0       ,0             ,
4        ,0.000  ,313        ,-59        ,313     ,-59           ,0       ,0             ,0       ,0             ,0       ,0             ,
5        ,0.000  ,457        ,45         ,457     ,45            ,0       ,0             ,0       ,0             ,0       ,0             ,
6        ,0.000  ,690        ,51         ,690     ,51            ,0       ,0             ,0       ,0             ,0       ,0             ,
7        ,0.000  ,905        ,31         ,905     ,31            ,0       ,0             ,0       ,0             ,0       ,0             ,
8        ,0.000  ,977        ,7          ,977     ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
9        ,0.000  ,1416       ,44         ,1416    ,44            ,0       ,0             ,0       ,0             ,0       ,0             ,
10       ,0.000  ,1344       ,-6         ,1344    ,-6            ,0       ,0             ,0       ,0             ,0       ,0             ,
11       ,0.000  ,1828       ,36         ,1828    ,36            ,0       ,0             ,0       ,0             ,0       ,0             ,
12       ,0.000  ,1980       ,8          ,1980    ,8             ,0       ,0             ,0       ,0             ,0       ,0             ,
13       ,0.000  ,1935       ,-3         ,1935    ,-3            ,0       ,0             ,0       ,0             ,0       ,0             ,
14       ,0.000  ,2159       ,11         ,2159    ,11            ,0       ,0             ,0       ,0             ,0       ,0             ,
15       ,0.000  ,2419       ,12         ,2419    ,12            ,0       ,0             ,0       ,0             ,0       ,0             ,
16       ,0.000  ,2410       ,不详         ,2410    ,不详            ,0       ,0             ,0       ,0             ,0       ,0             ,
17       ,0.000  ,2643       ,9          ,2643    ,9             ,0       ,0             ,0       ,0             ,0       ,0             ,
18       ,0.000  ,2840       ,7          ,2840    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
19       ,0.000  ,2849       ,0          ,2849    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
20       ,0.000  ,3073       ,7          ,3073    ,7             ,0       ,0             ,0       ,0             ,0       ,0             ,
21       ,0.000  ,3387       ,10         ,3387    ,10            ,0       ,0             ,0       ,0             ,0       ,0             ,
22       ,0.000  ,3279       ,-4         ,3279    ,-4            ,0       ,0             ,0       ,0             ,0       ,0             ,
23       ,0.000  ,3360       ,2          ,3360    ,2             ,0       ,0             ,0       ,0             ,0       ,0             ,
24       ,0.000  ,3683       ,9          ,3683    ,9             ,0       ,0             ,0       ,0             ,0       ,0             ,
25       ,0.000  ,3727       ,1          ,3727    ,1             ,0       ,0             ,0       ,0             ,0       ,0             ,
26       ,0.000  ,3566       ,-5         ,3566    ,-5            ,0       ,0             ,0       ,0             ,0       ,0             ,
27       ,0.000  ,3700       ,3          ,3700    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
28       ,0.000  ,3835       ,3          ,3835    ,3             ,0       ,0             ,0       ,0             ,0       ,0             ,
29       ,0.000  ,4166       ,8          ,4166    ,8             ,0       ,0             ,0       ,0             ,0       ,0             ,
30       ,0.000  ,3942       ,-6         ,3942    ,-6            ,0       ,0             ,0       ,0             ,0       ,0             ,
31       ,0.000  ,3978       ,0          ,3978    ,0             ,0       ,0             ,0       ,0             ,0       ,0             ,
32       ,0.000  ,3683       ,-8         ,3683    ,-8            ,0       ,0             ,0       ,0             ,0       ,0             ,
33       ,0.000  ,4229       ,14         ,4229    ,14            ,0       ,0             ,0       ,0             ,0       ,0             ,
34       ,0.000  ,3888       ,-9         ,3888    ,-9            ,0       ,0             ,0       ,0             ,0       ,0             ,
35       ,0.000  ,3593       ,-8         ,3593    ,-8            ,0       ,0             ,0       ,0             ,0       ,0             ,
36       ,0.000  ,3315       ,-8         ,3315    ,-8            ,0       ,0             ,0       ,0             ,0       ,0             ,
37       ,0.000  ,0          ,-100       ,0       ,-100          ,0       ,0             ,0       ,0             ,0       ,0             ,
