GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,13.4        ,33.1        ,34.1        ,
-1       ,31.5        ,35.4        ,36.1        ,
0        ,31.4        ,33.8        ,35.7        ,
1        ,33.1        ,34.3        ,35.1        ,
2        ,31.8        ,32.4        ,34.5        ,
3        ,31.1        ,32.4        ,33.5        ,
4        ,30.0        ,31.0        ,32.9        ,
5        ,29.4        ,29.5        ,31.8        ,
6        ,29.1        ,29.3        ,31.5        ,
7        ,28.5        ,29.5        ,30.7        ,
8        ,27.9        ,28.7        ,30.3        ,
9        ,27.3        ,28.0        ,29.8        ,
10       ,26.9        ,27.8        ,29.1        ,
11       ,26.7        ,27.5        ,29.0        ,
12       ,26.3        ,28.4        ,28.9        ,
13       ,25.9        ,26.8        ,28.5        ,
14       ,25.5        ,26.0        ,27.4        ,
15       ,25.0        ,25.5        ,27.1        ,
16       ,24.4        ,25.3        ,26.3        ,
17       ,24.0        ,24.2        ,26.6        ,
18       ,23.7        ,24.6        ,26.0        ,
19       ,23.4        ,23.9        ,25.6        ,
20       ,23.3        ,25.0        ,25.8        ,
21       ,23.2        ,23.8        ,25.9        ,
22       ,23.2        ,24.9        ,26.0        ,
23       ,23.0        ,23.8        ,25.2        ,
24       ,22.8        ,24.2        ,25.8        ,
25       ,22.5        ,22.9        ,25.3        ,
26       ,22.1        ,23.2        ,25.3        ,
27       ,22.0        ,22.7        ,24.8        ,
28       ,21.2        ,22.3        ,24.8        ,
29       ,20.8        ,21.2        ,23.7        ,
30       ,20.1        ,22.0        ,23.0        ,
31       ,20.0        ,21.5        ,23.2        ,
32       ,20.0        ,20.8        ,24.7        ,
33       ,19.0        ,20.3        ,22.9        ,
34       ,18.2        ,18.5        ,23.9        ,
35       ,18.2        ,19.5        ,22.3        ,
36       ,16.3        ,16.3        ,21.3        ,
37       ,2.4         ,11.0        ,18.0        ,
