GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.5        ,32.7        ,33.9        ,
0        ,32.2        ,33.3        ,35.3        ,
1        ,33.1        ,33.2        ,35.3        ,
2        ,32.1        ,32.4        ,34.9        ,
3        ,31.8        ,31.9        ,35.7        ,
4        ,31.6        ,32.0        ,36.6        ,
5        ,30.8        ,30.9        ,36.2        ,
6        ,30.0        ,30.0        ,34.7        ,
7        ,29.6        ,30.6        ,34.5        ,
8        ,30.1        ,30.1        ,33.3        ,
9        ,29.6        ,31.0        ,35.4        ,
10       ,30.0        ,31.4        ,35.3        ,
11       ,30.0        ,30.5        ,35.5        ,
12       ,29.4        ,30.3        ,35.3        ,
13       ,28.7        ,28.7        ,35.0        ,
14       ,28.7        ,29.0        ,32.0        ,
15       ,28.8        ,29.0        ,33.5        ,
16       ,28.7        ,29.4        ,33.8        ,
17       ,28.4        ,29.3        ,34.1        ,
18       ,28.4        ,29.6        ,33.9        ,
19       ,27.8        ,27.8        ,33.0        ,
20       ,27.3        ,28.9        ,31.8        ,
21       ,28.1        ,28.6        ,30.6        ,
22       ,27.8        ,29.9        ,32.6        ,
23       ,28.0        ,28.8        ,32.7        ,
24       ,28.6        ,30.5        ,32.6        ,
25       ,28.6        ,29.3        ,32.5        ,
26       ,28.2        ,30.5        ,33.0        ,
27       ,26.1        ,26.6        ,31.0        ,
28       ,26.1        ,28.1        ,32.0        ,
29       ,27.2        ,28.1        ,31.7        ,
30       ,27.1        ,29.3        ,31.4        ,
31       ,27.9        ,29.5        ,30.8        ,
32       ,27.7        ,30.4        ,32.2        ,
33       ,25.6        ,25.6        ,30.7        ,
34       ,24.6        ,26.0        ,29.4        ,
35       ,24.6        ,28.4        ,29.6        ,
36       ,27.5        ,29.0        ,29.4        ,
37       ,26.2        ,26.7        ,29.0        ,
38       ,25.5        ,41.5        ,41.6        ,
39       ,41.5        ,43.0        ,47.4        ,
40       ,28.9        ,28.9        ,43.0        ,
41       ,26.7        ,27.5        ,33.7        ,
42       ,26.1        ,28.9        ,28.9        ,
