GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,5           ,5           ,5           ,
0        ,5           ,75          ,93          ,
1        ,64          ,79          ,80          ,
2        ,66          ,83          ,86          ,
3        ,65          ,83          ,86          ,
4        ,63          ,77          ,86          ,
5        ,60          ,73          ,83          ,
6        ,66          ,78          ,87          ,
7        ,72          ,89          ,89          ,
8        ,77          ,83          ,90          ,
9        ,62          ,83          ,87          ,
10       ,60          ,77          ,87          ,
11       ,47          ,69          ,81          ,
12       ,49          ,73          ,77          ,
13       ,56          ,84          ,84          ,
14       ,71          ,85          ,88          ,
15       ,66          ,85          ,89          ,
16       ,63          ,86          ,88          ,
17       ,62          ,86          ,88          ,
18       ,64          ,84          ,89          ,
19       ,72          ,89          ,89          ,
20       ,74          ,88          ,89          ,
21       ,77          ,88          ,89          ,
22       ,69          ,88          ,89          ,
23       ,78          ,86          ,90          ,
24       ,73          ,86          ,88          ,
25       ,69          ,88          ,91          ,
26       ,74          ,85          ,90          ,
27       ,78          ,87          ,88          ,
28       ,74          ,89          ,89          ,
29       ,77          ,89          ,89          ,
30       ,81          ,85          ,90          ,
31       ,84          ,86          ,90          ,
32       ,84          ,92          ,94          ,
33       ,81          ,85          ,93          ,
34       ,62          ,85          ,86          ,
35       ,79          ,90          ,91          ,
36       ,88          ,90          ,93          ,
37       ,89          ,91          ,92          ,
38       ,73          ,96          ,97          ,
39       ,88          ,89          ,100         ,
40       ,70          ,92          ,92          ,
41       ,71          ,92          ,99          ,
42       ,5           ,5           ,99          ,
