GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,30.5        ,33.5        ,35.6        ,
1        ,33.2        ,33.3        ,36.6        ,
2        ,32.5        ,32.8        ,35.9        ,
3        ,31.8        ,31.9        ,35.5        ,
4        ,31.1        ,31.3        ,34.5        ,
5        ,30.9        ,32.1        ,36.4        ,
6        ,30.8        ,31.8        ,36.2        ,
7        ,30.9        ,31.2        ,35.9        ,
8        ,29.5        ,30.5        ,35.8        ,
9        ,29.3        ,29.5        ,35.0        ,
10       ,29.3        ,29.5        ,32.7        ,
11       ,29.3        ,29.6        ,33.7        ,
12       ,29.4        ,30.2        ,34.0        ,
13       ,29.3        ,29.3        ,34.0        ,
14       ,29.0        ,29.4        ,33.6        ,
15       ,28.1        ,28.1        ,33.5        ,
16       ,27.8        ,28.7        ,32.6        ,
17       ,28.2        ,28.5        ,31.2        ,
18       ,27.6        ,28.8        ,32.6        ,
19       ,27.7        ,28.4        ,32.9        ,
20       ,27.8        ,30.1        ,32.8        ,
21       ,28.7        ,29.4        ,32.3        ,
22       ,28.3        ,30.5        ,32.7        ,
23       ,26.6        ,28.0        ,31.2        ,
24       ,27.4        ,28.0        ,32.2        ,
25       ,27.4        ,28.0        ,32.5        ,
26       ,26.8        ,28.9        ,33.2        ,
27       ,28.0        ,29.3        ,31.9        ,
28       ,27.6        ,29.9        ,32.5        ,
29       ,25.6        ,25.6        ,30.1        ,
30       ,24.8        ,26.0        ,31.0        ,
31       ,24.6        ,28.2        ,31.3        ,
32       ,27.3        ,29.0        ,30.2        ,
33       ,27.1        ,27.1        ,29.9        ,
34       ,26.5        ,27.6        ,30.5        ,
35       ,27.0        ,27.0        ,29.9        ,
36       ,26.9        ,27.8        ,30.2        ,
37       ,27.2        ,28.2        ,30.3        ,
38       ,25.9        ,27.5        ,28.3        ,
39       ,27.5        ,30.7        ,30.7        ,
