GrowthDay,MinimumValue,AverageValue,MaximumValue,
0        ,74          ,84          ,93          ,
1        ,73          ,86          ,89          ,
2        ,77          ,88          ,89          ,
3        ,79          ,90          ,90          ,
4        ,83          ,89          ,91          ,
5        ,65          ,88          ,92          ,
6        ,64          ,87          ,90          ,
7        ,55          ,79          ,87          ,
8        ,57          ,80          ,86          ,
9        ,65          ,87          ,88          ,
10       ,79          ,89          ,91          ,
11       ,74          ,90          ,92          ,
12       ,73          ,90          ,93          ,
13       ,73          ,91          ,92          ,
14       ,74          ,91          ,93          ,
15       ,82          ,93          ,94          ,
16       ,83          ,93          ,94          ,
17       ,84          ,93          ,94          ,
18       ,80          ,94          ,94          ,
19       ,84          ,94          ,95          ,
20       ,84          ,93          ,95          ,
21       ,79          ,94          ,95          ,
22       ,85          ,87          ,95          ,
23       ,81          ,87          ,89          ,
24       ,77          ,89          ,89          ,
25       ,78          ,89          ,90          ,
26       ,75          ,88          ,90          ,
27       ,84          ,88          ,89          ,
28       ,80          ,90          ,91          ,
29       ,84          ,86          ,90          ,
30       ,57          ,86          ,88          ,
31       ,77          ,89          ,89          ,
32       ,88          ,90          ,90          ,
33       ,87          ,89          ,90          ,
34       ,87          ,91          ,91          ,
35       ,89          ,91          ,91          ,
36       ,90          ,91          ,92          ,
37       ,88          ,91          ,92          ,
38       ,91          ,92          ,92          ,
39       ,92          ,93          ,93          ,
