GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,24.5        ,25.4        ,27.9        ,
-1       ,25.4        ,32.6        ,33.1        ,
0        ,32.1        ,33.5        ,33.9        ,
1        ,32.5        ,32.6        ,33.8        ,
2        ,31.9        ,32.3        ,33.4        ,
3        ,31.2        ,31.9        ,33.1        ,
4        ,30.6        ,31.3        ,32.4        ,
5        ,30.1        ,30.5        ,31.8        ,
6        ,29.6        ,29.9        ,31.1        ,
7        ,29.0        ,29.6        ,30.4        ,
8        ,28.8        ,29.1        ,30.2        ,
9        ,28.1        ,28.7        ,30.2        ,
10       ,27.8        ,28.1        ,29.8        ,
11       ,27.7        ,28.3        ,29.1        ,
12       ,27.4        ,28.1        ,29.5        ,
13       ,27.4        ,27.9        ,29.1        ,
14       ,27.8        ,27.9        ,29.6        ,
15       ,26.7        ,26.9        ,29.5        ,
16       ,26.4        ,26.7        ,29.1        ,
17       ,26.0        ,26.0        ,28.4        ,
18       ,25.0        ,27.2        ,27.9        ,
19       ,25.4        ,25.5        ,29.9        ,
20       ,24.0        ,24.2        ,26.3        ,
21       ,24.0        ,24.5        ,26.2        ,
22       ,24.0        ,24.0        ,25.2        ,
23       ,22.8        ,23.1        ,25.2        ,
24       ,21.8        ,22.0        ,25.0        ,
25       ,21.6        ,23.4        ,25.7        ,
26       ,22.8        ,23.3        ,26.9        ,
27       ,22.7        ,24.1        ,25.7        ,
28       ,22.7        ,22.8        ,24.9        ,
29       ,20.8        ,20.9        ,24.5        ,
30       ,20.3        ,21.2        ,24.9        ,
31       ,20.5        ,21.6        ,25.7        ,
32       ,21.4        ,23.2        ,25.7        ,
33       ,21.9        ,22.1        ,24.8        ,
34       ,20.3        ,20.4        ,25.7        ,
35       ,20.0        ,20.9        ,26.2        ,
36       ,19.7        ,19.9        ,24.0        ,
37       ,14.0        ,19.0        ,20.2        ,
38       ,17.1        ,18.1        ,19.0        ,
