GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,42          ,44          ,45          ,
0        ,31          ,49          ,51          ,
1        ,39          ,51          ,53          ,
2        ,44          ,59          ,61          ,
3        ,56          ,63          ,65          ,
4        ,60          ,70          ,73          ,
5        ,67          ,73          ,76          ,
6        ,69          ,77          ,80          ,
7        ,70          ,77          ,81          ,
8        ,72          ,74          ,81          ,
9        ,70          ,79          ,84          ,
10       ,72          ,76          ,85          ,
11       ,71          ,75          ,84          ,
12       ,69          ,75          ,84          ,
13       ,70          ,78          ,84          ,
14       ,74          ,80          ,86          ,
15       ,73          ,81          ,86          ,
16       ,75          ,76          ,85          ,
17       ,69          ,75          ,84          ,
18       ,64          ,71          ,82          ,
19       ,59          ,75          ,83          ,
20       ,61          ,74          ,82          ,
21       ,70          ,77          ,84          ,
22       ,69          ,79          ,86          ,
23       ,66          ,75          ,87          ,
24       ,67          ,78          ,86          ,
25       ,70          ,77          ,87          ,
26       ,69          ,74          ,85          ,
27       ,67          ,77          ,85          ,
28       ,70          ,71          ,84          ,
29       ,69          ,76          ,84          ,
30       ,67          ,72          ,86          ,
31       ,66          ,75          ,84          ,
32       ,65          ,78          ,85          ,
33       ,60          ,78          ,86          ,
34       ,60          ,77          ,87          ,
35       ,59          ,77          ,87          ,
36       ,63          ,82          ,90          ,
37       ,68          ,80          ,91          ,
38       ,不详          ,不详          ,不详          ,
