GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.6        ,33.1        ,33.7        ,
0        ,32.3        ,34.4        ,35.7        ,
1        ,33.1        ,33.5        ,35.4        ,
2        ,32.3        ,33.1        ,34.4        ,
3        ,31.2        ,31.9        ,33.2        ,
4        ,30.4        ,30.9        ,32.4        ,
5        ,29.5        ,29.7        ,32.0        ,
6        ,28.8        ,29.3        ,31.0        ,
7        ,29.0        ,30.4        ,30.9        ,
8        ,28.6        ,29.9        ,30.8        ,
9        ,27.8        ,28.5        ,30.3        ,
10       ,27.4        ,27.9        ,29.9        ,
11       ,26.9        ,27.5        ,29.6        ,
12       ,26.6        ,27.5        ,29.2        ,
13       ,26.4        ,27.4        ,28.9        ,
14       ,25.9        ,26.8        ,28.5        ,
15       ,25.6        ,26.1        ,27.8        ,
16       ,24.7        ,25.5        ,27.4        ,
17       ,24.4        ,25.6        ,26.8        ,
18       ,24.1        ,24.7        ,26.4        ,
19       ,23.8        ,24.7        ,25.8        ,
20       ,23.5        ,24.1        ,25.4        ,
21       ,23.3        ,24.2        ,25.5        ,
22       ,23.0        ,24.0        ,25.7        ,
23       ,22.8        ,24.4        ,25.4        ,
24       ,22.7        ,22.8        ,25.1        ,
25       ,22.4        ,24.2        ,24.9        ,
26       ,22.0        ,22.9        ,24.4        ,
27       ,21.9        ,23.0        ,24.4        ,
28       ,21.7        ,21.9        ,24.3        ,
29       ,20.8        ,22.1        ,23.8        ,
30       ,20.5        ,20.8        ,23.4        ,
31       ,20.1        ,21.4        ,22.7        ,
32       ,19.8        ,21.1        ,23.5        ,
33       ,19.7        ,20.9        ,25.0        ,
34       ,19.2        ,19.8        ,23.1        ,
35       ,18.6        ,19.2        ,23.2        ,
36       ,18.1        ,19.1        ,22.3        ,
37       ,17.1        ,17.5        ,21.6        ,
38       ,3.1         ,11.4        ,19.7        ,
