DOCdate,DOCAmount,HouseArea,Density,BirdsVariety,HESource,HEAge,Age,Harveststatus,EstimatedSlaughterDate ,FarmName,FarmSupervisor,HouseAmount,Batch,eef_flg,eef
"04.2024-11-27,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,356.0592537824331
"04.2024-11-27,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"02.下朱溪一,樟树后,洋坑,牛苦坑,..","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),1,404.67692590552974
"03.2024-10-28,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","02.48W,37W,47W,38W,..",03.[38.0 ~ inf),"03.2025-03-24,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,341.5102300720416
"03.2024-10-28,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","02.48W,37W,47W,38W,..",03.[38.0 ~ inf),"03.2025-03-24,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,365.84125227844976
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"03.2025-03-24,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,364.5105792605793
"04.2024-11-27,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","02.48W,37W,47W,38W,..",01.[36.0 ~ 37.0),"04.2025-03-19,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),1,392.5935121361195
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),1,401.44315588099647
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",03.[38.0 ~ inf),"03.2025-03-24,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,383.0697777759092
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",03.[38.0 ~ inf),"03.2025-03-24,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,300.54195269202705
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",03.[38.0 ~ inf),"02.2025-02-17,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,338.0586755150186
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",03.[38.0 ~ inf),"02.2025-02-17,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,338.90335497008715
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",03.[38.0 ~ inf),"02.2025-02-17,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,358.95215666783804
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",03.[38.0 ~ inf),"02.2025-02-17,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,359.2044402306678
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",03.[38.0 ~ inf),"02.2025-02-17,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,353.0227637062412
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",03.[38.0 ~ inf),"02.2025-02-17,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,333.9689301134612
"03.2024-10-28,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",03.[38.0 ~ inf),"03.2025-03-24,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),1,434.891871280064
"03.2024-10-28,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","03.46.0,27.0,30.0,5..",03.[38.0 ~ inf),"04.2025-03-19,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,361.5638354420701
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,385.7483125791296
"03.2024-10-28,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",03.[38.0 ~ inf),"03.2025-03-24,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,332.4353453933455
"03.2024-10-28,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",03.[38.0 ~ inf),"03.2025-03-24,2025-..","02.2025-02-12,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,330.9677019468308
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,374.6490951570926
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","03.46.0,27.0,30.0,5..",03.[38.0 ~ inf),"03.2025-03-24,2025-..","03.2025-01-21,2025-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,337.61161197962747
"04.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"05.2024-12-06,2025-..","04.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),0,382.9001712344731
"04.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"05.2024-12-06,2025-..","04.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),0,387.17282042192255
"04.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","00.L7,L6,大岭头","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"05.2024-12-06,2025-..","04.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),1,401.2390961908652
"04.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","00.L7,L6,大岭头","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"05.2024-12-06,2025-..","04.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),0,371.9376929012345
"04.2024-11-27,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","00.L7,L6,大岭头","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"05.2024-12-06,2025-..","04.2025-01-03,2024-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),1,397.3014011087704
"03.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","03.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,123.14183817371008
"03.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","03.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,287.1321122253092
"03.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","03.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,212.5141744180682
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,228.2999348400716
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,263.9176892092291
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,235.47784869135967
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"04.2025-03-19,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,223.2732159952144
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,285.3598252589078
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,283.8598818238432
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,252.1089922880693
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,215.60017585703875
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,187.40255698362373
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,239.16264374582988
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,269.55456080345283
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,306.7758773101842
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,195.4159140524105
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,294.4700799253626
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,300.61207768523866
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","02.48W,37W,47W,38W,..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,261.16982817230587
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","02.48W,37W,47W,38W,..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,258.9847615248643
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","03.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,219.9758248037163
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","03.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,228.9701209091774
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","03.2025-01-21,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,309.1634782320039
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,212.0906179514969
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,224.6871987289592
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,280.99656536409475
"02.2024-11-17,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"03.2025-03-24,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,199.5468955587779
"02.2024-11-17,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"03.2025-03-24,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,254.7135741480228
"02.2024-11-17,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"03.2025-03-24,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,249.6102567066705
"02.2024-11-17,2024-..",00.[-inf ~ 26400.0),00.[-inf ~ 1670.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"03.2025-03-24,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,236.83969294666048
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,297.056298755705
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,277.9474070239791
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,291.6432563295589
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,264.03938411479385
