DOCdate,DOCAmount,HouseArea,Density,BirdsVariety,HESource,HEAge,Age,Harveststatus,EstimatedSlaughterDate ,FarmName,FarmSupervisor,HouseAmount,Batch,eef_flg,eef
"03.2024-10-28,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"04.2025-03-19,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,380.0372952720924
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L5,L4,大岗垅平,L3","02.48W,37W,47W,38W,..",00.[-inf ~ 36.0),"04.2025-03-19,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,319.4217115069253
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","00.35.0,39.0,51.0,2..",00.[-inf ~ 36.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,349.3489988711262
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,343.0393382838539
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,325.77311471280933
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",00.[-inf ~ 36.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,321.3319096841123
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,348.47274695935806
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,359.3196875297888
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",00.[-inf ~ 36.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,318.55521981959055
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,341.82694485952567
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",00.[-inf ~ 36.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,337.56359306846434
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",00.[-inf ~ 36.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,371.7207572770804
"03.2024-10-28,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"04.2025-03-19,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,357.7806689059025
"04.2024-11-27,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,352.4034472820671
"04.2024-11-27,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L5,L4,大岗垅平,L3","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),1,391.56962034326506
"04.2024-11-27,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L5,L4,大岗垅平,L3","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),1,392.8325733419621
"04.2024-11-27,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","01.L5,L4,大岗垅平,L3","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"04.2025-03-19,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,358.87813061541664
"01.2025-01-15,2025-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","00.35.0,39.0,51.0,2..",00.[-inf ~ 36.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,342.0280037950756
"02.2024-11-17,2024-..",04.[36800.0 ~ inf),05.[2468.4 ~ inf),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","02.下朱溪一,樟树后,洋坑,牛苦坑,..","03.46.0,27.0,30.0,5..",01.[36.0 ~ 37.0),"02.2025-02-17,2025-..","00.2024-12-09,2024-..","03.G31,G32","03.姚闯,张玉风",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,339.0663405607954
"03.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"03.2025-03-24,2025-..","03.2025-01-21,2025-..","05.G27,G09,GTF","05.戈兆康,杨文杰,罗冲",00.[-inf ~ 10.0),00.[-inf ~ inf),0,310.27185349761044
"03.2024-10-28,2025-..",00.[-inf ~ 26400.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"00.SZ901plus,SZ901P..","00.L7,L6,大岭头","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"03.2025-03-24,2025-..","03.2025-01-21,2025-..","05.G27,G09,GTF","05.戈兆康,杨文杰,罗冲",00.[-inf ~ 10.0),00.[-inf ~ inf),0,349.2432152284495
"03.2024-10-28,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","03.46.0,27.0,30.0,5..",02.[37.0 ~ 38.0),"03.2025-03-24,2025-..","03.2025-01-21,2025-..","05.G27,G09,GTF","05.戈兆康,杨文杰,罗冲",00.[-inf ~ 10.0),00.[-inf ~ inf),0,310.8488907242151
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,326.81080149043703
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,348.513406225772
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,282.6439437513636
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,249.745492636847
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,285.82301894115034
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",00.[-inf ~ 36.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,288.04901024398936
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"04.cobb,SZ901/
SZ90..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,259.89401060891186
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,277.94700915026425
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,282.7102608992772
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"01.2024-12-17,2024-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,225.0238443241508
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,347.88050133758145
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,367.50098280098285
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,343.4980131341954
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,371.1568926421143
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,262.8808912253014
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,236.933262831042
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,329.3298674967722
"01.2025-01-15,2025-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,369.68012676755313
"00.2024-11-01,2024-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,323.1016819676468
"01.2025-01-15,2025-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","02.48W,37W,47W,38W,..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","01.G06,G1A,G16,G30,..","02.张明明,史成志,高阳阳,丁家宝,..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,375.178885842693
"01.2025-01-15,2025-..",03.[30500.0 ~ 36800.0),03.[1861.44 ~ 1978.56),01.[15.74740207833733 ~ inf),"04.cobb,SZ901/
SZ90..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),0,346.07815265391866
"01.2025-01-15,2025-..",03.[30500.0 ~ 36800.0),03.[1861.44 ~ 1978.56),01.[15.74740207833733 ~ inf),"04.cobb,SZ901/
SZ90..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),0,342.1753882778105
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"01.2024-12-17,2024-..","01.2025-03-07,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),0,374.93910000216033
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","01.2025-03-07,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),0,348.6991457350078
"00.2024-11-01,2024-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"01.2024-12-17,2024-..","01.2025-03-07,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",00.[-inf ~ 10.0),00.[-inf ~ inf),0,338.42039493173445
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,275.94674301768066
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,336.37678860639375
"01.2025-01-15,2025-..",01.[26400.0 ~ 27300.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",01.[36.0 ~ 37.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,241.25478038718177
"01.2025-01-15,2025-..",01.[26400.0 ~ 27300.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","01.48.0,32W,45.0,30..",02.[37.0 ~ 38.0),"00.2025-01-09,2025-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,372.23281978134656
"01.2025-01-15,2025-..",00.[-inf ~ 26400.0),01.[1670.0 ~ 1744.0),00.[-inf ~ 15.74740207833733),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,279.72174927288734
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,295.42344958534613
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),1,391.16493829348576
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),03.[1861.44 ~ 1978.56),00.[-inf ~ 15.74740207833733),"01.SZ901,Cobb 500,9..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,302.80621276147
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),02.[1744.0 ~ 1861.44),01.[15.74740207833733 ~ inf),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,216.8774610983611
"01.2025-01-15,2025-..",02.[27300.0 ~ 30500.0),02.[1744.0 ~ 1861.44),01.[15.74740207833733 ~ inf),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","04.G02,G23,G28,G03","04.陈铁楠,陈智,公赔河",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,237.7203621569612
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),01.[15.74740207833733 ~ inf),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,332.5986415621311
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),01.[15.74740207833733 ~ inf),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",01.[36.0 ~ 37.0),"00.2025-01-09,2025-..","02.2025-02-12,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,170.89632654620942
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),01.[15.74740207833733 ~ inf),"03.901plus,SZ901 PI..","00.L7,L6,大岭头","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,236.831526481863
"00.2024-11-01,2024-..",03.[30500.0 ~ 36800.0),04.[1978.56 ~ 2468.4),00.[-inf ~ 15.74740207833733),02.Cobb,"01.L5,L4,大岗垅平,L3","00.35.0,39.0,51.0,2..",02.[37.0 ~ 38.0),"01.2024-12-17,2024-..","02.2025-02-12,2025-..","01.G06,G1A,G16,G30,..","01.李芳昌,薄明龙,王勇,李明,张换..",01.[10.0 ~ 22.0),00.[-inf ~ inf),0,263.5712639746554
