Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,name
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,平均温度变化率_35.0
Missing,295,0.2599118942731278,244,51,0.17288135593220338,0.1954869577921452,0.009358767880849045,0.0011679867937292726,平均温度变化率_35.0
,1135,1.0,905,230,0.2026431718061674,,0.12197923168880524,0.014754941642426949,平均温度变化率_35.0
"(-inf, -0.07)",59,0.051982378854625554,54,5,0.0847457627118644,1.0096904993534432,0.038296932464066465,0.004593599903127074,最低温度变化率_16.0
"[-0.07, 0.00)",255,0.22466960352422907,215,40,0.1568627450980392,0.31190293923699564,0.019854498894500094,0.0024718010727948405,最低温度变化率_16.0
"[0.00, 0.00)",65,0.05726872246696035,46,19,0.2923076923076923,-0.4856532174540763,0.015434042918369983,0.0019105164882216863,最低温度变化率_16.0
"[0.00, 0.00)",60,0.05286343612334802,35,25,0.4166666666666667,-1.0333833981555178,0.07235917861213871,0.008662775498468483,最低温度变化率_16.0
"[0.00, 0.00)",161,0.14185022026431718,125,36,0.2236024844720497,-0.12506083593053963,0.00230114341395132,0.00028745562335267833,最低温度变化率_16.0
"[0.00, 0.01)",114,0.10044052863436123,89,25,0.21929824561403508,-0.10009508991279148,0.0010362955501420413,0.00012948289442036784,最低温度变化率_16.0
"[0.01, inf)",151,0.13303964757709252,121,30,0.1986754966887417,0.024737529157854876,8.081441185367068e-05,1.0101543916640342e-05,最低温度变化率_16.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最低温度变化率_16.0
Missing,270,0.23788546255506607,220,50,0.18518518518518517,0.11174890614748478,0.002872239480610343,0.0003588432391217235,最低温度变化率_16.0
,1135,1.0,905,230,0.2026431718061674,,0.15223514574563266,0.018424576263423496,最低温度变化率_16.0
"(-inf, 0.86)",67,0.059030837004405284,49,18,0.26865671641791045,-0.36840709456226883,0.008884956111950951,0.001104381100137092,温度6-平均_MEAN_33.0
"[0.86, 22.79)",669,0.5894273127753304,536,133,0.19880418535127056,0.0239293980723172,0.0003351150390622385,4.188838047255094e-05,温度6-平均_MEAN_33.0
"[22.79, 25.31)",57,0.050220264317180616,56,1,0.017543859649122806,2.6554960559584186,0.15277235296710096,0.014930903350467564,温度6-平均_MEAN_33.0
"[25.31, 27.90)",57,0.050220264317180616,52,5,0.08771929824561403,0.9719501713705962,0.034717509123902875,0.004176551479651279,温度6-平均_MEAN_33.0
"[27.90, inf)",77,0.06784140969162995,53,24,0.3116883116883117,-0.5776175515725545,0.026445809591575515,0.003260524007141828,温度6-平均_MEAN_33.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,温度6-平均_MEAN_33.0
Missing,208,0.18325991189427313,159,49,0.23557692307692307,-0.19277173066712572,0.007200577496694222,0.0008986811243767712,温度6-平均_MEAN_33.0
,1135,1.0,905,230,0.2026431718061674,,0.23035632033028677,0.024412929442247086,温度6-平均_MEAN_33.0
"(-inf, 998.64)",77,0.06784140969162995,63,14,0.18181818181818182,0.1342217619995434,0.001173594075614551,0.00014658923947446102,ELECTRICITY_COST
"[998.64, 1173.44)",63,0.055506607929515416,55,8,0.12698412698412698,0.5580360087759042,0.014503842457255063,0.0017898168400165533,ELECTRICITY_COST
"[1173.44, 1278.32)",72,0.06343612334801763,69,3,0.041666666666666664,1.765638581152419,0.11158767972644765,0.012379075329313552,ELECTRICITY_COST
"[1278.32, 1393.84)",96,0.08458149779735682,82,14,0.14583333333333334,0.3978062828722637,0.011830030703719966,0.001469079817669269,ELECTRICITY_COST
"[1393.84, 2649.36)",426,0.37533039647577093,343,83,0.19483568075117372,0.0490342045926111,0.0008892823556911201,0.00011114915960782137,ELECTRICITY_COST
"[2649.36, inf)",399,0.3515418502202643,293,106,0.2656641604010025,-0.3531221198717305,0.04841751285678207,0.0060209388953828755,ELECTRICITY_COST
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,ELECTRICITY_COST
Missing,2,0.001762114537444934,0,2,0.0,0.0,0.0,0.0,ELECTRICITY_COST
,1135,1.0,905,230,0.2026431718061674,,0.1884019421755104,0.021916649281464532,ELECTRICITY_COST
"(-inf, -0.00)",141,0.12422907488986784,94,47,0.3333333333333333,-0.6767084542167855,0.06799595157311587,0.008340943092539865,最低温度变化率_21.0
"[-0.00, 0.00)",92,0.08105726872246696,77,15,0.16304347826086957,0.26589958597474284,0.005282223338964986,0.0006583396278063538,最低温度变化率_21.0
"[0.00, 0.00)",62,0.05462555066079295,58,4,0.06451612903225806,1.304293014649798,0.06090669278114839,0.007115779641995453,最低温度变化率_21.0
"[0.00, 0.00)",91,0.0801762114537445,81,10,0.10989010989010989,0.7220084269016624,0.03323007797126075,0.004065825187113976,最低温度变化率_21.0
"[0.00, 0.07)",490,0.43171806167400884,386,104,0.21224489795918366,-0.05840916445327249,0.0014984623501343997,0.00018728117226702104,最低温度变化率_21.0
"[0.07, inf)",71,0.06255506607929516,53,18,0.2535211267605634,-0.28993547912077355,0.005710955870262657,0.0007113795415414313,最低温度变化率_21.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最低温度变化率_21.0
Missing,188,0.1656387665198238,156,32,0.1702127659574468,0.21426446967307977,0.007123277108516512,0.0008887102866335875,最低温度变化率_21.0
,1135,1.0,905,230,0.2026431718061674,,0.18174764099340357,0.021968258549897687,最低温度变化率_21.0
"(-inf, -0.00)",58,0.05110132158590308,41,17,0.29310344827586204,-0.4894969121286389,0.014004103347230588,0.0017332431615087697,最高温度变化率_21.0
"[-0.00, -0.00)",135,0.11894273127753303,111,24,0.17777777777777778,0.16162073618765782,0.0029583233479460805,0.00036938846872690886,最高温度变化率_21.0
"[-0.00, 0.00)",170,0.14977973568281938,147,23,0.13529411764705881,0.485082736072856,0.030284170815598175,0.0037488378746426236,最高温度变化率_21.0
"[0.00, 0.00)",72,0.06343612334801763,67,5,0.06944444444444445,1.2253990721801349,0.06408104204026312,0.007543806231969983,最高温度变化率_21.0
"[0.00, 0.00)",263,0.23171806167400882,213,50,0.19011406844106463,0.0794135255045485,0.0014268872706558282,0.00017831405550133156,最高温度变化率_21.0
"[0.00, 0.00)",129,0.11365638766519824,91,38,0.29457364341085274,-0.4965822879862667,0.03211144653516765,0.003973190567595028,最高温度变化率_21.0
"[0.00, inf)",157,0.13832599118942732,109,48,0.3057324840764331,-0.5497087634554779,0.04851381208108157,0.005989008189367949,最高温度变化率_21.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最高温度变化率_21.0
Missing,151,0.13303964757709252,126,25,0.16556291390728478,0.2475504473065464,0.007557929822883033,0.0009423363076294681,最高温度变化率_21.0
,1135,1.0,905,230,0.2026431718061674,,0.20093771526082602,0.024478124856942063,最高温度变化率_21.0
"(-inf, -0.00)",149,0.13127753303964756,106,43,0.28859060402684567,-0.46761665635822625,0.03265341388501953,0.004044890239321693,最高温度变化率_27.0
"[-0.00, -0.00)",75,0.06607929515418502,59,16,0.21333333333333335,-0.06490691311079266,0.0002837631080029841,3.546416341741743e-05,最高温度变化率_27.0
"[-0.00, 0.00)",81,0.07136563876651983,68,13,0.16049382716049382,0.2847027129378392,0.005300134579073394,0.0006602883213491671,最高温度变化率_27.0
"[0.00, 0.00)",63,0.055506607929515416,58,5,0.07936507936507936,1.0811494633355883,0.04578588767380836,0.005459830079776926,最高温度变化率_27.0
"[0.00, 0.00)",135,0.11894273127753303,114,21,0.15555555555555556,0.32182037589434165,0.011155099745749094,0.0013884011889923834,最高温度变化率_27.0
"[0.00, 0.00)",57,0.050220264317180616,48,9,0.15789473684210525,0.3041207987949408,0.004229784830705517,0.0005266949252489776,最高温度变化率_27.0
"[0.00, 0.00)",220,0.19383259911894274,172,48,0.21818181818181817,-0.09356216887116853,0.0017440365852516642,0.0002179250918708667,最高温度变化率_27.0
"[0.00, inf)",247,0.21762114537444935,190,57,0.23076923076923078,-0.16588283045079488,0.006283863166488199,0.0007845835404916273,最高温度变化率_27.0
Special,0,0.0,0,0,0.0,0.0,0.0,0.0,最高温度变化率_27.0
Missing,108,0.09515418502202644,90,18,0.16666666666666666,0.2395822776573695,0.00507594448459764,0.0006329799152704789,最高温度变化率_27.0
,1135,1.0,905,230,0.2026431718061674,,0.11251192805869638,0.013751057465739538,最高温度变化率_27.0
