GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,不详          ,不详          ,不详          ,
0        ,26          ,65          ,65          ,
1        ,54          ,70          ,70          ,
2        ,57          ,77          ,77          ,
3        ,57          ,76          ,79          ,
4        ,56          ,70          ,78          ,
5        ,51          ,69          ,73          ,
6        ,63          ,74          ,81          ,
7        ,67          ,83          ,83          ,
8        ,69          ,78          ,84          ,
9        ,55          ,80          ,83          ,
10       ,55          ,75          ,82          ,
11       ,16          ,70          ,76          ,
12       ,44          ,73          ,78          ,
13       ,46          ,80          ,81          ,
14       ,65          ,83          ,86          ,
15       ,58          ,84          ,86          ,
16       ,60          ,84          ,87          ,
17       ,53          ,84          ,86          ,
18       ,58          ,77          ,86          ,
19       ,67          ,78          ,84          ,
20       ,66          ,86          ,86          ,
21       ,73          ,86          ,88          ,
22       ,54          ,86          ,87          ,
23       ,65          ,83          ,88          ,
24       ,63          ,75          ,83          ,
25       ,56          ,86          ,86          ,
26       ,58          ,83          ,89          ,
27       ,71          ,85          ,90          ,
28       ,66          ,86          ,87          ,
29       ,57          ,76          ,86          ,
30       ,57          ,77          ,87          ,
31       ,68          ,82          ,87          ,
32       ,73          ,87          ,96          ,
33       ,63          ,79          ,87          ,
34       ,52          ,64          ,79          ,
35       ,63          ,84          ,84          ,
36       ,79          ,91          ,97          ,
37       ,87          ,89          ,94          ,
38       ,81          ,92          ,98          ,
39       ,58          ,94          ,96          ,
40       ,73          ,97          ,98          ,
41       ,74          ,91          ,100         ,
42       ,1           ,1           ,100         ,
