GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.5        ,33.0        ,38.0        ,
0        ,32.4        ,33.5        ,38.0        ,
1        ,33.2        ,33.5        ,37.3        ,
2        ,32.8        ,33.2        ,36.5        ,
3        ,31.9        ,32.0        ,36.8        ,
4        ,31.4        ,31.4        ,37.3        ,
5        ,30.5        ,30.7        ,36.8        ,
6        ,29.7        ,29.9        ,35.1        ,
7        ,29.5        ,30.4        ,34.6        ,
8        ,29.5        ,29.8        ,33.7        ,
9        ,29.4        ,30.5        ,35.4        ,
10       ,29.8        ,30.9        ,35.7        ,
11       ,29.5        ,30.0        ,35.9        ,
12       ,29.3        ,29.8        ,35.7        ,
13       ,28.8        ,28.9        ,35.7        ,
14       ,28.5        ,28.8        ,32.1        ,
15       ,28.6        ,28.8        ,33.6        ,
16       ,28.5        ,29.3        ,33.9        ,
17       ,28.6        ,29.1        ,33.9        ,
18       ,28.4        ,29.0        ,34.1        ,
19       ,27.8        ,28.0        ,32.8        ,
20       ,27.3        ,28.6        ,32.0        ,
21       ,27.7        ,27.9        ,30.8        ,
22       ,27.4        ,29.1        ,33.8        ,
23       ,27.5        ,28.1        ,33.8        ,
24       ,27.9        ,29.9        ,33.4        ,
25       ,28.4        ,28.5        ,33.1        ,
26       ,27.6        ,29.7        ,33.6        ,
27       ,25.4        ,25.7        ,30.4        ,
28       ,25.4        ,27.2        ,31.5        ,
29       ,26.3        ,27.5        ,32.2        ,
30       ,26.6        ,28.7        ,32.1        ,
31       ,27.1        ,28.8        ,30.8        ,
32       ,26.8        ,29.6        ,31.2        ,
33       ,24.7        ,24.7        ,29.8        ,
34       ,23.8        ,25.0        ,29.6        ,
35       ,24.1        ,27.6        ,29.4        ,
36       ,26.6        ,28.1        ,28.7        ,
37       ,25.8        ,25.9        ,28.0        ,
38       ,25.2        ,27.4        ,28.3        ,
39       ,25.5        ,44.0        ,45.8        ,
40       ,27.0        ,27.0        ,44.0        ,
41       ,25.4        ,27.3        ,31.8        ,
42       ,25.5        ,26.2        ,27.3        ,
