GrowthDay,MinimumValue,AverageValue,MaximumValue,
-2       ,100         ,100         ,100         ,
-1       ,67          ,86          ,100         ,
0        ,69          ,86          ,89          ,
1        ,69          ,84          ,87          ,
2        ,75          ,87          ,88          ,
3        ,72          ,90          ,91          ,
4        ,71          ,91          ,92          ,
5        ,71          ,88          ,92          ,
6        ,73          ,85          ,91          ,
7        ,76          ,87          ,89          ,
8        ,80          ,92          ,92          ,
9        ,83          ,90          ,93          ,
10       ,74          ,90          ,92          ,
11       ,75          ,89          ,92          ,
12       ,67          ,88          ,91          ,
13       ,66          ,87          ,89          ,
14       ,71          ,90          ,90          ,
15       ,77          ,91          ,92          ,
16       ,75          ,91          ,94          ,
17       ,73          ,91          ,94          ,
18       ,75          ,90          ,93          ,
19       ,75          ,90          ,93          ,
20       ,82          ,92          ,93          ,
21       ,83          ,93          ,94          ,
22       ,85          ,93          ,95          ,
23       ,81          ,95          ,96          ,
24       ,87          ,95          ,96          ,
25       ,87          ,93          ,96          ,
26       ,83          ,94          ,97          ,
27       ,89          ,94          ,96          ,
28       ,86          ,94          ,95          ,
29       ,87          ,97          ,97          ,
30       ,90          ,96          ,97          ,
31       ,91          ,95          ,97          ,
32       ,92          ,96          ,98          ,
33       ,94          ,100         ,100         ,
34       ,90          ,93          ,100         ,
35       ,79          ,94          ,94          ,
36       ,89          ,99          ,99          ,
37       ,97          ,100         ,100         ,
38       ,97          ,100         ,100         ,
39       ,100         ,100         ,100         ,
40       ,100         ,100         ,100         ,
41       ,100         ,100         ,100         ,
42       ,100         ,100         ,100         ,
43       ,100         ,100         ,100         ,
