GrowthDay,MinimumValue,AverageValue,MaximumValue,
-1       ,32.6        ,32.8        ,33.3        ,
0        ,32.4        ,33.1        ,33.7        ,
1        ,33.0        ,33.5        ,35.3        ,
2        ,32.8        ,32.8        ,37.0        ,
3        ,32.0        ,32.0        ,36.9        ,
4        ,31.0        ,31.2        ,35.1        ,
5        ,30.6        ,31.3        ,34.6        ,
6        ,30.3        ,30.4        ,33.5        ,
7        ,30.0        ,31.1        ,35.6        ,
8        ,30.3        ,31.4        ,36.0        ,
9        ,30.2        ,30.7        ,36.0        ,
10       ,29.6        ,30.2        ,35.8        ,
11       ,29.2        ,29.2        ,35.4        ,
12       ,28.9        ,29.2        ,31.9        ,
13       ,29.0        ,29.4        ,33.2        ,
14       ,29.0        ,29.5        ,33.4        ,
15       ,28.8        ,29.6        ,33.7        ,
16       ,28.8        ,29.6        ,33.7        ,
17       ,28.3        ,28.4        ,32.6        ,
18       ,27.8        ,28.8        ,32.0        ,
19       ,28.1        ,28.1        ,30.9        ,
20       ,27.7        ,29.2        ,33.3        ,
21       ,27.8        ,28.4        ,33.5        ,
22       ,28.0        ,30.3        ,33.4        ,
23       ,29.0        ,29.2        ,33.0        ,
24       ,28.2        ,30.3        ,33.3        ,
25       ,25.9        ,26.0        ,30.7        ,
26       ,25.9        ,28.0        ,31.3        ,
27       ,27.1        ,28.4        ,32.1        ,
28       ,27.5        ,29.5        ,32.3        ,
29       ,27.8        ,29.6        ,31.7        ,
30       ,27.4        ,30.1        ,31.8        ,
31       ,26.2        ,26.3        ,30.2        ,
32       ,25.1        ,26.4        ,30.5        ,
33       ,25.6        ,28.7        ,30.4        ,
34       ,27.5        ,29.0        ,30.3        ,
35       ,27.0        ,27.2        ,29.0        ,
36       ,26.4        ,28.0        ,29.0        ,
37       ,27.0        ,27.2        ,28.6        ,
38       ,25.9        ,37.5        ,37.5        ,
39       ,27.7        ,27.7        ,38.5        ,
40       ,25.9        ,27.2        ,27.7        ,
